,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,405818.000,648017.000,642103.000,296013.000
AccountsPayableCurrent,696.000,229828.000,183815.000,557579.000,113933.000,,,,
AccountsPayableRelatedPartiesCurrent,,,,,67153.000,,,,
AccountsReceivableNet,,0.000,0.000,,,,,14000.000,70000.000
AccountsReceivableNetCurrent,,,,3593.000,32885.000,,,,
AccruedLiabilitiesCurrent,8099.000,,,,,,,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,57773.000,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,57942.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,,49640.000,
AccruedUtilitiesCurrent,,100710.000,97684.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-479.000,-15178.000,-23886.000,-33414.000,-52668.000,87768.000,90469.000,-93170.000,-95871.000
AdditionalPaidInCapital,103638.000,7958089.000,9346420.000,9625244.000,11338374.000,15683535.000,16464896.000,16503046.000,17952318.000
Assets,51739.000,8115741.000,8464591.000,8544310.000,8227594.000,607407.000,230333.000,244884.000,413532.000
AssetsCurrent,35469.000,90554.000,507962.000,666788.000,388503.000,207502.000,197752.000,212754.000,384103.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,5728.000,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,0.000,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,23207.000,23207.000,23207.000,23207.000
CapitalizedComputerSoftwareNet,15599.000,,,,,,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,15599.000,,,,,,,,
Cash,,57205.000,458505.000,46937.000,8990.000,17874.000,89249.000,154724.000,297000.000
CashAndCashEquivalentsAtCarryingValue,35469.000,57205.000,458505.000,,8990.000,17874.000,89249.000,154724.000,297000.000
