,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,-222000000.000,
AllocatedShareBasedCompensationExpense,43400000.000,31400000.000,29700000.000,46200000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,100000.000,
AmortizationOfIntangibleAssets,9400000.000,34600000.000,21500000.000,28100000.000
AssetImpairmentCharges,381700000.000,20000000.000,48300000.000,134600000.000
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,361000000.000
BusinessCombinationConsiderationTransferredOther1,,,,510000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,7500000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,25200000.000,-13300000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,5600000.000,-2900000.000
BusinessCombinationContingentConsiderationArrangementsChangeInTheRangeOfOutcomesContingentConsiderationLiabilityValueHigh,26300000.000,12800000.000,,
CashAcquiredFromAcquisition,3600000.000,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-121500000.000,-13200000.000,19700000.000,370200000.000
ComprehensiveIncomeNetOfTax,,-186500000.000,-606900000.000,-1267600000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1556300000.000,-182300000.000,-631500000.000,-1414400000.000
CostOfGoodsAndServicesSold,2420600000.000,2194300000.000,1862300000.000,2262500000.000
CostOfGoodsSold,2420600000.000,2194300000.000,,
CostmethodInvestmentsOtherThanTemporaryImpairment,,3600000.000,3200000.000,1000000.000
CurrentFederalTaxExpenseBenefit,6700000.000,38900000.000,-13100000.000,3300000.000
CurrentForeignTaxExpenseBenefit,15900000.000,47500000.000,6100000.000,43900000.000
CurrentIncomeTaxExpenseBenefit,27200000.000,72400000.000,-5300000.000,49000000.000
CurrentStateAndLocalTaxExpenseBenefit,4600000.000,-14000000.000,1700000.000,1800000.000
DebtConversionConvertedInstrumentAmount1,0.000,0.000,,
DeferredFederalIncomeTaxExpenseBenefit,37200000.000,-200000.000,47600000.000,-40000000.000
DeferredForeignIncomeTaxExpenseBenefit,4000000.000,-8000000.000,-8400000.000,-42300000.000
DeferredIncomeTaxExpenseBenefit,45900000.000,-7500000.000,33100000.000,-85000000.000
DeferredRevenueRevenueRecognized,-67900000.000,-73800000.000,-60400000.000,59300000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,4700000.000,700000.000,-6100000.000,-2700000.000
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,0.400,0.400,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,0.600,0.600,,
DefinedBenefitPlanTargetPlanAssetAllocations,,,1.000,1.000
DefinedContributionPlanCostRecognized,9400000.000,9100000.000,9000000.000,7900000.000
Depreciation,217700000.000,200600000.000,206200000.000,262200000.000
DepreciationAndAmortization,227100000.000,246900000.000,268300000.000,357400000.000
DividendsCommonStockCash,0.000,0.000,0.000,0.000
EarningsPerShareBasic,-6.680,-0.660,-2.460,-4.400
EarningsPerShareDiluted,-6.680,-0.660,-2.460,-4.400
EffectOfExchangeRateOnCashAndCashEquivalents,6000000.000,-2000000.000,-7500000.000,-21700000.000
EffectiveIncomeTaxRateContinuingOperations,-0.053,-0.796,-0.047,0.025
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.151,-1.832,-0.471,-0.122
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.193,0.716,0.087,-0.091
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,-0.121
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.047,-0.236,-0.019,-0.010
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,-0.004,0.021,0.000,0.019
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.007,0.166,0.004,0.006
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,0.011,0.057,0.004,0.000
EffectiveIncomeTaxRateReconciliationTaxSettlements,-0.012,-0.038,-0.002,-0.006
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,21300000.000
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,447500000.000,735300000.000,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2268000000.000,1794600000.000,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,2000000.000,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,145700000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000,,,
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,16800000.000,,,
FairValueLevel1ToLevel2TransfersAmount,0.000,0.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisGainLossIncludedInOtherComprehensiveIncomeLoss,,,-20000000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,-87800000.000,80900000.000,15900000.000,
FairValueOfAssetsAcquired,334500000.000,0.000,0.000,
FederalIncomeTaxExpenseBenefitContinuingOperations,43900000.000,38700000.000,34500000.000,-36700000.000
ForeignCurrencyTransactionLossBeforeTax,4700000.000,6600000.000,8600000.000,29200000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,19900000.000,39500000.000,-2300000.000,1600000.000
FutureAmortizationExpenseYearFive,1100000.000,500000.000,,
