,2011-06-30,2011-09-30
AssetImpairmentCharges,1000000.000,100000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,13200000.000,0.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,19500000.000
CostOfGoodsSold,218400000.000,216600000.000
CostOfRevenue,257600000.000,258100000.000
CostOfServices,39200000.000,41500000.000
EarningsPerShareBasic,1.930,2.300
EarningsPerShareDiluted,1.910,2.280
GainLossRelatedToLitigationSettlement,0.000,0.000
GrossProfit,180500000.000,180200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,53300000.000,59400000.000
IncomeTaxExpenseBenefit,16100000.000,14900000.000
InterestExpense,27500000.000,27500000.000
InvestmentIncomeInterest,100000.000,100000.000
NetIncomeLoss,,44500000.000
OperatingIncomeLoss,67500000.000,86800000.000
ProfitLoss,37200000.000,
RestructuringCharges,3700000.000,2300000.000
Revenues,438100000.000,438300000.000
SalesRevenueGoodsNet,357500000.000,356800000.000
SalesRevenueNet,438100000.000,438300000.000
SalesRevenueServicesNet,80600000.000,81500000.000
SellingGeneralAndAdministrativeExpense,108300000.000,110500000.000
