,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,18500000.000,,,,10342000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,7500000.000,,,,7984000.000,,,,,,,,,,,,1500000.000
AllocatedShareBasedCompensationExpense,,7600000.000,7800000.000,,7500000.000,7500000.000,7300000.000,8000000.000,8000000.000,11700000.000,12800000.000,3600000.000,4000000.000,5000000.000,5000000.000,3000000.000,6000000.000,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,4600000.000,4800000.000,,4600000.000,4600000.000,4500000.000,4900000.000,4900000.000,7200000.000,7900000.000,2100000.000,3000000.000,3000000.000,3000000.000,1000000.000,4000000.000,,,,
AmortizationOfDebtDiscountPremium,15297000.000,,,,7742000.000,,,,5352000.000,,,,1000000.000,,,,1000000.000,,,,
AmortizationOfFinancingCosts,44598000.000,,,,17135000.000,,,,11925000.000,,,,15000000.000,,,,14000000.000,,,,1600000.000
AmortizationOfIntangibleAssets,16784000.000,,,,19166000.000,19800000.000,19900000.000,25230000.000,30499000.000,30200000.000,30300000.000,30501000.000,,,,,,,,,1200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5000000.000,8900000.000,,19400000.000,4600000.000,,,,6900000.000,100000.000,,7000000.000,4000000.000,,,,,0.000,,
AssetImpairmentCharges,,,,,,,,,,,,,20000000.000,,,,0.000,,,,
CapitalExpendituresIncurredButNotYetPaid,38782000.000,,,,41917000.000,,,,58701000.000,,,,71000000.000,,,,20000000.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1008411000.000,,,,,,,,,,,,95000000.000,,,,371000000.000,,,,300000.000
ComprehensiveIncomeNetOfTax,,,,,-23995000.000,49200000.000,266149000.000,-46753000.000,-6310000.000,99200000.000,236600000.000,50710000.000,-116000000.000,34000000.000,197000000.000,28000000.000,3000000.000,-10800000.000,2700000.000,2100000.000,-37500000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,0.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-23995000.000,49200000.000,266149000.000,-46753000.000,,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,,,,,14000000.000,12100000.000,,8400000.000
CostOfServicesDepreciation,412508000.000,453300000.000,528100000.000,527892000.000,530400000.000,539500000.000,554100000.000,541200000.000,573000000.000,611800000.000,641300000.000,581700000.000,703000000.000,680000000.000,669000000.000,562000000.000,640000000.000,,,,
DeferredIncomeTaxExpenseBenefit,-26465000.000,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,,,,,-15100000.000
DepreciationNonproduction,37695000.000,,,,42304000.000,,,,51324000.000,,,,86000000.000,,,,77000000.000,9300000.000,,,10500000.000
DirectOperatingCosts,1073665000.000,1187306000.000,1247617000.000,1057790000.000,1115147000.000,1188933000.000,1241082000.000,1250626000.000,1351190000.000,1405900000.000,1525400000.000,1469510000.000,1408000000.000,1505000000.000,1564000000.000,1419000000.000,1341000000.000,158100000.000,169600000.000,-1017300000.000,169100000.000
EarningsPerShareBasic,-0.320,0.130,0.500,0.110,-0.130,0.220,0.580,-0.090,0.040,0.300,0.510,-0.030,-0.150,0.050,0.520,0.180,-0.120,-0.280,0.110,-0.410,-1.390
