,2015-12-31,2016-12-31
AdjustmentForAmortization,11500.000,
AmortizationOfIntangibleAssets,9727.000,10150.000
CashAndCashEquivalentsPeriodIncreaseDecrease,19230.000,-18760.000
CostOfRevenue,0.000,0.000
DebtInstrumentDecreaseForgiveness,,103900.000
Depreciation,1773.000,1850.000
DepreciationAndAmortization,11500.000,12000.000
EarningsPerShareBasicAndDiluted,-0.010,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.350,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.350,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000,0.000
EffectiveIncomeTaxRateReconciliationTaxSettlements,0.000,0.000
GeneralAndAdministrativeExpense,52390.000,3631.000
GrossProfit,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,110090.000,-14872.000
IncomeTaxExpenseBenefit,800.000,0.000
IncomeTaxesPaidNet,0.000,0.000
IncreaseDecreaseInAccountsPayable,93265.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,49147.000
IncreaseDecreaseInDeferredCharges,0.000,
IncreaseDecreaseInDeferredRevenue,-22140.000,0.000
IncreaseDecreaseInNotesPayableCurrent,6000.000,
IncreaseDecreaseInPrepaidExpense,-18000.000,7167.000
InterestExpenseRelatedParty,,-18512.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,43355.000,615885.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,43355.000,615885.000
NetCashProvidedByUsedInInvestingActivities,0.000,-584187.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-584187.000
NetCashProvidedByUsedInOperatingActivities,-24125.000,-50458.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-24125.000,-50458.000
NetIncomeLoss,-110890.000,-14872.000
OfficersCompensation,0.000,
OperatingIncomeLoss,,100260.000
OtherCostAndExpenseOperating,0.000,
ProceedsFromIssuanceInitialPublicOffering,60000.000,0.000
ProceedsFromLoans,16205.000,0.000
ProceedsFromRelatedPartyDebt,6000.000,615990.000
ProceedsFromRepaymentOfLoansByEmployeeStockOwnershipPlans,-16710.000,-105.000
ProfessionalFees,,13000.000
ProfitLoss,-110890.000,-14872.000
ResearchAndDevelopmentExpense,46200.000,14000.000
Revenues,0.000,0.000
SalesRevenueNet,0.000,0.000
StockIssued1,24000.000,0.000
StockIssuedDuringPeriodValueShareBasedCompensation,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9205479.000,15000000.000
