,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,,,,,,1200000.000
AccrualForEnvironmentalLossContingenciesPayments,5700000.000,3400000.000,3600000.000,4900000.000,2600000.000,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,900000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,3400000.000,5000000.000,900000.000,6000000.000,500000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,25300000.000,36200000.000,37400000.000,23000000.000
AllocatedShareBasedCompensationExpense,13900000.000,15800000.000,18900000.000,17200000.000,17900000.000,16100000.000
AmortizationOfFinancingCostsAndDiscounts,7100000.000,3100000.000,2100000.000,1600000.000,1100000.000,1700000.000
AmortizationOfIntangibleAssets,,,-100000.000,300000.000,300000.000,300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,300000.000,500000.000,,200000.000,,400000.000
CapitalExpendituresIncurredButNotYetPaid,184500000.000,241300000.000,206500000.000,270200000.000,289000000.000,320200000.000
CapitalizedComputerSoftwareAdditions,1100000.000,2800000.000,4400000.000,5700000.000,8900000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-67700000.000,,,5400000.000,-19100000.000,-16600000.000
ComprehensiveIncomeNetOfTax,,172200000.000,230500000.000,129000000.000,183000000.000,199300000.000
CostOfGoodsSold,1050300000.000,1171500000.000,1224200000.000,1346700000.000,1328400000.000,1439700000.000
CurrentFederalTaxExpenseBenefit,10600000.000,36900000.000,30500000.000,21500000.000,-300000.000,-9500000.000
CurrentForeignTaxExpenseBenefit,7600000.000,20700000.000,29200000.000,28100000.000,30100000.000,37100000.000
CurrentIncomeTaxExpenseBenefit,18200000.000,57600000.000,59700000.000,49600000.000,29800000.000,27600000.000
DeferredFederalIncomeTaxExpenseBenefit,24400000.000,10400000.000,13100000.000,34400000.000,48600000.000,54300000.000
DeferredForeignIncomeTaxExpenseBenefit,-1000000.000,6100000.000,3200000.000,5300000.000,4600000.000,8400000.000
DeferredIncomeTaxExpenseBenefit,23400000.000,16500000.000,16300000.000,39700000.000,53200000.000,62700000.000
DeferredIncomeTaxesAndTaxCredits,,,16400000.000,39700000.000,53200000.000,62800000.000
DeferredTaxExpenseFromStockOptionsExercised,,,5300000.000,5800000.000,9200000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,-300000.000,200000.000,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,,200000.000,200000.000,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,200000.000,200000.000,200000.000,200000.000,,
DefinedBenefitPlanNetPeriodicBenefitCost,-300000.000,5400000.000,7300000.000,5400000.000,2700000.000,1600000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,5700000.000,,,,,
DepreciationDepletionAndAmortization,55300000.000,57200000.000,59300000.000,71200000.000,76400000.000,93300000.000
DividendsCommonStock,,,,,38300000.000,39800000.000
EarningsPerShareBasic,1.370,1.640,1.880,2.160,2.480,
EarningsPerShareDiluted,1.350,1.610,1.840,2.120,2.440,
EffectOfExchangeRateOnCashAndCashEquivalents,-600000.000,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,900000.000,2100000.000,-5300000.000,-3900000.000,-4700000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,,2800000.000
EnvironmentalCostsRecognizedCapitalizedInPeriod,,,4600000.000,7300000.000,7100000.000,
EnvironmentalExitCostsAnticipatedCost,,,,14200000.000,10700000.000,10100000.000
EnvironmentalRemediationExpense,2700000.000,5000000.000,,6000000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,8500000.000,6800000.000,5300000.000,5800000.000,9200000.000,
GainLossOnSaleOfProperty,,4900000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,4900000.000,,,,
GrossProfit,342100000.000,406700000.000,454000000.000,508800000.000,532800000.000,564600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,106300000.000,137400000.000,149800000.000,163800000.000,164300000.000,149100000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,69200000.000,100300000.000,112800000.000,133500000.000,153900000.000,188500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,175500000.000,237700000.000,262600000.000,297300000.000,318200000.000,337600000.000
IncomeLossFromContinuingOperationsPerBasicShare,1.370,1.640,1.880,2.160,2.480,2.690
IncomeLossFromContinuingOperationsPerDilutedShare,1.350,1.610,1.840,2.120,2.440,2.650
IncomeLossFromEquityMethodInvestments,,,,,,2500000.000
IncomeTaxEffectsAllocatedDirectlyToEquityCumulativeEffectOfChangeInAccountingPrinciple,,,,,,300000.000
IncomeTaxExpenseBenefit,41600000.000,74100000.000,76000000.000,89300000.000,83000000.000,90300000.000
IncomeTaxExpenseBenefitContinuingOperations,41600000.000,74100000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-6000000.000,-1000000.000,,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-8400000.000,-10300000.000,-12500000.000,-15900000.000,-19500000.000,-16300000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,61500000.000,83200000.000,91900000.000,104100000.000,111400000.000,118200000.000
IncomeTaxReconciliationOtherAdjustments,1300000.000,,-2600000.000,700000.000,1900000.000,2000000.000
