,2011-09-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AllocatedShareBasedCompensationExpense,,206.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,513342555.000,1173000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1000.000,,,,26000.000,,
ComprehensiveIncomeNetOfTax,59428000.000,-26200000.000,242590000.000,3573000.000,-1088000.000,-247542000.000,,,
ConversionOfStockSharesIssued1,,,,,,,680606000.000,,
ConvertiblePreferredStockConvertedToOtherSecurities,,,,0.000,0.000,,,,
CostOfGoodsAndServicesSold,324000.000,300000.000,158000.000,87000.000,193000.000,190000.000,18000.000,78000.000,33000.000
DebtConversionConvertedInstrumentAmount1,,,0.000,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,75000000.000,4403415000.000,,,,442257188.000,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,1000.000,,
DebtInstrumentConvertibleInterestExpense,1155000.000,,,,,,,,
DepreciationDepletionAndAmortization,,,70000.000,,,,61000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,568000.000,92000.000,437000.000,207000.000,38000.000,-64000.000,-1000.000,0.000,2000.000
DerivativeLossOnDerivative,,,,,,,1511000.000,,
DilutiveSecurities,,,,,,,0.000,0.000,0.000
EarningsPerShareBasic,0.260,-0.005,0.049,0.010,0.000,-0.059,-0.000,-0.000,0.000
EarningsPerShareDiluted,0.000,-0.005,0.001,0.009,0.000,-0.010,-0.000,-0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,0.000,,,,,,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,43727000.000,-2620000.000,23447000.000,107000.000,29000.000,-23294000.000,5000.000,-15000.000,-17000.000
FairValueAdjustmentOfWarrants,,,,,207000.000,,,,
GainsLossesOnExtinguishmentOfDebt,,53000.000,,4247000.000,0.000,,,0.000,0.000
GeneralAndAdministrativeExpense,830000.000,723000.000,603000.000,742000.000,493000.000,483000.000,188000.000,308000.000,315000.000
GrossProfit,204000.000,1302000.000,845000.000,567000.000,809000.000,663000.000,452000.000,705000.000,704000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,91000.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,280000.000,,,,-13000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,-58000.000,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,,,,,-275000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1000.000,,,,-4000.000,,
InterestExpense,,,,,,,19000.000,7000.000,8000.000
InterestIncomeExpenseNet,,0.000,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,0.000,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-28000.000,,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-28000.000,,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,27000.000,,,,26000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,27000.000,,,,26000.000,,
NetIncomeLoss,59447000.000,-26200000.000,242590000.000,3573000.000,-1088000.000,-247542000.000,-1320000.000,-1402000.000,463000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-26245000.000,,3573000.000,-1088000.000,,-1320000.000,-1402000.000,463000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,-1320000.000,-1402000.000,463000.000
OperatingIncomeLoss,-1324000.000,440000.000,50000.000,-360000.000,214000.000,-3250000.000,210000.000,336000.000,332000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-19000.000,0.000,0.000,0.000,0.000,0.000,,,
OtherOperatingIncome,,,,0.000,0.000,,,,
OtherOperatingIncomeExpenseNet,,0.000,,,,,,,
PreferredStockDividendsIncomeStatementImpact,,0.000,,,,,,,
ProceedsFromShortTermDebt,,,,,,,242000.000,,
RedeemablePreferredStockDividends,,,,0.000,0.000,,,,
RepaymentsOfShortTermDebt,,,,,,,0.000,,
ResearchAndDevelopmentExpense,481000.000,123000.000,177000.000,145000.000,80000.000,-12000.000,48000.000,59000.000,53000.000
Revenues,528000.000,1602000.000,1003000.000,654000.000,1002000.000,853000.000,470000.000,783000.000,737000.000
SalesRevenueNet,528000.000,1602000.000,1003000.000,654000.000,1002000.000,853000.000,470000.000,783000.000,737000.000
SellingAndMarketingExpense,217000.000,16000.000,15000.000,40000.000,22000.000,24000.000,6000.000,2000.000,4000.000
UnrealizedGainLossOnHybridInstrumentNet,17631000.000,-24165000.000,218656000.000,-628000.000,-1369000.000,-220832000.000,-1515000.000,-1716000.000,154000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,0.000,0.000,38431700.000
WeightedAverageNumberOfDilutedSharesOutstanding,3440185503000.000,4984827279.000,266001250808.000,398000130.000,1395781353.000,-266209216169.000,4506555811.000,4846748489.000,4939324087.000
WeightedAverageNumberOfSharesOutstandingBasic,226839514000.000,4984827279.000,4984827279.000,359568430.000,1357349653.000,-5115929240.000,4506555811.000,4846748489.000,4900892387.000
