,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,250000.000,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,32021.000,0.000,6708.000,13584.000,20460.000,34212.000,41088.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,3520.000,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,109306.000,139130.000,293082.000,21858.000,0.000,0.000,0.000,103500.000,212224.000,
AccountsPayableCurrent,643757.000,559955.000,655230.000,844665.000,977462.000,1060894.000,1107774.000,995689.000,859175.000,899849.000,905887.000,854391.000,909392.000,890240.000,877797.000,434574.000,481693.000
AccountsPayableOtherCurrent,,,143145.000,33919.000,70180.000,49281.000,76810.000,99173.000,120077.000,36888.000,10017.000,0.000,0.000,0.000,,,
AccountsReceivableNetCurrent,0.000,22020.000,18844.000,17531.000,12849.000,0.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,667551.000,677410.000,780033.000,805455.000,260523.000,264357.000,296426.000,311123.000,329579.000,333281.000,339678.000,165314.000,200472.000,238252.000,267512.000,135312.000,159312.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,41088.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,727769.000,742111.000,760583.000,779054.000,797525.000,807083.000,823597.000,840109.000,,,,,0.000
AdditionalPaidInCapital,22597475.000,22597475.000,23526225.000,24213695.000,27365263.000,30201102.000,40825833.000,41640927.000,41716877.000,42174767.000,42558428.000,42860133.000,43222999.000,44556225.000,44618725.000,44618725.000,44618725.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,250000.000,250000.000,,,
Assets,1329234.000,1644014.000,1821184.000,1648382.000,1616050.000,1453842.000,1424240.000,1393130.000,2022166.000,1926412.000,1680988.000,1091300.000,1099229.000,481964.000,405739.000,100015.000,45358.000
AssetsCurrent,38461.000,271003.000,422010.000,286370.000,155907.000,21976.000,29076.000,34389.000,820747.000,6729.000,555154.000,16614.000,3689.000,52018.000,10262.000,100015.000,45358.000
BuildingsAndImprovementsGross,,,,,795355.000,795355.000,795355.000,795355.000,795355.000,720355.000,720355.000,720355.000,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,10000.000,,,,,,10000.000,0.000,10000.000,,,,
CapitalizedCostsUnprovedProperties,,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,,,,,,,
Cash,9466.000,181905.000,103454.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,9466.000,181905.000,103454.000,3841.000,88687.000,12198.000,20197.000,9673.000,5824.000,2020.000,312260.000,16614.000,257.000,52018.000,10262.000,15.000,135.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,3000000000.000,3000000000.000,,3000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000
