,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,6869000.000,4836000.000,4426000.000,3563000.000,4809000.000,5126000.000,4355000.000,2870000.000,3162000.000,3770000.000,4052000.000,4547000.000,4984000.000,4265000.000,4032000.000,3633000.000,2922000.000,2575000.000,2527000.000,2721000.000,2825000.000,2280000.000
AccountsReceivableNetCurrent,2056000.000,1409000.000,2675000.000,2674000.000,2237000.000,2348000.000,2808000.000,2599000.000,2778000.000,2749000.000,3887000.000,3631000.000,3543000.000,2634000.000,2631000.000,2658000.000,2970000.000,2343000.000,3131000.000,3164000.000,3189000.000,2866000.000
AccruedIncomeTaxesCurrent,,,,238000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-4909000.000,,,,5396000.000,,,,6248000.000,,,,6943000.000,,,,6430000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,399000.000,399000.000,399000.000,399000.000,399000.000,399000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000,371000.000
AdditionalPaidInCapital,192909000.000,193103000.000,193311000.000,203049000.000,203254000.000,203460000.000,203663000.000,203871000.000,204102000.000,204425000.000,204687000.000,205013000.000,205268000.000,205638000.000,205888000.000,206326000.000,206543000.000,206860000.000,207046000.000,209297000.000,209504000.000,209754000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,108000.000,,,,107000.000,,,,34000.000,,,,45000.000,,,,37000.000,,
Assets,28197000.000,25745000.000,24279000.000,33011000.000,33545000.000,33446000.000,32082000.000,29359000.000,29483000.000,29513000.000,29893000.000,30682000.000,30790000.000,29744000.000,29242000.000,29413000.000,28822000.000,27091000.000,26486000.000,27779000.000,28469000.000,29047000.000
AssetsCurrent,16737000.000,14454000.000,13093000.000,21831000.000,22444000.000,22453000.000,20762000.000,17621000.000,17804000.000,17951000.000,18401000.000,19182000.000,19308000.000,18325000.000,17948000.000,17919000.000,17356000.000,15863000.000,15351000.000,16659000.000,17441000.000,18110000.000
BankLoans,,,,834000.000,667000.000,500000.000,333000.000,167000.000,,,,0.000,,,,700000.000,,,,,,
