,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,15023.000,19376.000,19429.000
AmortizationOfIntangibleAssets,,15023.000,19376.000,19429.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,7500.000,97500.000,97500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,32559.000,1498.000,-194.000,-168.000
EarningsPerShareBasicAndDiluted,-0.030,-0.010,-0.010,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
ExchangeFees,3204.000,,,
GeneralAndAdministrativeExpense,,226681.000,,
IncomeLossFromContinuingOperations,37910.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-226681.000,-219984.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,77072.000,74794.000,218378.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,13058.000,47199.000,82444.000,58236.000
IncreaseDecreaseInAccountsPayableRelatedParties,,7500.000,90000.000,90000.000
IncreaseDecreaseInOtherReceivables,589.000,,,
InterestIncomeExpenseNet,,,-4759.000,-6769.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,441.000,0.000,
LegalFees,5000.000,,43291.000,27000.000
NetCashProvidedByUsedInFinancingActivities,58000.000,22258.000,27970.000,27791.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,58000.000,22258.000,27970.000,27791.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,-25441.000,-20760.000,-28164.000,-27959.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-25441.000,-20760.000,-28164.000,-27959.000
NetIncomeLoss,-37910.000,-226681.000,-219984.000,-195624.000
OfficersCompensation,,7500.000,90000.000,90000.000
OperatingExpenses,37910.000,226681.000,215225.000,188855.000
OtherCostAndExpenseOperating,405.000,,,
OtherExpenses,,,11045.000,6593.000
OtherGeneralExpense,,,194.000,168.000
ProceedsFromIssuanceOfCommonStock,58000.000,60.000,0.000,
ProceedsFromRelatedPartyDebt,,22198.000,27970.000,27791.000
ProfessionalFees,421.000,,,
ProfitLoss,-37910.000,,,
Revenues,,,0.000,0.000
SaleOfStockPercentageOfOwnershipAfterTransaction,,0.896,,
SalesRevenueNet,,,0.000,0.000
SponsorFees,18380.000,,,
StockIssued1,,255.000,0.000,
StockIssuedDuringPeriodValueAcquisitions,,-9450.000,,
StockIssuedDuringPeriodValueIssuedForCash,38000.000,,,
StockRepurchasedAndRetiredDuringPeriodValue,,-162.000,,
TrusteeFees,1500.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,5687.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,1340223.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,30481838.000,32350003.000,32350003.000
