,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,554000000.000,572000000.000,603000000.000,,586000000.000,586000000.000,577000000.000,536000000.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,538000000.000,549000000.000,575000000.000,,592000000.000,550000000.000,560000000.000,533000000.000,542000000.000,550000000.000,518000000.000,487000000.000,471000000.000,467000000.000,436000000.000,464000000.000,473000000.000,476000000.000,466000000.000,468000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccountsPayableTradeCurrent,,,,,,,,,,361000000.000,,,361000000.000,,,,324000000.000,,,,346000000.000,
AccountsReceivableNetCurrent,,,,,,,,,,,517000000.000,528000000.000,449000000.000,422000000.000,416000000.000,420000000.000,377000000.000,389000000.000,376000000.000,374000000.000,358000000.000,370000000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccrualForEnvironmentalLossContingencies,,,,,,4000000.000,,,,9000000.000,8000000.000,12000000.000,18000000.000,14000000.000,14000000.000,13000000.000,12000000.000,10000000.000,9000000.000,9000000.000,8000000.000,8000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,,8000000.000,,,,5000000.000,,,,5000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,760000000.000,,,1198000000.000,,,,1430000000.000,,,,1415000000.000,1464000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,3000000.000,1000000.000,3000000.000,5000000.000,3000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-308000000.000,-315000000.000,-312000000.000,-614000000.000,-613000000.000,-609000000.000,-565000000.000,-271000000.000,-247000000.000,-253000000.000,-718000000.000,-708000000.000,-697000000.000,-686000000.000,-587000000.000,-582000000.000,-576000000.000,-572000000.000,-755000000.000,-746000000.000
AdditionalPaidInCapitalCommonStock,,,3688000000.000,3726000000.000,3729000000.000,,3746000000.000,3748000000.000,3749000000.000,3751000000.000,3751000000.000,3754000000.000,3754000000.000,3759000000.000,3762000000.000,3764000000.000,3765000000.000,3768000000.000,3771000000.000,3773000000.000,3775000000.000,3778000000.000
