,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,15000.000,14162.000,5000.000
AccountsPayableRelatedPartiesCurrent,102172.000,9859.000,12359.000
AccruedLiabilitiesCurrent,,,5153.000
AdditionalPaidInCapital,1751.000,646690.000,646690.000
Assets,77637.000,545506.000,503357.000
AssetsCurrent,67237.000,515106.000,472957.000
CashAndCashEquivalentsAtCarryingValue,59837.000,515106.000,324386.000
CashEquivalentsAtCarryingValue,,0.000,0.000
CashUninsuredAmount,0.000,,
CommonStockDiscountOnShares,2050.000,2050.000,2050.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,500000000.000,500000000.000
CommonStockSharesIssued,20500000.000,247207994.000,247207994.000
CommonStockSharesOutstanding,20500000.000,247207994.000,247207994.000
CommonStockValue,2050.000,24721.000,24721.000
DeferredIncomeTaxAssetsNet,40430.000,,
DeferredTaxAssetsOperatingLossCarryforwards,40430.000,,
DeferredTaxAssetsValuationAllowance,40430.000,,
DueToOfficersOrStockholdersCurrent,,,30000.000
FiniteLivedIntangibleAssetsNet,10400.000,30400.000,30400.000
Liabilities,177617.000,24021.000,52512.000
LiabilitiesAndStockholdersEquity,77637.000,545506.000,503357.000
LiabilitiesCurrent,177617.000,24021.000,52512.000
OperatingLossCarryforwards,101700.000,,
OtherAssetsCurrent,,,148571.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseCurrent,7400.000,,
RetainedEarningsAccumulatedDeficit,-101731.000,-147877.000,-218516.000
ShortTermBorrowings,60445.000,,
StockholdersEquity,-99980.000,521484.000,450845.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-99980.000,521485.000,450845.000
