,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,673000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,2600000.000
BrokerageCommissionsRevenue,5221000.000,6246000.000,7142000.000,6143000.000,5653000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-87300000.000,,
CommonStockDividendsPerShareCashPaid,,,,0.060,0.060
CommonStockDividendsPerShareDeclared,,,0.060,,
ComprehensiveIncomeNetOfTax,,,21527000.000,24276000.000,40514000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,481000.000,1155000.000,1321000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,22008000.000,25431000.000,41835000.000
DeferredIncomeTaxesAndTaxCredits,,,73000.000,,
DepreciationDepletionAndAmortization,,,6339000.000,,
DividendsCommonStock,,,2055000.000,,
DividendsPreferredStock,,,1094000.000,,
EarningsPerShareBasic,0.430,0.400,0.610,0.730,1.070
EarningsPerShareDiluted,0.420,0.390,0.590,0.720,1.030
EffectiveIncomeTaxRateContinuingOperations,,,,0.378,0.340
FederalDepositInsuranceCorporationPremiumExpense,1234000.000,837000.000,996000.000,907000.000,835000.000
FeesAndCommissionsDepositorAccounts,2025000.000,2207000.000,2096000.000,2067000.000,2018000.000
FeesAndCommissionsFiduciaryAndTrustActivities,1044000.000,1073000.000,1031000.000,1045000.000,1016000.000
FeesAndCommissionsMortgageBanking,18180000.000,17041000.000,18325000.000,20407000.000,23172000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,789000.000,364000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,5607000.000,3797000.000
ForeclosedRealEstateExpense,732000.000,5829000.000,5918000.000,1682000.000,670000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,6900000.000,
GainLossOnSaleOfLoansAndLeases,,,99718000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,-44000.000,,
GainLossOnSaleOfSecuritiesNet,1245000.000,288000.000,,,-2601000.000
GainLossOnSalesOfLoansNet,60641000.000,91916000.000,99718000.000,118675000.000,157410000.000
GainsLossesOnSalesOfOtherRealEstate,,,-5474000.000,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,63933000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,100000.000,100000.000
ImpairmentOfInvestments,,6218000.000,,4876000.000,
IncomeLossAttributableToParent,,,,23543000.000,34297000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,23606000.000,26478000.000,32992000.000,42194000.000,56945000.000
IncomeTaxExpenseBenefit,7992000.000,9215000.000,11254000.000,15962000.000,19354000.000
IncomeTaxesPaid,,,4134000.000,,
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,,,-33529000.000,,
IncreaseDecreaseInBrokerageReceivables,,,85300000.000,,
IncreaseDecreaseInDeposits,,,-77430000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,5875000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-15954000.000,,
IncreaseDecreaseInPrepaidExpense,,,-915000.000,,
IncreaseDecreaseInTradingSecurities,,,7847000.000,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,1215395000.000,1398904.000
IncrementalCommonSharesAttributableToParticipatingNonvestedSharesWithNonForfeitableDividendRights,,,,1146858000.000,1146897.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,702557000.000,858926.000
InterestAndDividendIncomeOperating,54718000.000,56253000.000,56556000.000,56601000.000,59325000.000
InterestAndFeeIncomeLoansAndLeases,44636000.000,46051000.000,48600000.000,48245000.000,51281000.000
InterestExpense,9533000.000,9060000.000,7347000.000,6616000.000,5898000.000
InterestExpenseDeposits,7496000.000,7013000.000,5265000.000,4379000.000,3817000.000
InterestExpenseJuniorSubordinatedDebentures,627000.000,622000.000,648000.000,644000.000,647000.000
InterestExpenseLesseeAssetsUnderCapitalLease,135000.000,133000.000,143000.000,141000.000,141000.000
InterestExpenseOther,96000.000,166000.000,140000.000,215000.000,105000.000
InterestExpenseOtherLongTermDebt,805000.000,777000.000,723000.000,672000.000,639000.000
InterestExpenseShortTermBorrowings,374000.000,349000.000,428000.000,565000.000,549000.000
InterestIncomeDepositsWithFinancialInstitutions,193000.000,243000.000,173000.000,215000.000,199000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,37947000.000,42693000.000,46988000.000,46566000.000,50551000.000
InterestIncomeExpenseNet,45185000.000,47193000.000,49209000.000,49985000.000,53427000.000
InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,660000.000,916000.000,86000.000,146000.000,501000.000
InterestIncomeSecuritiesTaxExempt,2605000.000,2130000.000,2475000.000,2596000.000,2445000.000
InterestIncomeSecuritiesTaxable,5093000.000,4904000.000,3412000.000,3332000.000,3216000.000
InterestPaid,,,7801000.000,,
InvestmentBankingRevenue,16256000.000,18275000.000,17453000.000,19680000.000,18686000.000
LaborAndRelatedExpense,78412000.000,94145000.000,105774000.000,112403000.000,134046000.000
LossOnDerivativeInstrumentsPretax,,,,,2.700
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,1015000.000,,
MinorityInterestIncreaseFromStockIssuance,,,110000.000,,
NetCashProvidedByUsedInFinancingActivities,,,47563000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,47563000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-8727000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8727000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-126136000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-126136000.000,,
NetIncomeLoss,15430000.000,16693000.000,21257000.000,25077000.000,36270000.000
NetIncomeLossAttributableToNoncontrollingInterest,184000.000,570000.000,481000.000,1155000.000,1321000.000
NetIncomeLossAvailableToCommonStockholdersBasic,14027000.000,13084000.000,20163000.000,24385000.000,35522000.000
NoninterestExpense,121930000.000,152121000.000,164102000.000,172791000.000,201787000.000
NoninterestIncome,107589000.000,135906000.000,150106000.000,168419000.000,208181000.000
NoninterestIncomeOther,2977000.000,2760000.000,4341000.000,2490000.000,2827000.000
OccupancyNet,15812000.000,15889000.000,17082000.000,17760000.000,18968000.000
