,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedIncomeTaxesCurrent,,,,-229000000.000,,,,-255000000.000,,,,-395000000.000,,,,-1346000000.000,,,,-643000000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,21764000000.000,21106000000.000,15781000000.000,17654000000.000,25517000000.000,23781000000.000,27050000000.000,27500000000.000,32992000000.000,33565000000.000,34897000000.000,44025000000.000,45049000000.000,45421000000.000,44186000000.000,42732000000.000,38864000000.000,39417000000.000,32203000000.000,33982000000.000,31454000000.000,30777000000.000,29798000000.000,37298000000.000,43070000000.000
AdditionalCollateralAggregateFairValue,1100000000.000,1100000000.000,1100000000.000,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,37578000000.000,37771000000.000,37786000000.000,37807000000.000,37846000000.000,37856000000.000,37890000000.000,37230000000.000,37270000000.000,36101000000.000,36082000000.000,35472000000.000,35465000000.000,35491000000.000,35560000000.000,35573000000.000,35565000000.000,35584000000.000,35610000000.000,35620000000.000,35670000000.000,35710000000.000,35730000000.000,35681000000.000,35699000000.000
Assets,376496000000.000,382696000000.000,385494000000.000,392647000000.000,411362000000.000,411356000000.000,424115000000.000,427452000000.000,442302000000.000,446563000000.000,458081000000.000,484931000000.000,494944000000.000,504379000000.000,517363000000.000,526186000000.000,531076000000.000,540774000000.000,545468000000.000,552257000000.000,586315000000.000,592816000000.000,604038000000.000,620854000000.000,654451000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,1791000000.000,1508000000.000,1381000000.000,1107000000.000,1268000000.000,1372000000.000,1399000000.000,1121000000.000,1101000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,194000000.000,97000000.000,105000000.000,129000000.000,74000000.000,66000000.000,35000000.000,90000000.000,59000000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,26010000000.000,26028000000.000,25884000000.000,25049000000.000,23363000000.000,22474000000.000,23283000000.000,22434000000.000,21891000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,59951000000.000,58446000000.000,60137000000.000,57718000000.000,56868000000.000,50221000000.000,52772000000.000,48825000000.000,47625000000.000,46389000000.000,56365000000.000,62718000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,366000000.000,182000000.000,1037000000.000,1023000000.000,978000000.000,2980000000.000,3260000000.000,2119000000.000,2324000000.000,1372000000.000,710000000.000,156000000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,49610000000.000,52657000000.000,51194000000.000,50123000000.000,50507000000.000,51075000000.000,55803000000.000,58725000000.000,,,59607000000.000,60645000000.000,58370000000.000,58836000000.000,61832000000.000,63047000000.000,62310000000.000,59714000000.000,58933000000.000,57518000000.000,66377000000.000,72458000000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,,,,,,,,,,,,,7827000000.000,8267000000.000,8103000000.000,6900000000.000,6561000000.000,6344000000.000,8007000000.000,8508000000.000,8117000000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,,,,,,,,,,,,,7715000000.000,8319000000.000,8112000000.000,6921000000.000,6605000000.000,6361000000.000,8068000000.000,8573000000.000,8191000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,,,,,,,,,,,,,2844000000.000,2719000000.000,2723000000.000,2639000000.000,2510000000.000,2385000000.000,2359000000.000,2238000000.000,2183000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,,,,,,,,,,,,,3451000000.000,3226000000.000,3177000000.000,2946000000.000,2949000000.000,2926000000.000,2959000000.000,2684000000.000,2672000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,,,,,,,,,,,,,2347000000.000,2224000000.000,1897000000.000,1748000000.000,1484000000.000,1209000000.000,1076000000.000,805000000.000,756000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,,,,,,,,,,,,,2498000000.000,2352000000.000,2024000000.000,1829000000.000,1590000000.000,1330000000.000,1177000000.000,872000000.000,815000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,,,,,,,,,,,,,11324000000.000,11218000000.000,11635000000.000,12483000000.000,11602000000.000,11403000000.000,10773000000.000,9886000000.000,9898000000.000
