,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,,,,,,0.000,
DebtInstrumentIncreaseDecreaseForPeriodNet,,,,,,,,,,,8975.000,,,,,,
Depreciation,,,1774.000,2484.000,1720.000,-25428.000,322.000,,,,323.000,,,,,,
EarningsPerShareBasic,,,,,,,-0.000,-0.000,-0.000,-0.010,-0.000,-0.040,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.040,-0.000,-0.090,-0.000,-0.000,-0.000,-0.010,-0.000,-0.040,-0.000,0.000,-0.000,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,-329280.000,,,,,,,,,,,,,-33600.000
GeneralAndAdministrativeExpense,32004.000,26459.000,22917.000,23001.000,11394.000,38530.000,21816.000,15025.000,15679.000,11989.000,9153.000,23990.000,19389.000,12751.000,15684.000,18602.000,6806.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,-31276.000,-15025.000,-15679.000,-8989.000,-9153.000,-394835.000,-19389.000,-12751.000,-15684.000,-18602.000,-40406.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,6700000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-28839.000,-27247.000,-24930.000,-352416.000,-11726.000,-668070.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,,,,,,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,23156.000,,,,30954.000,,,,-145.000,,,,3188.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,8975.000,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,,15496.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,,,,1488350.000,,,,
InterestAndDebtExpense,,,,,,,,,,,,-370845.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,,,-3000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,,-3000.000,,
NetCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,3000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,,,,,,,,,3000.000,,
NetIncomeLoss,-28839.000,-27247.000,-24930.000,-352416.000,-11726.000,-668070.000,-31276.000,-15025.000,-15679.000,-8989.000,-9153.000,-394835.000,-19389.000,-12751.000,-15684.000,-18602.000,-40406.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-31276.000,-15025.000,-15679.000,-8989.000,-9153.000,-394835.000,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,-31276.000,-15025.000,-15679.000,-8989.000,-9153.000,-395835.000,,,,,
OperatingIncomeLoss,-36100.000,-27247.000,-24930.000,-23136.000,-11726.000,-40870.000,-31276.000,-15025.000,-15679.000,-8989.000,-9153.000,-23990.000,-19389.000,-12751.000,-15684.000,-18602.000,-6806.000
OtherNonoperatingIncome,7261.000,,,,,,,,,,,,,,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,,,,,-190021.000,,,,
PaymentsToDevelopSoftware,,,,,,,,,,,,,,,3000.000,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,,,0.000,,,,,,
ResearchAndDevelopmentExpense,4096.000,788.000,2013.000,135.000,332.000,2340.000,6460.000,,,,,,,,,,
Revenues,0.000,0.000,,,,,,,,,,,,,,0.000,
SalesRevenueNet,0.000,0.000,,,,,,,,,,,,,,0.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,9838721.000,9838721.000,9838721.000,-19677442.000,9838721.000,19376764.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,9838721.000,9838721.000,9838721.000,-19677442.000,9838721.000,19376764.000,19517764.000,-37579615.000,19519935.000,19519935.000,20416638.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,9838721.000,9838721.000,9838721.000,-19677442.000,9838721.000,19376764.000,,,,,
