,2014-09-30,2014-12-31,2015-03-27,2015-06-26,2015-09-25,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,99000000.000,114487000.000,104446000.000,102369000.000,115929000.000,122442000.000,86153000.000,97191000.000,91269000.000,118055000.000,95649000.000
AccruedBonusesCurrent,5000000.000,4528000.000,1336000.000,2533000.000,3426000.000,4302000.000,1423000.000,2602000.000,3695000.000,4371000.000,1249000.000
AccruedEmployeeBenefitsCurrent,21000000.000,18133000.000,17770000.000,17904000.000,17353000.000,18661000.000,20319000.000,19129000.000,17354000.000,15805000.000,17447000.000
AccruedEnvironmentalLossContingenciesNoncurrent,4000000.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,6095000.000,2784000.000,1062000.000,,
AccruedInsuranceCurrent,,9637000.000,9591000.000,7572000.000,7368000.000,7537000.000,7352000.000,6393000.000,6219000.000,6123000.000,6015000.000
AccruedLiabilitiesCurrent,14000000.000,37073000.000,52156000.000,43979000.000,37857000.000,25268000.000,25265000.000,21011000.000,21675000.000,17693000.000,18473000.000
AccruedSalariesCurrent,13000000.000,13919000.000,14081000.000,25780000.000,16425000.000,13820000.000,26943000.000,18242000.000,25111000.000,14741000.000,28353000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,12048000.000,,,,8753000.000,,,,10312000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1000000.000,-2528000.000,-3782000.000,-3350000.000,-3431000.000,-3740000.000,-3461000.000,-4279000.000,-3598000.000,-4577000.000,-4370000.000
AdditionalPaidInCapital,,52967000.000,54434000.000,56322000.000,58057000.000,58640000.000,59461000.000,60782000.000,61925000.000,63910000.000,64406000.000
Assets,485000000.000,499491000.000,508775000.000,508286000.000,502548000.000,484396000.000,465893000.000,460511000.000,452548000.000,465305000.000,459615000.000
AssetsCurrent,248000000.000,263550000.000,273329000.000,277650000.000,277262000.000,261507000.000,243525000.000,238543000.000,231233000.000,244137000.000,238692000.000
AssetsNoncurrent,237000000.000,235941000.000,235446000.000,230636000.000,225286000.000,222889000.000,222368000.000,221968000.000,221315000.000,221168000.000,220923000.000
BilledContractReceivables,37000000.000,41997000.000,51848000.000,43754000.000,47489000.000,53070000.000,55294000.000,45946000.000,24648000.000,41992000.000,30974000.000
BillingsInExcessOfCostCurrent,9000000.000,5806000.000,10773000.000,15127000.000,13304000.000,6025000.000,7119000.000,6371000.000,3197000.000,1421000.000,3835000.000
