,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-09-30,2013-12-31
AccruedInvestmentIncomeReceivable,2178000.000,2412000.000,2485000.000,3010000.000,2983000.000,2986000.000,2672000.000,3094000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,13813000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2360000.000,3624000.000,4341000.000,4502000.000,5025000.000,6172000.000,1732000.000,983000.000
AdditionalPaidInCapital,179000.000,179000.000,179000.000,224000.000,236000.000,248000.000,185000.000,13361000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,,54000.000
Assets,504763000.000,501899000.000,629651000.000,628971000.000,626292000.000,616199000.000,617050000.000,817860000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,246553000.000,239889000.000,228200000.000,250982000.000
AvailableForSaleSecurities,154388000.000,172375000.000,225282000.000,270981000.000,254168000.000,249241000.000,230824000.000,252472000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,89487000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,81593000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,7894000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,,73337000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,,73716000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,134708000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,136677000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,,,14418000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,,,13342000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,,,250982000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,28169000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,28387000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,,,,350000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,,,,350000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,252472000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,254168000.000,249241000.000,230824000.000,252472000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,663000.000,473000.000,2139000.000,2714000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,,,100870000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,,631000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,,2714000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,,2083000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,8278000.000,9825000.000,4763000.000,4204000.000
BorrowedFunds,,,18500000.000,18500000.000,18244000.000,17973000.000,14357000.000,14346000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,4245000.000,,,
Capital,,,,,,,,60078000.000
CapitalRequiredForCapitalAdequacy,,,,,,,,40678000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,,0.080
CapitalToRiskWeightedAssets,,,,,,,,0.118
CashAndCashEquivalentsAtCarryingValue,25318000.000,17625000.000,60093000.000,20410000.000,18221000.000,9248000.000,19986000.000,27710000.000
