,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,4913000.000,7950000.000,10845000.000,10495000.000,10125000.000,8960000.000,7651000.000,11765000.000,11230000.000,12280000.000,19989000.000,15345000.000,13977000.000,16074000.000,15817000.000
AccountsReceivableGrossCurrent,6354000.000,7160000.000,11176000.000,10052000.000,10934000.000,10201000.000,8373000.000,10030000.000,12112000.000,12040000.000,10929000.000,11564000.000,11193000.000,13088000.000,10717000.000
AccruedLiabilitiesCurrent,38587000.000,35433000.000,39719000.000,37993000.000,41331000.000,38275000.000,41108000.000,44623000.000,47656000.000,50869000.000,83099000.000,97051000.000,81815000.000,67722000.000,67195000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,25129000.000,32082000.000,39476000.000,47388000.000,55425000.000,63187000.000,71363000.000,77849000.000,86887000.000,101806000.000,114711000.000,131688000.000,145083000.000,158046000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-24000.000,-55000.000,-33000.000,-7000.000,-250000.000,-517000.000,-1133000.000,-1039000.000,-1875000.000,-1718000.000,-2887000.000,-2774000.000,-2589000.000,-3666000.000,-3196000.000
AdditionalPaidInCapital,510819000.000,754720000.000,779346000.000,781479000.000,783881000.000,816591000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,820927000.000,827753000.000,838010000.000,848740000.000,861898000.000,844464000.000,858195000.000,868228000.000,882052000.000
AociTaxAttributableToParent,,,,,,,,,,,,,,800000.000,
Assets,1519168000.000,1580938000.000,1683434000.000,1674518000.000,1729232000.000,1746043000.000,1724702000.000,1747513000.000,1802317000.000,1803490000.000,2920576000.000,2871346000.000,2813673000.000,2756274000.000,2739267000.000
AssetsCurrent,88598000.000,118801000.000,123003000.000,103060000.000,112087000.000,120644000.000,125185000.000,132807000.000,136693000.000,117586000.000,192711000.000,183431000.000,165542000.000,154108000.000,173513000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,100000.000,,,,100000.000,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,4036000.000,1655000.000,1407000.000,14851000.000,25300000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,13917000.000,34659000.000,22336000.000,48137000.000,51488000.000,52436000.000,50575000.000,13153000.000,5273000.000,4525000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,10722000.000,10188000.000,10331000.000,3498000.000,813000.000,,25000.000,7324000.000,7444000.000,7564000.000
CapitalLeaseObligationsCurrent,,,3654000.000,3700000.000,3746000.000,3793000.000,3918000.000,4044000.000,4173000.000,5866000.000,6464000.000,6539000.000,7108000.000,6690000.000,5165000.000
CapitalLeaseObligationsNoncurrent,,,7165000.000,6223000.000,5269000.000,4302000.000,3247000.000,2178000.000,1096000.000,7215000.000,5191000.000,3673000.000,2082000.000,512000.000,0.000
CapitalLeasedAssetsGross,,,,,,,,,,,21500000.000,21500000.000,21500000.000,,21500000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,10729000.000,,,,,,,,11500000.000,9900000.000,8300000.000,,5200000.000
CapitalLeasesFutureMinimumPaymentsDue,,,11616000.000,10588000.000,9560000.000,8532000.000,,,,13804000.000,,,,7470000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,4112000.000,4112000.000,4112000.000,4112000.000,,,,6334000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,575000.000,,,,575000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,4420000.000,4420000.000,4420000.000,4420000.000,,,,6895000.000,,,,6895000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,797000.000,665000.000,545000.000,437000.000,,,,723000.000,,,,268000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,10819000.000,9923000.000,9015000.000,8095000.000,,,,13081000.000,,,,7202000.000,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,3084000.000,2056000.000,1028000.000,,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,975000.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,33383000.000,66815000.000,51784000.000,23947000.000,22403000.000,32379000.000,31664000.000,35533000.000,34162000.000,33030000.000,79277000.000,75592000.000,63148000.000,53596000.000,68970000.000
CommonStockCapitalSharesReservedForFutureIssuance,,17262850.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,105187363.000,124788853.000,127083332.000,127402909.000,127575465.000,130959113.000,131145330.000,131305352.000,131506256.000,132024558.000,132579860.000,133488404.000,133786885.000,134793857.000,135789327.000
CommonStockSharesOutstanding,98393401.000,124766544.000,127052406.000,127365030.000,127531934.000,130914333.000,131099799.000,131302387.000,131504177.000,131938485.000,132493787.000,133488404.000,133786885.000,134793857.000,135789327.000
CommonStockValue,11000.000,13000.000,13000.000,14000.000,13000.000,14000.000,14000.000,14000.000,14000.000,14000.000,14000.000,14000.000,14000.000,14000.000,14000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,2056175000.000,2047250000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,25853000.000,
DeferredFinanceCostsNet,,400000.000,,,,,,,,,45669000.000,44687000.000,44681000.000,43342000.000,42012000.000
DeferredFinanceCostsNoncurrentNet,2572000.000,430000.000,423000.000,404000.000,386000.000,400000.000,380000.000,359000.000,339000.000,990000.000,6137000.000,5748000.000,5345000.000,4932000.000,4518000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,45521000.000,,,,169221000.000,
DeferredRevenueCurrent,183468000.000,194196000.000,222946000.000,239546000.000,250608000.000,259567000.000,271584000.000,279617000.000,282877000.000,285945000.000,349951000.000,355318000.000,356747000.000,355190000.000,369240000.000
DeferredRevenueNoncurrent,49814000.000,55298000.000,63600000.000,65629000.000,66116000.000,65850000.000,68501000.000,72022000.000,75027000.000,79682000.000,87464000.000,89589000.000,91855000.000,89200000.000,91239000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,400000.000,,,,,,,,,
DeferredTaxAssetsDeferredIncome,,11622000.000,,,,18385000.000,,,,21327000.000,,,,26291000.000,
DeferredTaxAssetsGross,,110196000.000,,,,100220000.000,,,,92440000.000,,,,165369000.000,
DeferredTaxAssetsLiabilitiesNet,,-13190000.000,,,,-21622000.000,,,,,,,,,
