,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,7977793.000,,,,10313395.000,,,,,,15631531.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-351440.000,-401255.000,-363028.000,-341645.000,-298911.000,-217853.000,-200022.000,-174074.000,-480176.000,-406378.000,-419496.000,-313777.000,-159186.000,-135075.000,-65407.000,-37848.000,-156594.000,-54070.000
AdditionalPaidInCapital,22373547.000,22455161.000,22475738.000,22616394.000,22727732.000,16868361.000,12717727.000,6300417.000,6520555.000,6754992.000,7068715.000,7356651.000,7675072.000,7965600.000,8845632.000,16858546.000,17241281.000,17457044.000
AdvancesFromFederalHomeLoanBanks,,,,,31325448.000,105027228.000,194298523.000,1250469.000,1225475.000,1200480.000,1175485.000,1150488.000,1125492.000,1100495.000,46025500.000,10000000.000,16000000.000,0.000
Assets,831678941.000,838884072.000,908476928.000,937821117.000,995233997.000,1110412855.000,1215578153.000,1054975445.000,1021398685.000,1011923715.000,1016700660.000,1022718981.000,1023898592.000,1019242333.000,1170674638.000,1121589515.000,1161448155.000,1212507368.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,10659274.000,10071532.000,14424875.000,16324834.000,16727771.000,17083387.000,49027367.000,23313994.000,23729769.000,25136359.000,17242013.000,14863447.000,30272324.000,26770383.000
AvailableForSaleSecurities,49301398.000,8778446.000,9186697.000,8841098.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,147093.000,159254.000,114145.000,138907.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,50690.000,25144.000,173339.000,40020.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,42616.000,21255.000,,6349.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,50690.000,25144.000,,40020.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,5984335.000,,,,46066621.000,,12702854.000,17959624.000,5278487.000,4927467.000,20425790.000,15839796.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,8074.000,3889.000,,33671.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,5984335.000,,,,45093426.000,,4393506.000,10025204.000,804056.000,932496.000,16944838.000,12846145.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,0.000,,,,973195.000,,8309348.000,7934420.000,4474431.000,3994971.000,3480952.000,2993651.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,1649673.000,150653.000,1150616.000,1927467.000,1926495.000,1925517.000,2598478.000,6447134.000,4479519.000,2316839.000,1312337.000,794582.000,793860.000,793137.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,1624018.000,152033.000,1148641.000,1937646.000,1868814.000,1866642.000,2537984.000,6410700.000,4488174.000,2342414.000,1336723.000,834002.000,833474.000,831160.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,4652388.000,5105479.000,8099652.000,9599595.000,11100616.000,12100606.000,13604377.000,14104111.000,16573261.000,20495974.000,14287546.000,12519898.000,27491647.000,23938786.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,4690005.000,5144100.000,8111541.000,9609390.000,10947603.000,12001633.000,13428753.000,13968994.000,16532561.000,20426593.000,14314006.000,12565397.000,27343236.000,23942736.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,3342276.000,3260757.000,3119008.000,2746993.000,2653311.000,2556198.000,2324702.000,2262766.000,2176999.000,1823550.000,1642130.000,1548967.000,1486817.000,1438460.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,3471833.000,3457066.000,3294645.000,2881133.000,2704177.000,2601693.000,2355008.000,2316833.000,2251616.000,1867842.000,1687687.000,1598158.000,1537661.000,1494412.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,1014937.000,1554643.000,2055599.000,2050779.000,1047349.000,501066.000,30499810.000,499983.000,499990.000,499996.000,0.000,0.000,500000.000,600000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,1034405.000,1574683.000,2078906.000,2065128.000,1052637.000,503045.000,30500015.000,500405.000,500175.000,500085.000,0.000,0.000,498759.000,600962.000
AvailableForSaleSecuritiesDebtSecurities,,,,,10820261.000,10327882.000,14633733.000,16493297.000,16573231.000,16973013.000,48821760.000,23196932.000,23772526.000,25136934.000,17338416.000,14997557.000,30213130.000,26869270.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,33490.000,510.000,15318.000,15998.000,230990.000,180435.000,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,0.000,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,-15318.000,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,-15318.000,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,194477.000,256860.000,224176.000,184461.000,76450.000,70061.000,,,,,,,,
BankOwnedLifeInsurance,7472313.000,6886254.000,6946166.000,7007498.000,7069397.000,7132558.000,7173059.000,7231141.000,7290371.000,7350771.000,7409436.000,7467209.000,7526115.000,9587512.000,10464611.000,10527519.000,10634814.000,10795735.000
CashAndDueFromBanks,17889781.000,16624875.000,20090991.000,19976387.000,20511501.000,26035313.000,39887983.000,17413660.000,19050258.000,21016461.000,18971268.000,18510536.000,19660698.000,21083542.000,15318732.000,11861890.000,13945507.000,13184880.000
CashCashEquivalentsAndFederalFundsSold,32552907.000,29398591.000,31745584.000,38695737.000,26699755.000,34867722.000,57774578.000,53449835.000,91216669.000,128975368.000,104911322.000,139775683.000,86587868.000,83227826.000,101920540.000,101708100.000,73879510.000,86797604.000
CommonStockParOrStatedValuePerShare,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,5951839.000,5950639.000,5999989.000,5981489.000,6029475.000,7251869.000,8557939.000,10398073.000,10408544.000,10480023.000,10502323.000,10619444.000,10628588.000,10646873.000,10777965.000,11884060.000,11880909.000,11877309.000
CommonStockSharesOutstanding,5951839.000,5950639.000,5999989.000,5981489.000,6029475.000,7251869.000,8557939.000,10398073.000,10408544.000,10480023.000,10502323.000,10619444.000,10628588.000,10646873.000,10777965.000,11884060.000,11880909.000,11877309.000
CommonStockValue,29741695.000,29730695.000,29582195.000,29469695.000,29709625.000,35734045.000,41632395.000,50820565.000,50872920.000,51230315.000,51431815.000,51583670.000,51623790.000,51734815.000,52182575.000,57515925.000,57199345.000,57199345.000
DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,,,,,,,0.000,,,,0.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,5064989.000,,,,4338770.000,,,,,,4550875.000,
DeferredTaxAssetsNet,,,,,,,6380787.000,,,,6112970.000,,,,,,6586540.000,
DeferredTaxAssetsOther,,,,,,,588690.000,,,,744806.000,,,,,,1040870.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,483580.000,,,,651386.000,,,,,,1035137.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,3967692.000,,,,3320139.000,,,,,,3223241.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,103042.000,,,,225883.000,,,,,,84301.000,
DeferredTaxLiabilities,,,,,,,1315798.000,,,,1774200.000,,,,,,2035665.000,
DeferredTaxLiabilitiesOther,,,,,,,108739.000,,,,129781.000,,,,,,827124.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,1207059.000,,,,1644419.000,,,,,,1208541.000,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,,,0.045,,,,,,,,,
Deposits,730165323.000,717551923.000,740092097.000,811681771.000,853412924.000,887706822.000,901781872.000,931485210.000,898685975.000,886127319.000,893118490.000,894169759.000,891293114.000,884773440.000,979023157.000,962178566.000,999093598.000,1063411226.000
DepositsMoneyMarketDeposits,307465726.000,281250186.000,269749851.000,297285326.000,307392254.000,313984932.000,335898654.000,332305153.000,341041592.000,364487695.000,374461494.000,367590005.000,377096023.000,365041058.000,379716129.000,365614544.000,364893441.000,363938741.000
DepositsSavingsDeposits,20847458.000,20579046.000,17915622.000,17261604.000,19632789.000,21531035.000,22127493.000,23578965.000,22172448.000,22664549.000,22137321.000,24327009.000,24538724.000,25211498.000,19431123.000,19263160.000,19516673.000,18409890.000
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,,,2105204.000,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,,,368577.000,
FederalFundsPurchased,,,,4350000.000,,,,,,,,,,,,,,
FederalFundsSold,13034349.000,12199026.000,1466560.000,1643905.000,6141545.000,8191562.000,15743699.000,21937492.000,56971809.000,83454445.000,53984962.000,84231914.000,29760855.000,3937615.000,2377184.000,14188030.000,1296438.000,13918719.000
FederalHomeLoanBankAdvancesLongTerm,9026031.000,24400420.000,70927481.000,19766990.000,,,,,,,,,,,,,,
