,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,11798000.000,26572000.000,11706000.000,14160000.000,11966000.000,78211000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3904000.000,-5175000.000,-5053000.000,736000.000,1429000.000,2497000.000
AdditionalPaidInCapital,1314281000.000,1535760000.000,1548009000.000,1338594000.000,1338382000.000,1338453000.000
Assets,1921474000.000,2133164000.000,2130575000.000,2084425000.000,2056066000.000,2059501000.000
AvailableForSaleSecurities,,17191000.000,17275000.000,18544000.000,,
AvailableForSaleSecuritiesEquitySecurities,,,,,17625000.000,17625000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,19207000.000,20247000.000
CashAndCashEquivalentsAtCarryingValue,276984000.000,291504000.000,33329000.000,8140000.000,12383000.000,5819000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000
CommonStockSharesIssued,149753261.000,176548719.000,177963413.000,179425465.000,158576630.000,158576630.000
CommonStockSharesOutstanding,149753261.000,176548719.000,177963413.000,179425465.000,158576630.000,158576630.000
CommonStockValue,1498000.000,1765000.000,1780000.000,1794000.000,1586000.000,1586000.000
DebtInstrumentUnamortizedDiscountPremiumNet,-753000.000,-716000.000,-679000.000,-643000.000,-815000.000,-756000.000
DeferredCostsCurrentAndNoncurrent,,,13883000.000,13312000.000,13183000.000,14471000.000
DeferredCreditsAndOtherLiabilities,4216000.000,4454000.000,6619000.000,6485000.000,6849000.000,4049000.000
DeferredFinanceCostsNet,13039000.000,13549000.000,,,,
DerivativeLiabilities,5117000.000,9065000.000,8602000.000,8125000.000,162000.000,135000.000
DividendsPayableCurrentAndNoncurrent,7626000.000,10206000.000,10637000.000,0.000,0.000,0.000
DueFromAffiliates,,6806000.000,,,,
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,199641000.000,227397000.000,271751000.000,273164000.000,273504000.000,276819000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,11575000.000,11385000.000,11201000.000,11014000.000,0.000,0.000
Liabilities,680356000.000,708307000.000,730371000.000,939623000.000,940471000.000,1039524000.000
LiabilitiesAndStockholdersEquity,1921474000.000,2133164000.000,2130575000.000,2084425000.000,2056066000.000,2059501000.000
LineOfCredit,,,10000000.000,0.000,201138000.000,202307000.000
MinorityInterest,22177000.000,21950000.000,21733000.000,21369000.000,15357000.000,11042000.000
NotesPayable,,,,,200000000.000,235000000.000
NumberOfRealEstateProperties,,,,,16.000,14.000
OffMarketLeaseUnfavorable,8302000.000,8226000.000,8150000.000,8074000.000,7998000.000,7922000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,2274324000.000,2235192000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,173331000.000,175909000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,173313000.000,175888000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,172312000.000,174861000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,169973000.000,172448000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,1500927000.000,1493192000.000
OtherAssets,19112000.000,,,,,
OtherReceivables,27233000.000,,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,,24578000.000,27564000.000,21464000.000,23020000.000,26528000.000
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,1155088000.000,1319801000.000,1528962000.000,1535192000.000,1537166000.000,1558105000.000
RealEstateAndAccumulatedDepreciationInitialCostOfLand,274658000.000,295917000.000,325458000.000,328386000.000,328448000.000,334470000.000
RealEstateInvestmentPropertyAccumulatedDepreciation,57864000.000,77672000.000,101576000.000,127571000.000,153576000.000,179730000.000
RealEstateInvestmentPropertyAtCost,1629387000.000,1843115000.000,2126171000.000,2136742000.000,2139118000.000,2169394000.000
RealEstateInvestmentPropertyNet,1571523000.000,1765443000.000,2024595000.000,2009171000.000,1985542000.000,1989664000.000
RealEstateInvestments,,,,,2141310000.000,2171586000.000
RestrictedCashAndCashEquivalents,2008000.000,2708000.000,2728000.000,2780000.000,2731000.000,2772000.000
RetainedEarningsAccumulatedDeficit,-92934000.000,-129443000.000,-166265000.000,-217691000.000,-241159000.000,-333601000.000
SecuredDebt,642544000.000,649068000.000,673978000.000,673164000.000,511543000.000,511144000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,27000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,10.000,10.000
StockholdersEquity,1218941000.000,1402907000.000,1378471000.000,1123433000.000,1100238000.000,1008935000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1241118000.000,1424857000.000,1400204000.000,1144802000.000,1115595000.000,1019977000.000
