,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableTradeCurrent,12083000.000,12423000.000,12770000.000,14801000.000,13290000.000
AccountsReceivableNetCurrent,12120000.000,12822000.000,14076000.000,18600000.000,18366000.000
AccruedIncomeTaxesCurrent,,,121000.000,344000.000,
AccruedLiabilitiesCurrent,183000.000,74000.000,14000.000,0.000,135000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2516000.000,2556000.000,,2596000.000,2629000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-126000.000,-227000.000,-183000.000,-125000.000,-140000.000
AdditionalPaidInCapitalCommonStock,13638000.000,13640000.000,13642000.000,13647000.000,13718000.000
Assets,40690000.000,40500000.000,41496000.000,46970000.000,46799000.000
AssetsCurrent,38003000.000,37853000.000,38887000.000,44322000.000,44192000.000
BillingsInExcessOfCost,1352000.000,1491000.000,2072000.000,3354000.000,4305000.000
CashAndCashEquivalentsAtCarryingValue,16037000.000,15675000.000,14211000.000,14407000.000,14195000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,6419325.000,6419325.000,6419325.000,6419325.000,6439325.000
CommonStockSharesOutstanding,6366625.000,6366625.000,6366625.000,6366625.000,6386625.000
CommonStockValue,64000.000,64000.000,64000.000,64000.000,64000.000
ContractReceivableRetainage,3291000.000,4067000.000,3982000.000,4852000.000,6330000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,3196000.000,2159000.000,2958000.000,2519000.000,1159000.000
DeferredTaxAssetsNetCurrent,104000.000,187000.000,150000.000,103000.000,115000.000
DeferredTaxAssetsNetNoncurrent,115000.000,116000.000,118000.000,143000.000,133000.000
DueFromJointVenturesCurrent,709000.000,682000.000,645000.000,600000.000,615000.000
EmployeeRelatedLiabilitiesCurrent,722000.000,617000.000,544000.000,904000.000,1262000.000
Liabilities,17835000.000,18469000.000,18835000.000,23562000.000,23993000.000
LiabilitiesAndStockholdersEquity,40690000.000,40500000.000,41496000.000,46970000.000,46799000.000
LiabilitiesCurrent,16870000.000,17519000.000,17899000.000,22641000.000,23086000.000
MarketableSecuritiesCurrent,2201000.000,2029000.000,2854000.000,2964000.000,2946000.000
OtherAssetsNoncurrent,34000.000,33000.000,32000.000,31000.000,29000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,
PrepaidTaxes,81000.000,101000.000,0.000,,
PropertyPlantAndEquipmentNet,2538000.000,2498000.000,2459000.000,2474000.000,2445000.000
RetainedEarningsAccumulatedDeficit,9419000.000,8694000.000,9278000.000,9962000.000,9304000.000
SecuredDebtCurrent,58000.000,58000.000,58000.000,58000.000,58000.000
SecuredLongTermDebt,965000.000,950000.000,936000.000,921000.000,907000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,34001.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,4.740
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,134001.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,4.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,35000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,65000.000
StockholdersEquity,22855000.000,22031000.000,22661000.000,23408000.000,22806000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,22855000.000,22031000.000,22661000.000,23408000.000,22806000.000
TreasuryStockShares,52700.000,52700.000,52700.000,52700.000,52700.000
TreasuryStockValue,140000.000,140000.000,140000.000,140000.000,140000.000
