,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,898.000,1680.000,2879.000,4679.000,9329.000,498733.000,360777.000,114000.000,118363.000,126196.000
AccountsPayableRelatedPartiesCurrent,,,,,,198372.000,206976.000,82790.000,82790.000,82790.000
AccountsReceivableNet,,,,,,348088.000,307691.000,37726.000,54415.000,44762.000
AccountsReceivableNetCurrent,,,,5963.000,11926.000,,,,,
AdditionalPaidInCapital,1000.000,1000.000,1000.000,44085.000,48252.000,44085.000,44085.000,44085.000,44085.000,44085.000
Assets,,,0.000,52277.000,58723.000,819580.000,733735.000,318498.000,316320.000,324856.000
AssetsCurrent,,,,,,819580.000,733735.000,318498.000,,
Cash,,,0.000,46314.000,46797.000,470492.000,426044.000,280772.000,261905.000,280094.000
CashAndCashEquivalentsAtCarryingValue,,,,46314.000,46797.000,470492.000,426044.000,280772.000,261905.000,280094.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,10000000.000,10000000.000,12000000.000,12000000.000,,,,,
CommonStockSharesOutstanding,10000000.000,10000000.000,10000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000
CommonStockValue,1000.000,1000.000,1000.000,1200.000,1200.000,,,,,
CommonStockValueOutstanding,,,,,,1200.000,1200.000,1200.000,1200.000,1200.000
ConvertibleNotesPayable,,,,,,50000.000,,,,
DebtInstrumentInterestRateStatedPercentage,,0.000,,,,,,,,
DeferredRevenue,,,,,,0.000,0.000,0.000,1722.000,972.000
DueFromRelatedPartiesCurrent,,1148.000,2398.000,53331.000,53331.000,,,,,
DueToRelatedPartiesCurrent,,,,,,53331.000,53331.000,53331.000,53331.000,53331.000
Liabilities,,,,,,769136.000,651518.000,259097.000,258430.000,265731.000
LiabilitiesAndStockholdersEquity,,,0.000,52277.000,,819580.000,733735.000,318498.000,316320.000,324856.000
LiabilitiesCurrent,898.000,2828.000,5277.000,58010.000,62660.000,769136.000,651518.000,259097.000,,
NotesAndLoansPayable,,,,,,3331.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,0.000,,,,,
PreferredStockValueOutstanding,,,,,,0.000,0.000,0.000,0.000,
PrepaidExpenseCurrent,,,,,,1000.000,0.000,0.000,0.000,
RetainedEarningsAccumulatedDeficit,-2898.000,-4828.000,-7277.000,-51018.000,-53389.000,5159.000,36932.000,14116.000,12605.000,13840.000
StockholdersEquity,-898.000,-2828.000,-5277.000,-5733.000,-3937.000,50444.000,82217.000,59401.000,57890.000,59125.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,50444.000,82217.000,59401.000,57890.000,59125.000
TaxesPayableCurrent,,,,,,18700.000,30434.000,8976.000,2224.000,2442.000
