,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-940000.000,,,,-1171000.000,,,,-766000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,207000.000,,,229000.000
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,230000.000,420000.000,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,2422000.000,1974000.000,,,1368000.000,,,1247000.000
AmortizationOfIntangibleAssets,185000.000,168000.000,145000.000,126000.000,109000.000,103000.000,102000.000,103000.000,86000.000,78000.000,79000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,67000000.000,40000.000,,48000.000,55000.000,62000.000,-103000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,255182.000,254497.000,,219880.000,218040.000,216814.000,,125041.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,1700000.000,683000.000,387000.000,475000.000,387000.000,-537000.000,-99000.000,,,,477000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,436000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,1507000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,1071000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,50000.000,2000.000,0.000,282000.000,1000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,67000.000,,,,1000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,17000.000,,,,0.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,2638000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,1507000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,738000.000,,251000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,36499000.000,,,,11166000.000,,,,20098000.000
CommonStockDividendsPerShareCashPaid,0.010,0.010,0.060,0.010,0.010,,0.060,0.060,0.060,,0.060
ComprehensiveIncomeNetOfTax,2328000.000,2313000.000,2804000.000,2879000.000,3102000.000,2461000.000,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,2764000.000,230000.000,3258000.000,2621000.000,2827000.000
Depreciation,,,486000.000,,,,451000.000,,,,426000.000
