,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25
AccountsPayableCurrent,8684000.000,5454000.000,8643000.000,9306000.000,13204000.000,12257000.000,17827000.000,9571000.000,13334000.000,11395000.000,12483000.000,20129000.000,23005000.000,25492000.000
AccountsReceivableNet,61551000.000,65322000.000,73303000.000,80151000.000,117087000.000,136787000.000,130905000.000,136249000.000,118560000.000,125566000.000,125485000.000,138115000.000,126811000.000,125631000.000
AccruedBonusesCurrentAndNoncurrent,,,,5616000.000,,,,10768000.000,,,,11806000.000,,
AccruedIncomeTaxes,,,,3029000.000,,,,5503000.000,,,,3504000.000,,
AccruedInsuranceCurrentAndNoncurrent,,,,5313000.000,,,,9596000.000,,,,9579000.000,,
AccruedLiabilitiesCurrent,44539000.000,40853000.000,49578000.000,47061000.000,69565000.000,80589000.000,91430000.000,99495000.000,73512000.000,74759000.000,84752000.000,83365000.000,70640000.000,70483000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,3957000.000,,,,2743000.000,,,,2476000.000,,
AccruedSalariesCurrentAndNoncurrent,,,,7317000.000,,,,13068000.000,,,,14228000.000,,
AccruedVacationCurrentAndNoncurrent,,,,901000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,13755000.000,22241000.000,31322000.000,40172000.000,51998000.000,65139000.000,78980000.000,85038000.000,96108000.000,107745000.000,119095000.000,130839000.000,140034000.000,149026000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,0.000,0.000,0.000,0.000,,,,0.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,458000.000,458000.000,458000.000,-4469000.000,-4446000.000,-4423000.000,-4399000.000,-3158000.000,-3134000.000,-3117000.000,-3097000.000,-3977000.000,-3949000.000,-3921000.000
AdditionalPaidInCapitalCommonStock,387401000.000,387419000.000,494109000.000,484220000.000,621246000.000,606876000.000,605917000.000,605033000.000,605877000.000,606495000.000,607104000.000,742543000.000,735255000.000,719957000.000
AllowanceForDoubtfulAccountsReceivableCurrent,695000.000,889000.000,1557000.000,3462000.000,4248000.000,4304000.000,5228000.000,4479000.000,4593000.000,4810000.000,4785000.000,5478000.000,6016000.000,5652000.000
Assets,670660000.000,670543000.000,830045000.000,825095000.000,1149985000.000,1185425000.000,1181276000.000,1200263000.000,1193190000.000,1188825000.000,1189028000.000,1336030000.000,1291911000.000,1253320000.000
AssetsCurrent,119284000.000,133640000.000,245503000.000,244181000.000,197313000.000,206328000.000,216136000.000,331910000.000,256338000.000,244081000.000,235501000.000,370348000.000,326389000.000,344275000.000
AssetsFairValueDisclosureRecurring,,,,21304000.000,,,,20560000.000,,,,57266000.000,,
BuildingsAndImprovementsGross,,,,129185000.000,,,,169688000.000,,,,189714000.000,,
CashAndCashEquivalentsAtCarryingValue,21947000.000,31347000.000,135063000.000,123709000.000,26929000.000,12674000.000,30330000.000,146638000.000,79390000.000,60689000.000,54520000.000,172246000.000,135886000.000,154327000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,30015870.000,30015870.000,37466495.000,37466495.000,44672399.000,44676322.000,44710497.000,44710497.000,44900139.000,44911003.000,44913021.000,53543226.000,53725261.000,53350746.000
