,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1411011.000,,
AmortizationOfIntangibleAssets,1798416.000,1808618.000,1727165.000,1729447.000,1724624.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6149904.000,,
CommunicationsAndInformationTechnology,223293.000,608175.000,1020312.000,1417983.000,1384270.000
ComprehensiveIncomeNetOfTax,,,,,-8016632.000
CostOfRevenue,1149252.000,398121.000,600130.000,602333.000,729620.000
DeferredIncomeTaxExpenseBenefit,,,0.000,,
DepreciationDepletionAndAmortization,1824903.000,,1778372.000,,
EarningsPerShareBasicAndDiluted,-1.040,-0.520,-0.330,-0.150,-0.130
EffectOfExchangeRateOnCash,,,-30691.000,,
EffectiveIncomeTaxRateContinuingOperations,,,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,
FinancialServicesCosts,500945.000,0.000,0.000,0.000,0.000
FinancialServicesRevenue,726795.000,0.000,0.000,0.000,0.000
GoodwillAcquiredDuringPeriod,,,0.000,,
GoodwillAndIntangibleAssetImpairment,0.000,0.000,,,
GoodwillImpairmentLoss,,,0.000,,
GrossProfit,244702.000,334267.000,682202.000,939204.000,755387.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-21779420.000,-10939261.000,-8164609.000,-6282450.000,-8068015.000
IncomeTaxExpenseBenefit,-112231.000,1309903.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-690395.000,,
IncreaseDecreaseInDeferredCharges,,,0.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,598.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,0.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,-4350.000,,
IncreaseDecreaseInOtherReceivables,,,293576.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-73691.000,,
IncreaseDecreaseInSecurityDeposits,,,-45493.000,,
InterestPaid,,,48.000,,
LaborAndRelatedExpense,6851735.000,6065772.000,3649239.000,2276785.000,3427804.000
LeaseAndRentalExpense,316627.000,,429046.000,437171.000,430049.000
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,0.005,,
LossContingencyDamagesSoughtValue,,,3000000.000,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,-292562.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-292562.000,,
NetCashProvidedByUsedInOperatingActivities,,,-5826651.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5826651.000,,
NetIncomeLoss,-21667189.000,-12249164.000,-8164609.000,-6282450.000,-8068015.000
NetIncomeLossAvailableToCommonStockholdersBasic,-21667189.000,-12249164.000,-8164609.000,-6282450.000,-8068015.000
NonoperatingIncomeExpense,-9898.000,-478650.000,4301.000,-4060.000,-144520.000
OperatingExpenses,22014224.000,10794878.000,8851112.000,7217594.000,8678882.000
OperatingIncomeLoss,-21769522.000,-10460611.000,-8168910.000,-6278390.000,-7923495.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2359.000,-88312.000,-38360.000,111149.000,51383.000
OtherComprehensiveIncomeLossNetOfTax,-21664830.000,-12337476.000,-8202969.000,-6171301.000,
OtherCostAndExpenseOperating,741776.000,497240.000,759854.000,580420.000,574404.000
