,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,,,1609000.000,1779000.000,1449000.000,,1100000.000,920000.000,731000.000,476000.000,371000.000,295000.000,283000.000,235000.000,266000.000,235000.000,253000.000,187000.000,215000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,146000.000,405000.000,208000.000,133000.000,10000.000,53000.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,1100000.000,800000.000
AdditionalPaidInCapital,,,76787000.000,76833000.000,77042000.000,,106064000.000,106308000.000,106421000.000,106628000.000,107012000.000,107407000.000,107589000.000,107757000.000,107921000.000,108066000.000,108241000.000,108415000.000,108555000.000
Assets,,,310498000.000,297316000.000,273965000.000,,274230000.000,250449000.000,168807000.000,156139000.000,732630000.000,717637000.000,710224000.000,685060000.000,674117000.000,668347000.000,661975000.000,736190000.000,747631000.000
AssetsHeldInTrust,,,,,,,,,,,,,37493000.000,36258000.000,33661000.000,32583000.000,31824000.000,31382000.000,30363000.000
AvailableForSaleSecurities,,,,290388000.000,270856000.000,263664000.000,258499000.000,155004000.000,153533000.000,149492000.000,131291000.000,128315000.000,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,306621000.000,,,,,,,,,,,,,,,,
BankruptcyClaimsAmountPaidToSettleClaims,,,,6500000000.000,6500000000.000,6500000000.000,6500000000.000,6500000000.000,6500000000.000,6500000000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,9534000.000,8696000.000,8347000.000,,4463000.000,1824000.000,6345000.000,78009000.000,2765000.000,19351000.000,15350000.000,9924000.000,1185000.000,3516000.000,3029000.000,2491000.000,21728000.000
CashCollateralForBorrowedSecurities,,,,,,100000.000,100000.000,79900000.000,40000.000,2400000.000,3100000.000,400000.000,,,,900000.000,400000.000,400000.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,61400000.000,61400000.000,61400000.000,61400000.000,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000,61400000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000
