,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentOfWarrantsGrantedForServices,,4821.000,7375.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,58900.000,0.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,4092.000,-4092.000,-4092.000,4092.000,-4092.000,-4092.000,,,0.000,0.000,0.000,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,42653.000,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-30129.000,,,-30550.000,,,,84261.000,,,105485.000,,,,-69004.000,,
CostOfRevenue,1074805.000,850019.000,750249.000,687847.000,938913.000,754967.000,662506.000,634609.000,504264.000,322860.000,397529.000,352640.000,291745.000,308925.000,290745.000,221108.000,171627.000,78041.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,81244.000,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,,,40622.000,,,,,,
DebtInstrumentConvertibleEffectiveInterestRate,,,,,,,,,0.080,,,0.080,,,,,,
DebtInstrumentPeriodicPayment,,,,,,8500.000,6600.000,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.220,-0.060,-0.070,-0.090,-0.090,-0.060,-0.040,-0.050,-0.060,-0.050,-0.070,-0.060,-0.060,-0.060,-0.080,-0.050,-0.080,-0.140
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.000,0.000,,,,,0.000,,,,0.000,0.000,0.000
GainLossOnDispositionOfAssets,,,,,,,,,-67679.000,-52655.000,31020.000,0.000,0.000,0.000,18008.000,,23051.000,2193.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,-4208.000,53878.000,60755.000,0.000,2846.000,51601.000,0.000,15478.000,0.000,,0.000,0.000,,,107870.000,28187.000
GainsLossesOnRestructuringOfDebt,0.000,,0.000,0.000,,,,,,,,,,,,,,
GainsLossesOnSalesOfAssets,,,,,,,-30000.000,,,,,,,,,,,
GrossProfit,119916.000,138816.000,153308.000,189424.000,-155709.000,183166.000,175383.000,185767.000,19324.000,-152769.000,-75498.000,-3721.000,33975.000,-28815.000,-58198.000,-23468.000,-120259.000,-26924.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,43000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1327931.000,-369121.000,-455277.000,-527093.000,-625880.000,-443711.000,-257961.000,-319425.000,-440084.000,-376534.000,-487057.000,-486689.000,-542540.000,-488258.000,-756776.000,-454519.000,-701500.000,-1336763.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInNotesReceivables,,,,,-236.000,,,,0.000,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,187.000,,,-139.000,,,,-52.000,,,43.000,,,,0.000,,
InterestExpense,19175.000,-20309.000,-21705.000,22903.000,-25389.000,-25851.000,-19620.000,-27525.000,-49668.000,-25538.000,-28022.000,-35517.000,-33349.000,-32290.000,-73760.000,87258.000,359183.000,208076.000
InterestPaid,,27843.000,,,27682.000,,,,30690.000,,,42496.000,,,,6594.000,,
InvestmentIncomeInterest,278.000,-195.000,-166.000,663.000,375.000,285.000,158.000,76.000,52.000,50.000,44.000,43.000,42.000,0.000,2.000,527.000,1212.000,1513.000
NetCashProvidedByUsedInFinancingActivities,,-107603.000,,,-11595.000,,,,-31968.000,,,318867.000,,,,122370.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-107603.000,,,-11595.000,,,,-31968.000,,,318867.000,,,,122370.000,,
NetCashProvidedByUsedInInvestingActivities,,81024.000,,,-5003.000,,,,77343.000,,,32292.000,,,,-55000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,81024.000,,,-5003.000,,,,77343.000,,,32292.000,,,,-55000.000,,
NetCashProvidedByUsedInOperatingActivities,,-3550.000,,,-13952.000,,,,38886.000,,,-245674.000,,,,-136374.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3550.000,,,-13952.000,,,,38886.000,,,-245674.000,,,,-136374.000,,
NetIncomeLoss,-1327931.000,-369121.000,-455277.000,-527093.000,-625880.000,-443711.000,-257961.000,-319425.000,-440084.000,-376534.000,-487057.000,-486689.000,-542540.000,-488258.000,-756776.000,-454519.000,-701500.000,-1336763.000
NoninterestExpenseDirectorsFees,,,,,,,,,,,,,,5000.000,,4000.000,,
NonoperatingIncomeExpense,293474.000,,,,,,,,-49616.000,-10010.000,-27978.000,-35474.000,-33307.000,-32290.000,-73758.000,-86731.000,-250101.000,-178376.000
OperatingCostsAndExpenses,,,,744063.000,,,,,,,,,,,,,,
OperatingExpenses,,,,,,,416728.000,,409972.000,213755.000,383581.000,447494.000,543208.000,427153.000,624820.000,344320.000,331140.000,1131463.000
OperatingIncomeLoss,-1621405.000,-349736.000,-441229.000,-554639.000,-657529.000,-414053.000,-241345.000,-343577.000,-390468.000,-366524.000,-459079.000,-451215.000,-509233.000,-455968.000,-683018.000,-367788.000,-451399.000,-1158387.000
OperatingLeasesRentExpenseNet,,,,,,,,,,,,,,,,,,27300.000
OtherNonoperatingIncomeExpense,,-19385.000,-14048.000,27546.000,31649.000,-29658.000,-16616.000,,,,,,,,,,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,,,,,,,,,,,,,43000.000,,
PaymentsToAcquireIntangibleAssets,,7500.000,,,0.000,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,2500.000,,,-4628.000,,,,0.000,,,13273.000,,,,0.000,,
PensionAndOtherPostretirementBenefitExpense,,,,,,,0.000,,,,,,,,,,,
