,2014-03-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,24909.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,265.000
AmortizationOfIntangibleAssets,,,,,,,,,,99635.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1173.000,,,,,,,,,68081.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,14162.000
CostOfGoodsSold,23.000,62.000,25.000,17.000,,,,55339.000,,46802.000
EarningsPerShareBasic,-0.000,,,,,0.000,0.000,-0.010,-0.050,-0.020
EarningsPerShareBasicAndDiluted,,0.000,-0.000,0.000,0.000,,,,,
EarningsPerShareDiluted,,,,,,,,-0.010,,
ExtinguishmentOfDebtAmount,,,,,,-32720.000,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,3.500
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,0.017
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,14162.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,,,,,,,112648.000
FeesAndCommissions,,,,-500.000,,,,,,
FeesAndCommissionsTransferAgent,,,,,,-15933.000,-592.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,32720.000,,,,
GeneralAndAdministrativeExpense,84.000,2025.000,2420.000,2609.000,1030.000,110.000,2410.000,341843.000,1173026.000,514788.000
GrossProfit,36.000,135.000,59.000,102.000,,,,17945.000,,20267.000
GuarantyFeeIncome,,,,,,,,,,4572.000
IncomeLossFromContinuingOperations,-15500.000,-15966.000,-10494.000,-7397.000,-1030.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,-332683.000,,-618967.000
IncreaseDecreaseInAccountsPayable,,,,,,21307.000,,,,-1767.000
IncreaseDecreaseInAccountsPayableRelatedParties,2547.000,,,,,-453.000,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,4624.000
