,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-25,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,64716000.000,,,,68948000.000,,,,70602000.000,,,,74496000.000,,,,78534000.000,,,,84075000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,54566000.000,,,,59669000.000,,,,14688000.000,,,,50162000.000,,,,51359000.000,,,,21492000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,7343000.000,,,,8360000.000,,,,4324000.000,,,,2673000.000,,,,3964000.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,25183000.000,37304000.000,48043000.000,47225000.000,44993000.000,51593000.000,54993000.000,51309000.000,,23777000.000,4549000.000,10364000.000,24381000.000,35186000.000,38895000.000,47489000.000,56250000.000,35751000.000,50559000.000,47395000.000,64841000.000,76843000.000,64348000.000,18445000.000,24441000.000,35477000.000
AdditionalPaidInCapitalCommonStock,275256000.000,275670000.000,275887000.000,276127000.000,276623000.000,276801000.000,277121000.000,277412000.000,,301963000.000,302320000.000,302991000.000,303875000.000,304308000.000,304866000.000,305429000.000,306362000.000,306763000.000,367444000.000,368925000.000,369972000.000,370601000.000,371170000.000,372245000.000,373023000.000,374391000.000
Assets,3828203000.000,3841015000.000,3935403000.000,4120531000.000,4227250000.000,4291804000.000,4310547000.000,4502012000.000,,4982605000.000,5075635000.000,5222208000.000,5281027000.000,5446356000.000,5575811000.000,5848202000.000,6025372000.000,6115236000.000,6467645000.000,6665070000.000,6525185000.000,6614990000.000,6686736000.000,6809931000.000,6930370000.000,6947392000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,,124967000.000,107200000.000,49824000.000,56649000.000,68215000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,,648000.000,2104000.000,16759000.000,14360000.000,8947000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,2598678000.000,2669891000.000,2655242000.000,2654885000.000,2657185000.000,2671037000.000,2623934000.000,2827772000.000,2975990000.000,2905245000.000
AvailableForSaleSecurities,1656109000.000,1639992000.000,1728557000.000,1841389000.000,1960760000.000,1961908000.000,1882617000.000,1819035000.000,,1974604000.000,1975303000.000,2057723000.000,2163017000.000,2173828000.000,2253762000.000,2415856000.000,2689330000.000,2729113000.000,2737353000.000,2733899000.000,2763039000.000,2795356000.000,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,92762000.000,68137000.000,84454000.000,84855000.000,106916000.000,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,2110000.000,8915000.000,2343000.000,5841000.000,1062000.000,,,,,
AvailableForSaleSecuritiesAmortizedCost,,1573909000.000,1645953000.000,1757442000.000,1880244000.000,1871237000.000,1786714000.000,1727237000.000,,1925163000.000,1955442000.000,2035126000.000,2118855000.000,2113044000.000,2187272000.000,2338683000.000,2598678000.000,2669891000.000,2655242000.000,2654885000.000,2657185000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,1146000.000,2083000.000,669000.000,627000.000,1100000.000,1047000.000,966000.000,2881000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,2343000.000,5841000.000,1062000.000,648000.000,2104000.000,16759000.000,14360000.000,8947000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,43964000.000,,,,,,,,,,,,,196501000.000,692827000.000,243626000.000,597852000.000,111224000.000,97301000.000,256383000.000,1059821000.000,1044614000.000,842603000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,,,1197000.000,3758000.000,393000.000,21000.000,1004000.000,15712000.000,13394000.000,6066000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,43964000.000,,,,,,,,,,,,,117203000.000,615230000.000,166313000.000,523075000.000,47509000.000,22044000.000,184616000.000,1012122000.000,999053000.000,724222000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,,,,79298000.000,77597000.000,77313000.000,74777000.000,63715000.000,75257000.000,71767000.000,47699000.000,45561000.000,118381000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,323650000.000,399787000.000,451213000.000,498508000.000,514328000.000,473421000.000,467185000.000,,568925000.000,536830000.000,555386000.000,569700000.000,564911000.000,502028000.000,550362000.000,657355000.000,750600000.000,739704000.000,733740000.000,727661000.000,762452000.000,740541000.000,836421000.000,793021000.000,740378000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,344175000.000,431411000.000,488855000.000,534479000.000,555823000.000,518185000.000,509127000.000,,587782000.000,539843000.000,559376000.000,582169000.000,586752000.000,527658000.000,580250000.000,689777000.000,767300000.000,767254000.000,771407000.000,774335000.000,824643000.000,788744000.000,845257000.000,805607000.000,765419000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,377211000.000,397698000.000,427520000.000,471376000.000,487090000.000,482396000.000,494482000.000,,519047000.000,533039000.000,546557000.000,600245000.000,601773000.000,663151000.000,694864000.000,725601000.000,707981000.000,751592000.000,749514000.000,700497000.000,669211000.000,675403000.000,664151000.000,671223000.000,671763000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,393703000.000,415437000.000,444170000.000,488327000.000,506296000.000,503839000.000,514761000.000,,536927000.000,547624000.000,564447000.000,623806000.000,630061000.000,695484000.000,726392000.000,760706000.000,737467000.000,786916000.000,783230000.000,737357000.000,705585000.000,710096000.000,684849000.000,697730000.000,700451000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,33188000.000,27198000.000,26944000.000,18971000.000,12185000.000,13577000.000,11080000.000,,36481000.000,57803000.000,37496000.000,11752000.000,9786000.000,7394000.000,6534000.000,8878000.000,17287000.000,3781000.000,3815000.000,2450000.000,9919000.000,2044000.000,3360000.000,2064000.000,1679000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,33983000.000,28840000.000,28981000.000,21287000.000,15001000.000,16570000.000,13958000.000,,37491000.000,55964000.000,36828000.000,12478000.000,10868000.000,8619000.000,7941000.000,9742000.000,17678000.000,4498000.000,4708000.000,2973000.000,10578000.000,2610000.000,3658000.000,2404000.000,2017000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,1573909000.000,1645953000.000,1757442000.000,1880244000.000,1871237000.000,1786714000.000,1727237000.000,,1925163000.000,1955442000.000,2035126000.000,2118855000.000,2113044000.000,2187272000.000,2338683000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,129079000.000,141376000.000,148485000.000,154378000.000,157548000.000,165054000.000,156237000.000,,109550000.000,82447000.000,77075000.000,68456000.000,67059000.000,76858000.000,81336000.000,126240000.000,133995000.000,134596000.000,138177000.000,168837000.000,180342000.000,195637000.000,206182000.000,195694000.000,177217000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,131636000.000,143935000.000,150832000.000,157044000.000,160428000.000,168093000.000,158605000.000,,111021000.000,83490000.000,77746000.000,69139000.000,67834000.000,77722000.000,82078000.000,127500000.000,135181000.000,135906000.000,139086000.000,170475000.000,182079000.000,197334000.000,207276000.000,197227000.000,178504000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,710781000.000,679894000.000,703280000.000,737011000.000,700086000.000,652266000.000,598253000.000,,691160000.000,745323000.000,818612000.000,868702000.000,869515000.000,937841000.000,1005587000.000,1080604000.000,1060028000.000,1025569000.000,1029639000.000,1057740000.000,1049113000.000,1010309000.000,1117658000.000,1313988000.000,1314208000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,736495000.000,708934000.000,728551000.000,759623000.000,724360000.000,675930000.000,622584000.000,,701383000.000,748382000.000,819326000.000,875425000.000,878313000.000,944279000.000,1019195000.000,1101605000.000,1071487000.000,1042779000.000,1035468000.000,1077899000.000,1072471000.000,1030246000.000,1119797000.000,1315311000.000,1318122000.000
