,2011-12-31,2012-12-29,2013-12-28,2014-12-27,2016-01-02,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,8716000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3739000.000,2420000.000,1636000.000,1468000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,6264000.000
AdvertisingExpense,,2800000.000,2900000.000,3500000.000,3200000.000,3700000.000
AmortizationOfFinancingCosts,5277000.000,8263000.000,10289000.000,9772000.000,10057000.000,9003000.000
AmortizationOfIntangibleAssets,10306000.000,10283000.000,9962000.000,11781000.000,7785000.000,5744000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,24131138.000,22900000.000,20300000.000,,
BusinessCombinationAcquisitionRelatedCosts,,1500000.000,8700000.000,5200000.000,1100000.000,0.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,11720000.000,0.000,17262000.000,0.000,0.000,
CapitalLeaseObligationsIncurred,,,,,,1280000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-31996000.000,-9643000.000,3219000.000,3264000.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,-1652000.000,0.000,0.000,-473000.000,-8000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-536000.000,39921000.000,45214000.000,2196000.000,-2282000.000,95866000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-3496000.000,-4733000.000,5878000.000,-1892000.000,15968000.000,-10512000.000
ComprehensiveIncomeNetOfTax,-48162000.000,-87208000.000,-41885000.000,-141760000.000,-38584000.000,70650000.000
CostOfGoodsSold,1546173000.000,1461214000.000,1485931000.000,1653513000.000,1450876000.000,1386746000.000
CurrentFederalTaxExpenseBenefit,,0.000,0.000,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,,295000.000,977000.000,589000.000,592000.000,1230000.000
CurrentIncomeTaxExpenseBenefit,,1169000.000,1865000.000,1669000.000,1650000.000,2978000.000
CurrentStateAndLocalTaxExpenseBenefit,,874000.000,888000.000,1080000.000,1058000.000,1748000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,7000000.000,9400000.000,9800000.000,10100000.000,9000000.000
DeferredFederalIncomeTaxExpenseBenefit,,44568000.000,2659000.000,-8771000.000,1109000.000,1165000.000
DeferredForeignIncomeTaxExpenseBenefit,,-748000.000,-1421000.000,-1414000.000,270000.000,-279000.000
DeferredIncomeTaxExpenseBenefit,11793000.000,58898000.000,11888000.000,1165000.000,2743000.000,1280000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,15078000.000,10650000.000,11350000.000,1364000.000,394000.000
DefinedBenefitPlanActuarialGainLoss,,-6424000.000,-7779000.000,-3220000.000,-8877000.000,-9956000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,6000.000,6000.000,0.000,0.000,0.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,16875000.000,18455000.000,20792000.000,20976000.000,19101000.000
DefinedBenefitPlanInterestCost,,14546000.000,13716000.000,14870000.000,14061000.000,14196000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,6021000.000,3034000.000,-2700000.000,1964000.000,5053000.000
DefinedBenefitPlanServiceCost,,1932000.000,0.000,2000.000,2000.000,2000.000
Depreciation,53648000.000,51644000.000,50534000.000,52207000.000,41904000.000,41456000.000
DepreciationDepletionAndAmortization,,61927000.000,60496000.000,63988000.000,49689000.000,47200000.000
