,2011-06-24,2011-12-30,2012-06-29
AllocatedShareBasedCompensationExpense,,,703000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,255000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,44000.000,,17000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2713000.000,,-1009000.000
ComprehensiveIncomeNetOfTax,-8293000.000,-8331000.000,-5931000.000
CostOfGoodsAndServicesSold,7465000.000,7276000.000,6674000.000
CostOfGoodsSold,5353000.000,5233000.000,5118000.000
CostOfServices,2112000.000,2043000.000,1556000.000
DeferredIncomeTaxExpenseBenefit,62000.000,,28000.000
DepreciationAmortizationAndAccretionNet,560000.000,,534000.000
EarningsPerShareBasicAndDiluted,-0.280,-0.270,-0.200
EffectOfExchangeRateOnCashAndCashEquivalents,79000.000,,74000.000
GainLossOnDispositionOfProperty,0.000,,
GeneralAndAdministrativeExpense,2498000.000,2305000.000,2972000.000
GrossProfit,3848000.000,3930000.000,4742000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-5967000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8348000.000,-8307000.000,
IncomeTaxExpenseBenefit,72000.000,57000.000,38000.000
IncreaseDecreaseInAccountsPayable,-862000.000,,756000.000
IncreaseDecreaseInAccountsReceivable,1333000.000,,571000.000
IncreaseDecreaseInAccruedLiabilities,-1315000.000,,-480000.000
IncreaseDecreaseInInventories,-257000.000,,-830000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,885000.000,,533000.000
IncreaseDecreaseInRestrictedCash,,,1000.000
IncreaseDecreaseInRestructuringReserve,,,121000.000
InterestExpense,553000.000,552000.000,551000.000
InterestPaid,1060000.000,,-1058000.000
InventoryWriteDown,,,628000.000
InvestmentIncomeInterest,106000.000,74000.000,42000.000
LossOnContractTermination,,,1250000.000
NetCashProvidedByUsedInFinancingActivities,-145000.000,,-55000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-145000.000,,-55000.000
NetCashProvidedByUsedInInvestingActivities,9910000.000,,3710000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,9910000.000,,3710000.000
NetCashProvidedByUsedInOperatingActivities,-7131000.000,,-4738000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7131000.000,,-4738000.000
NetIncomeLoss,-8420000.000,-8364000.000,-6005000.000
OperatingExpenses,11783000.000,11681000.000,10195000.000
OperatingIncomeLoss,-7935000.000,-7751000.000,-5453000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,83000.000,31000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,91000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,5000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,36000.000,-6000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,80000.000,-4000.000,-22000.000
OtherNonoperatingIncomeExpense,34000.000,-78000.000,-5000.000
OtherRestructuringCosts,,,98000.000
PaymentsForRepurchaseOfCommonStock,113000.000,,21000.000
PaymentsToAcquirePropertyPlantAndEquipment,204000.000,,134000.000
PaymentsToAcquireShortTermInvestments,5385000.000,,2774000.000
ProceedsFromIssuanceOfCommonStock,1000.000,,1000.000
ProceedsFromSaleOfShortTermInvestments,15499000.000,,6619000.000
RepaymentsOfLongTermCapitalLeaseObligations,33000.000,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,35000.000
ResearchAndDevelopmentExpense,4821000.000,4640000.000,3601000.000
RestructuringCharges,,0.000,121000.000
RestructuringCosts,,,0.000
RestructuringReserveSettledWithCash,,,790000.000
Revenues,11313000.000,11206000.000,11416000.000
SalesRevenueGoodsNet,7699000.000,7094000.000,7509000.000
SalesRevenueNet,11313000.000,11206000.000,11416000.000
SalesRevenueServicesNet,3614000.000,4112000.000,3907000.000
SellingAndMarketingExpense,4464000.000,4736000.000,3501000.000
ShareBasedCompensation,883000.000,,703000.000
StandardProductWarrantyAccrualPayments,,,25000.000
StandardProductWarrantyAccrualPreexistingIncreaseDecrease,,,-28000.000
StandardProductWarrantyAccrualWarrantiesIssued,,,-55000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,0.000
StockRepurchasedDuringPeriodShares,,,21232.000
StockRepurchasedDuringPeriodValue,,,21000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,30573000.000
