,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,59200000.000,71300000.000,88000000.000,103600000.000,129000000.000,110800000.000,70200000.000,65000000.000,101000000.000,71000000.000,60000000.000,64000000.000,75000000.000,71000000.000,68000000.000,62000000.000,57000000.000,56000000.000,61000000.000,63000000.000,63000000.000,78000000.000,71000000.000,92000000.000,95000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,71500000.000,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,533400000.000,544000000.000,491000000.000,513300000.000,551500000.000,558500000.000,537000000.000,539000000.000,568000000.000,711000000.000,676000000.000,612000000.000,672000000.000,706000000.000,680000000.000,629000000.000,731000000.000,736000000.000,698000000.000,661000000.000,809000000.000,757000000.000,735000000.000,878000000.000,909000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1561600000.000,1603100000.000,1646100000.000,1665100000.000,1727200000.000,1740600000.000,1805300000.000,1863000000.000,1925000000.000,1990000000.000,2034000000.000,2068000000.000,2138000000.000,2189000000.000,2250000000.000,2317000000.000,2384000000.000,2460000000.000,2534000000.000,2614000000.000,2699000000.000,2784000000.000,2877000000.000,2929000000.000,3008000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-2000000.000,-3300000.000,5700000.000,,,,-7000000.000,6000000.000,-2000000.000,1000000.000,0.000,2000000.000,4000000.000,1000000.000,0.000,4000000.000,1000000.000,1000000.000,-3000000.000,5000000.000,9000000.000,7000000.000,-3000000.000,-1000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-15700000.000,,,,-20000000.000,-18000000.000,-13000000.000,-12000000.000,10000000.000,-11000000.000,-12000000.000,-10000000.000,12000000.000,-13000000.000,-12000000.000,-13000000.000,-12000000.000,-14000000.000,-14000000.000,-13000000.000,-3000000.000,-3000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,-423000000.000,417000000.000,409000000.000,403000000.000,173000000.000,172000000.000,170000000.000,169000000.000,298000000.000,296000000.000,293000000.000,291000000.000,288000000.000,285000000.000,282000000.000,278000000.000,299000000.000,295000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-263700000.000,-260000000.000,-256000000.000,-390000000.000,-382400000.000,-380800000.000,-373600000.000,-436000000.000,-429000000.000,-424000000.000,-414000000.000,-183000000.000,-181000000.000,-178000000.000,-178000000.000,-310000000.000,-305000000.000,-304000000.000,-303000000.000,-303000000.000,-294000000.000,-287000000.000,-284000000.000,-305000000.000,-299000000.000
AdditionalPaidInCapitalCommonStock,828300000.000,838900000.000,843300000.000,840000000.000,677800000.000,674200000.000,660300000.000,660000000.000,657000000.000,629000000.000,625000000.000,538000000.000,524000000.000,551000000.000,399000000.000,296000000.000,211000000.000,56000000.000,70000000.000,73000000.000,86000000.000,91000000.000,103000000.000,110000000.000,126000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,800000.000,,,,0.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,
