,2011-01-31,2011-04-30,2017-04-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,625822.000
AccountsPayableTradeCurrent,2195460.000,2913238.000,1524527.000
AccountsReceivableNetCurrent,2288613.000,1756168.000,2662397.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-358236.000,-1285816.000,-1569550.000
AdditionalPaidInCapital,47434443.000,47433242.000,52715947.000
Assets,10618421.000,9244695.000,25158045.000
AssetsCurrent,6523656.000,5302338.000,15909268.000
CashAndCashEquivalentsAtCarryingValue,344593.000,1235606.000,5735414.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,74013102.000,74039867.000,9102192.000
CommonStockSharesOutstanding,74013102.000,74039867.000,9102192.000
CommonStockValue,74040.000,74040.000,9102.000
DebtInstrumentInterestRateStatedPercentage,,,0.045
DeferredRevenue,,,327870.000
DeferredRevenueCurrent,,,273998.000
DeferredRevenueNoncurrent,,,53872.000
Deposits,,,-55225.000
IntangibleAssetsNetExcludingGoodwill,3918522.000,3876914.000,3722875.000
InventoryFinishedGoods,,,199450.000
InventoryNet,1717700.000,1145438.000,2642655.000
InventoryRawMaterialsAndSupplies,,,1881044.000
InventoryWorkInProcess,,,267409.000
Liabilities,23222671.000,22772118.000,11478219.000
LiabilitiesAndStockholdersEquity,10618421.000,9244695.000,25158045.000
LiabilitiesCurrent,23062274.000,22605470.000,4587544.000
LiabilitiesNoncurrent,,,6890675.000
LoansPayableCurrent,14657905.000,15544439.000,
LongTermNotesAndLoans,160397.000,166648.000,6836803.000
LongTermNotesPayable,,,9000000.000
NotesAndLoansPayableCurrent,,,2163197.000
NotesPayableCurrent,,,-2163197.000
OtherAssets,,,3733346.000
OtherAssetsCurrent,254675.000,177120.000,425120.000
OtherAssetsNoncurrent,,,10471.000
OtherReceivables,,,369895.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,1000.000
PreferredStockSharesOutstanding,,,1000.000
PreferredStockValue,6.000,6.000,1.000
PrepaidExpenseCurrent,285305.000,436241.000,254630.000
PropertyPlantAndEquipmentNet,176243.000,65443.000,5515431.000
RestrictedCashAndCashEquivalentsAtCarryingValue,928909.000,,
RetainedEarningsAccumulatedDeficit,-59754503.000,-59748895.000,-37475674.000
ShortTermInvestments,13175.000,13175.000,
StockholdersEquity,-12604250.000,-13527423.000,13679826.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-12604250.000,-13527423.000,13679826.000
UnbilledReceivablesCurrent,690686.000,538590.000,4189052.000
