,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,0.000,0.000
ConcentrationRiskPercentage1,,,,1.000,1.000
CostOfGoodsAndServicesSold,15513000.000,15507000.000,12778000.000,12529000.000,11819000.000
DepreciationDepletionAndAmortization,122000.000,124000.000,110000.000,75000.000,44000.000
EarningsPerShareBasicAndDiluted,-0.270,-0.080,-0.080,-0.270,-0.130
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,233000.000,49000.000
GeneralAndAdministrativeExpense,5238000.000,4841000.000,4993000.000,5708000.000,4770000.000
GrossProfit,4526000.000,4759000.000,5362000.000,2128000.000,3253000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3048000.000,-2608000.000,-1475000.000,-4903000.000,-2422000.000
IncomeTaxExpenseBenefit,2257000.000,-1148000.000,3000.000,2000.000,-1000.000
IncreaseDecreaseInAccountsPayable,,,-1673000.000,,
IncreaseDecreaseInAccountsReceivable,,,-684000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-65000.000,,
IncreaseDecreaseInDeferredRevenue,,,-94000.000,,
IncreaseDecreaseInInventories,,,-3280000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,714000.000,,
IncreaseDecreaseInOtherReceivables,,,-169000.000,,
NetCashProvidedByUsedInContinuingOperations,,,399000.000,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,399000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,399000.000,,
NetIncomeLossAvailableToCommonStockholdersBasic,,-1460000.000,-1478000.000,-4905000.000,-2421000.000
OperatingExpenses,7574000.000,7367000.000,6837000.000,7031000.000,5675000.000
OperatingIncomeLoss,-3048000.000,-2608000.000,,,
OtherSalesRevenueNet,119000.000,109000.000,65000.000,45000.000,61000.000
ProfitLoss,-5305000.000,,,,
RevenueFromRelatedParties,981000.000,891000.000,882000.000,763000.000,1014000.000
Revenues,20039000.000,20266000.000,18140000.000,14657000.000,15072000.000
SalesRevenueNet,20039000.000,20266000.000,18140000.000,14657000.000,15072000.000
SellingAndMarketingExpense,2214000.000,2402000.000,1734000.000,1248000.000,861000.000
ShareBasedCompensation,,,180000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,19410357.000,19386539.000,18379040.000,18314027.000,18304926.000
WeightedAverageNumberOfSharesOutstandingBasic,19410357.000,19386539.000,18379040.000,18314027.000,18304926.000
