,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,522469.000,,
AccountsPayableCurrent,137443.000,212824.000,314696.000,601824.000,33744.000,84373.000,149286.000,13669.000,10112.000,10049.000,9965.000
AccountsReceivableNetCurrent,9809226.000,12890460.000,11946588.000,12634924.000,8991249.000,4673315.000,1746915.000,1504610.000,1910322.000,6774271.000,1312286.000
AccruedIncomeTaxesCurrent,9771.000,,,,,,,,,,
AccruedSalesCommissionCurrent,,,,,,,,,384632.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,915824.000,941228.000,969276.000,1006920.000,1035720.000,1063978.000,1077872.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2725337.000,3047391.000,3038258.000,3171311.000,3150176.000,3196765.000,3255138.000,3376837.000,3434265.000,3559970.000,3478345.000
AdditionalPaidInCapital,14134333.000,14134333.000,14102507.000,14102507.000,14102507.000,14102507.000,14102507.000,14102507.000,14102507.000,14102507.000,14102507.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2039909.000,3045041.000,6177249.000,7818798.000,11106292.000,11495642.000,11495642.000,5255663.000,6462504.000
Assets,32338164.000,28442258.000,22206598.000,20540018.000,16495942.000,12119512.000,7542354.000,6420901.000,6747902.000,11735690.000,10160117.000
AssetsCurrent,26992076.000,23128145.000,19619929.000,18029238.000,14172218.000,9881061.000,5383907.000,4323325.000,4731444.000,9802941.000,8815398.000
BuildingsAndImprovementsGross,,,,,568953.000,570568.000,573705.000,582374.000,585863.000,588901.000,584028.000
CashAndCashEquivalentsAtCarryingValue,8785163.000,5029149.000,2186650.000,1223467.000,987440.000,1102349.000,1343155.000,1475983.000,2163082.000,76431.000,1042707.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,12730171.000,12730171.000,44556008.000,44556104.000,44556104.000,44556104.000,44556104.000,44556104.000,44556104.000,44556104.000,44556104.000
CommonStockSharesOutstanding,12730171.000,12730171.000,44556008.000,44556104.000,44556104.000,,,44556104.000,44556104.000,44556104.000,44556104.000
CommonStockValue,12730.000,12730.000,44556.000,44556.000,44556.000,44556.000,44556.000,44556.000,44556.000,44556.000,44556.000
CustomerDepositsCurrent,6672.000,6744.000,6783.000,6826.000,6817.000,6837.000,6874.000,6978.000,7020.000,7056.000,6998.000
DeferredCompensationEquity,109375.000,62500.000,15625.000,,,,,,,,
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,1928724.000,3341570.000,,,,3530602.000,
DeferredTaxAssetsValuationAllowance,,,,,-1928724.000,-3341570.000,,,,-3530602.000,
DerivativeLiabilitiesCurrent,241250.000,,,,,,,,,,
DueFromEmployeesCurrent,87794.000,118376.000,118254.000,138992.000,799494.000,140760.000,142820.000,148908.000,149298.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,339515.000,66471.000,67703.000,67176.000,67578.000,223181.000,221329.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,68959.000,276115.000,208083.000,140981.000,70913.000,285123.000,98710.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,275836.000,276115.000,277444.000,281963.000,283652.000,6991.000,6933.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,275836.000,276115.000,277444.000,281963.000,283652.000,122880.000,58885.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,275836.000,276115.000,277444.000,281963.000,283652.000,285123.000,131613.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,275836.000,276115.000,277444.000,281963.000,283652.000,285123.000,131613.000
FiniteLivedIntangibleAssetsGross,,,,,3145091.000,3145091.000,3171359.000,3219283.000,3238566.000,3255362.000,2417157.000
Goodwill,765305.000,773538.000,,,,,,,,,
IncomeTaxesReceivable,,,,,,12183.000,,,,,
