,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,5136000.000,,,,7522000.000,,,,10422000.000,,,,15282000.000,,,,18281000.000,,,,21024000.000,,,,19364000.000,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,72000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2369000.000,,,,5618000.000,,,,3950000.000,,,,4772000.000,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,1348000.000,,,,1628000.000,,,,1578000.000,,,,1734000.000,
AmortizationOfIntangibleAssets,,,,,,3200000.000,3200000.000,,3800000.000,4800000.000,4700000.000,5200000.000,6500000.000,5800000.000,6100000.000,6300000.000,5800000.000,5700000.000,5600000.000,5900000.000,5800000.000,5300000.000,5300000.000,4800000.000,4800000.000,4800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3200000.000,3200000.000,,7100000.000,6700000.000,1400000.000,-13500000.000,3800000.000,1600000.000,1600000.000,-5500000.000,3100000.000,3200000.000,3100000.000,-6500000.000,8500000.000,4400000.000,3600000.000,-12800000.000,5300000.000,10500000.000,9900000.000,-19600000.000,10500000.000,10100000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,1557000.000,,,,,,,,,,,,,24465000.000,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,-0.010,0.170,0.300,1.420,-0.070,0.110,0.250,1.700,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,-0.010,0.160,0.290,1.380,-0.070,0.110,0.240,1.670,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,-384000.000,6550000.000,11738.000,66632262.000,-2721.000,4430.000,9603.000,77990688.000,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,170390000.000,159441000.000,159944.000,387514056.000,195446.000,205830.000,213939.000,1026806785.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2428000.000,,,,3982000.000,,,,36155000.000,,,,-36123000.000,,,,-8842000.000,,,,-7870000.000,,,,23991000.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
CommonStockDividendsShares,,,,,,,,,,,,,2.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,5073000.000,10700000.000,5425000.000,22537000.000,1018000.000,-9729000.000,9036000.000,51751000.000,-12622000.000,-7536000.000,24183000.000,50559000.000,-2874000.000,17555000.000,362000.000,55949000.000,-15151000.000,10525000.000,-2042000.000,40411000.000,95599000.000,-25632000.000,-12054000.000,49098000.000,4443000.000,-20740000.000
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,108543000.000,120357000.000
CostOfServices,29607000.000,31818000.000,29996000.000,27445000.000,40891000.000,55715000.000,51944000.000,53502000.000,61871000.000,82573000.000,80948000.000,93123000.000,107887000.000,112595000.000,105319000.000,104390000.000,113013000.000,120484000.000,104272000.000,111285000.000,113044000.000,110745000.000,95014000.000,103766000.000,,
CostsAndExpenses,97045000.000,102944000.000,100881000.000,97994000.000,139238000.000,157655000.000,146754000.000,148560000.000,166006000.000,194308000.000,184384000.000,,,,,,,,,,,,,,227839000.000,279042000.000
DebtIssuanceCosts,,,,,,,,,9500000.000,,,,5181000.000,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,2318000.000,,,,3223000.000,,,,-6096000.000,,,,-11277000.000,,,,-4713000.000,,,,19596000.000,,,,-5919000.000,
Depreciation,1683000.000,,,,2673000.000,,,,3764000.000,,,,5324000.000,,,,5331000.000,,,,5488000.000,,,,6274000.000,
DepreciationAndAmortization,5210000.000,5611000.000,5759000.000,5477000.000,7422000.000,9681000.000,9742000.000,10158000.000,10957000.000,13490000.000,15249000.000,16660000.000,17078000.000,17010000.000,18295000.000,19519000.000,19693000.000,20004000.000,20298000.000,22985000.000,23208000.000,21382000.000,22098000.000,22833000.000,22371000.000,22372000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,25638000.000,25581000.000
