,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,17454000.000,20829000.000,17820000.000,29816000.000,14675000.000,19902000.000,20115000.000,24961000.000,19706000.000,13023000.000,15781000.000,16410000.000,9448000.000,9787000.000,10690000.000
AccountsReceivableNetCurrent,36711000.000,36241000.000,43085000.000,50098000.000,38390000.000,32283000.000,44636000.000,31759000.000,31063000.000,34463000.000,39412000.000,28752000.000,21135000.000,19577000.000,22456000.000
AccruedIncomeTaxesCurrent,,,2414000.000,,,,3014000.000,,,,304000.000,,,,685000.000
AccruedProfessionalFeesCurrent,,,588000.000,,,,320000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,27579000.000,26131000.000,25950000.000,27922000.000,24961000.000,26888000.000,23128000.000,24613000.000,26730000.000,29264000.000,30230000.000,32068000.000,33310000.000,33971000.000,16488000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-235000.000,-232000.000,-339000.000,-296000.000,-208000.000,-137000.000,-231000.000,-212000.000,-279000.000,-342000.000,-392000.000,-393000.000,-393000.000,-430000.000,-438000.000
AdditionalPaidInCapitalCommonStock,822723000.000,822723000.000,822723000.000,822723000.000,822723000.000,822723000.000,822723000.000,822723000.000,945037000.000,945037000.000,945037000.000,945037000.000,945037000.000,945037000.000,882546000.000
AllowanceForDoubtfulAccountsReceivableCurrent,6330000.000,6059000.000,5899000.000,4557000.000,5648000.000,5560000.000,6661000.000,10496000.000,11061000.000,10647000.000,3281000.000,3455000.000,3314000.000,3081000.000,2319000.000
Assets,632805000.000,575725000.000,577451000.000,593166000.000,589688000.000,565843000.000,572640000.000,571803000.000,541718000.000,529371000.000,466025000.000,456159000.000,440108000.000,423529000.000,421717000.000
AssetsCurrent,75630000.000,72905000.000,74775000.000,90211000.000,83936000.000,69332000.000,75221000.000,74320000.000,66798000.000,57205000.000,55093000.000,52477000.000,42662000.000,33133000.000,34155000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,0.000,,,,
CashAndCashEquivalentsAtCarryingValue,6549000.000,9529000.000,2375000.000,3835000.000,4721000.000,4206000.000,3035000.000,15060000.000,7560000.000,3078000.000,3452000.000,6192000.000,3323000.000,922000.000,1386000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,67000000.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockSharesIssued,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockSharesOutstanding,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ContractualObligation,,,344181000.000,,,,261616000.000,,,,175451000.000,,,,195365000.000
ContractualObligationDueAfterFifthYear,,,89884000.000,,,,35013000.000,,,,29000.000,,,,46551000.000
ContractualObligationDueInFifthYear,,,49580000.000,,,,46095000.000,,,,27554000.000,,,,25771000.000
ContractualObligationDueInFourthYear,,,48990000.000,,,,45593000.000,,,,36336000.000,,,,27844000.000
ContractualObligationDueInNextTwelveMonths,,,56299000.000,,,,46697000.000,,,,38706000.000,,,,31553000.000
ContractualObligationDueInSecondYear,,,50822000.000,,,,43676000.000,,,,36862000.000,,,,32166000.000
ContractualObligationDueInThirdYear,,,48606000.000,,,,44542000.000,,,,35964000.000,,,,31480000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,316397000.000,314397000.000,314397000.000,314397000.000,412852000.000
