,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdditionalPaidInCapitalCommonStock,,,19826.000,19826.000,19826.000,-19829.000,19826.000
Assets,2468.000,2174.000,10333.000,11422.000,7276.000,6135.000,2735.000
AssetsCurrent,2468.000,2174.000,10333.000,11422.000,7276.000,6135.000,2735.000
CashAndCashEquivalentsAtCarryingValue,2468.000,2174.000,10333.000,11422.000,7276.000,6135.000,2735.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,4500000.000,4500000.000,5543450.000,5543450.000,5543450.000,5543450.000,5543450.000
CommonStockSharesOutstanding,4500000.000,4500000.000,5543450.000,5543450.000,5543450.000,5543450.000,5543450.000
CommonStockValue,4500.000,4500.000,5543.000,5543.000,5543.000,5543.000,5543.000
Liabilities,6216.000,6216.000,6216.000,6216.000,6216.000,6216.000,6216.000
LiabilitiesAndStockholdersEquity,2468.000,2174.000,10333.000,11422.000,7276.000,6135.000,2735.000
LongTermNotesPayable,6216.000,6216.000,6216.000,6216.000,6216.000,6216.000,6216.000
ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,,,-7480.000,,,,
RetainedEarningsAccumulatedDeficit,-8248.000,-8542.000,-13772.000,-20163.000,-24309.000,-25450.000,-28850.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3748.000,-4042.000,4117.000,-5206.000,1060.000,-81.000,-3481.000
