,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-24691923.000
DepreciationNonproduction,963577.000
DividendsPreferredStockCash,206000.000
EarningsPerShareBasic,0.510
EarningsPerShareDiluted,0.510
FeesAndCommissionsDepositorAccounts,3163927.000
FeesAndCommissionsMortgageBanking,323756.000
GainsLossesOnSalesOfOtherRealEstate,83146.000
ImpairmentOfIntangibleAssetsFinitelived,0.000
ImpairmentOfRealEstate,1352964.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1591745.000
IncomeTaxExpenseBenefit,405619.000
IncomeTaxesPaid,56977.000
IncreaseDecreaseInAccruedInterestReceivableNet,-37271.000
IncreaseDecreaseInAccruedLiabilities,-280162.000
IncreaseDecreaseInDeferredIncomeTaxes,-403940.000
IncreaseDecreaseInDeposits,-21578782.000
IncreaseDecreaseInInterestPayableNet,-115267.000
IncreaseDecreaseInLoansHeldForSale,5383681.000
IncreaseDecreaseInOtherOperatingAssets,-1438755.000
InterestAndDividendIncomeOperating,18286213.000
InterestAndDividendIncomeSecurities,1913739.000
InterestAndFeeIncomeLoansAndLeases,16252312.000
InterestExpense,3380366.000
InterestExpenseBorrowings,272815.000
InterestExpenseDeposits,3107551.000
InterestIncomeExpenseNet,14905847.000
InterestIncomeSecuritiesTaxExempt,313049.000
InterestIncomeSecuritiesTaxable,1600690.000
InterestPaid,3495633.000
LaborAndRelatedExpense,8837671.000
MarketableSecuritiesRealizedGainLoss,1183605.000
NetCashProvidedByUsedInFinancingActivities,-21908335.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-21908335.000
NetCashProvidedByUsedInInvestingActivities,-9661402.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9661402.000
NetCashProvidedByUsedInOperatingActivities,6877814.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6877814.000
NetIncomeLoss,1186126.000
NetIncomeLossAvailableToCommonStockholdersBasic,911030.000
NetInterestIncomeLossAfterProvisionForLoanLosses,13105847.000
NoninterestExpense,17323007.000
NoninterestIncome,5808905.000
NoninterestIncomeOtherOperatingIncome,1137617.000
OccupancyNet,1982519.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,751224.000
OtherInterestAndDividendIncome,120162.000
OtherNoninterestExpense,6502817.000
PaymentsForProceedsFromLoansAndLeases,5821143.000
PaymentsOfDividendsCommonStock,6425.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,206000.000
PaymentsToAcquireAvailableForSaleSecurities,57577076.000
PaymentsToAcquireHeldToMaturitySecurities,6598997.000
PaymentsToAcquirePropertyPlantAndEquipment,345154.000
PreferredStockAccretionOfRedemptionDiscount,0.000
PreferredStockDividendsIncomeStatementImpact,206000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,9899459.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,2647178.000
ProceedsFromRepaymentsOfOtherDebt,47672.000
ProceedsFromSaleOfAvailableForSaleSecurities,46974574.000
ProceedsFromSaleOfLoansHeldForSale,5214281.000
ProceedsFromSaleOfOtherRealEstate,1159757.000
ProvisionForLoanAndLeaseLosses,1800000.000
RepaymentsOfFederalHomeLoanBankBorrowings,164800.000
ShareBasedCompensation,24892.000
StockIssuedDuringPeriodValueShareBasedCompensation,24892.000
StockIssuedDuringPeriodValueStockDividend,0.000
TransferOfOtherRealEstate,2460190.000
WeightedAverageNumberOfDilutedSharesOutstanding,2332948.000
WeightedAverageNumberOfSharesOutstandingBasic,2332948.000
