,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,456595.000,477619.000,650235.000,409012.000
AccountsPayableRelatedPartiesCurrent,52042.000,76375.000,82387.000,37125.000
AccountsReceivableNetCurrent,58252.000,37028.000,14859.000,27555.000
AccruedLiabilitiesCurrent,364226.000,377566.000,270654.000,112823.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,70001.000,75438.000,109715.000,86701.000
AdditionalPaidInCapital,,,14177563.000,14236066.000
AdditionalPaidInCapitalCommonStock,13877586.000,14107944.000,,
AssetRetirementObligationCurrent,,,50944.000,52010.000
Assets,3536105.000,3555861.000,4375303.000,2539128.000
AssetsCurrent,1385796.000,1410031.000,1613921.000,1709242.000
AssetsNoncurrent,2150309.000,2145830.000,2761382.000,829886.000
CashAndCashEquivalentsAtCarryingValue,141945.000,176856.000,331945.000,49934.000
CashCashEquivalentsAndShortTermInvestments,,,381945.000,49934.000
CertificatesOfDepositAtCarryingValue,,,50000.000,50019.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,111160132.000,122910232.000,125574295.000,135487043.000
CommonStockSharesOutstanding,111160132.000,122910232.000,125574295.000,135487043.000
CommonStockValue,111160.000,122910.000,125573.000,135486.000
ConvertibleLongTermNotesPayable,,,,400000.000
ConvertibleNotesPayableCurrent,,,,186574.000
DeferredRevenueCurrent,391272.000,391272.000,50000.000,50000.000
DeferredRevenueNoncurrent,489104.000,391285.000,,
DerivativeLiabilitiesCurrent,120158.000,122402.000,136894.000,86300.000
DueToRelatedPartiesCurrent,902159.000,954659.000,1013034.000,860080.000
Goodwill,1559240.000,1559240.000,1554413.000,
InterestPayableCurrent,750713.000,795759.000,830360.000,866590.000
InterestReceivableCurrent,375208.000,375208.000,375208.000,375208.000
InventoryNet,,1722.000,,
Liabilities,6393712.000,6572649.000,7091354.000,5665182.000
LiabilitiesAndStockholdersEquity,3536105.000,3555861.000,4375303.000,2539128.000
LiabilitiesCurrent,5222968.000,5502100.000,6307882.000,5261804.000
LongTermNotesPayable,681640.000,679264.000,490007.000,3378.000
NotesAndLoansReceivableNetCurrent,742989.000,750000.000,750000.000,750000.000
NotesPayableCurrent,1847753.000,1903715.000,2445363.000,2094902.000
OtherAssetsCurrent,,,25001.000,43595.000
OtherDeferredCreditsCurrent,,,391272.000,
OtherDeferredCreditsNoncurrent,,,293465.000,
OtherLiabilitiesCurrent,338050.000,402733.000,386739.000,506388.000
PreferredStockParOrStatedValuePerShare,,,0.001,0.001
PreferredStockSharesAuthorized,,,20685250.000,20685250.000
PreferredStockSharesIssued,,,,111180.000
PreferredStockSharesOutstanding,,,109642.000,111180.000
PreferredStockValue,,,685558.000,728455.000
PropertyPlantAndEquipmentNet,181786.000,187757.000,520342.000,166372.000
ReceivableWithImputedInterestDiscount,7011.000,0.000,0.000,
ReceivablesHeldForSaleNetAmount,,,,400000.000
RetainedEarningsAccumulatedDeficit,-16846353.000,-17247642.000,-17704745.000,-18226061.000
StockholdersEquity,-2857607.000,-3016788.000,-2716051.000,-3126054.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2857607.000,-3016788.000,-2716051.000,-3126054.000
