,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,184410000.000,198357000.000,189350000.000,194127000.000,,,,,197000000.000,34000000.000,156000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,148000000.000,147000000.000,138000000.000
AccountsReceivableNetCurrent,335700000.000,262293000.000,242352000.000,270741000.000,,,,,151000000.000,69000000.000,72000000.000
AccrualForEnvironmentalLossContingencies,,21407000000.000,21349000.000,20988000.000,,,,,33000000.000,18000000.000,17000000.000
AccruedEnvironmentalLossContingenciesCurrent,,5890000000.000,7212000.000,9353000.000,,,,,7000000.000,3000000.000,3000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,15517000000.000,14137000.000,11635000.000,,,,,26000000.000,15000000.000,14000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1435194000.000,1487919000.000,1521353000.000,1573273000.000,,,,,165000000.000,140000000.000,180000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-41392000.000,-51507000.000,-77114000.000,-119192000.000,,,,,-25000000.000,-20000000.000,-12000000.000
AdditionalPaidInCapital,1923916000.000,1927356000.000,1930196000.000,1934102000.000,,,,,4079000000.000,3947000000.000,3939000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3485000.000,4467000.000,3533000.000,2325000.000,,,,,2000000.000,,
AlternativeInvestmentsFairValueDisclosure,,,,962000.000,,,,,,,
AmountOfRegulatoryCostsNotYetApproved,,,,20800000.000,,,,,,,
AssetRetirementObligation,,,,45578000.000,,,,,,,
Assets,8148109000.000,8190069000.000,8216077000.000,8270859000.000,,,,,10146000000.000,9488000000.000,8666000000.000
AssetsCurrent,645899000.000,602852000.000,616493000.000,657023000.000,,,,,875000000.000,710000000.000,388000000.000
AssetsFairValueDisclosure,,,,5090000.000,6589000.000,14890000.000,6589000.000,1000000.000,6000000.000,,
AssetsHeldForSaleCurrent,,,,,,,,,136000000.000,102000000.000,16000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,992000000.000,1000000000.000,145000000.000
BankOverdrafts,,,,21000000.000,,,,28000000.000,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,3912867000.000,,,3913000000.000,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,1478000.000,47000000.000,,,55000000.000,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,650000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,523428000.000,,,519000000.000,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,-1771407000.000,,,-1419000000.000,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,664609000.000,1955691000.000,,,2497000000.000,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,,,-80204000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,290886000.000,,,290000000.000,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,-541000.000,-957773000.000,,,974000000.000,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,2885000.000,7121935000.000,,,6242000000.000,,,
CapitalizationLongtermDebtAndEquity,5636942000.000,5310785000.000,5327260000.000,5799983000.000,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,89258000.000,,,,,,,
CapitalizedComputerSoftwareGross,,,,140397000.000,,,,,,,
CapitalizedComputerSoftwareNet,,,,51139000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,4153000.000,3013000.000,2114000.000,23640000.000,,,,,165000000.000,152000000.000,44000000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,,,,0.010,,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,,,,,0.000,,
CommonStockSharesHeldInEmployeeTrust,10392000.000,10543000.000,10715000.000,10888000.000,,,,,,,
CommonStockSharesHeldInEmployeeTrustShares,568000.000,573000.000,577000.000,581000.000,,,,,0.000,,
CommonStockSharesIssued,125922000.000,125975000.000,125985000.000,126142000.000,,,,,1000.000,,
CommonStockValue,125922000.000,125975000.000,125985000.000,126142000.000,,,,,,,
ConstructionInProgressGross,122892000.000,165126000.000,108785000.000,103862000.000,,,,,226000000.000,47000000.000,59000000.000
DebtInstrumentCarryingAmount,,3717285000.000,3687115000.000,3703626000.000,,,,,,,
DebtInstrumentFaceAmount,,550000000.000,,,,,,,,,
DeferredCosts,131944000.000,127753000.000,125479000.000,117854000.000,,,,,69000000.000,63000000.000,68000000.000
DeferredGasCost,4793000.000,13396000.000,36078000.000,50716000.000,,,,,,,
