,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2014-09-30
AmortizationOfIntangibleAssets,21000.000,21000.000,21000.000,14000.000,11000.000
BankOwnedLifeInsuranceIncome,169000.000,175000.000,160000.000,138000.000,149000.000
BrokerageCommissionsRevenue,339000.000,362000.000,293000.000,400000.000,396000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,12106000.000,,
CommonStockDividendsPerShareCashPaid,,,0.250,,
ComprehensiveIncomeNetOfTax,,,,,3494000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,4271000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,3847000.000,,
DepreciationNonproduction,448000.000,445000.000,430000.000,448000.000,506000.000
DividendIncomeOperating,55000.000,50000.000,55000.000,51000.000,47000.000
DividendsCommonStockCash,,,902000.000,,
EarningsPerShareBasicAndDiluted,0.790,0.890,0.970,0.930,0.840
FederalDepositInsuranceCorporationPremiumExpense,219000.000,206000.000,180000.000,159000.000,165000.000
FeesAndCommissionsDebitCards,,,,,693000.000
FeesAndCommissionsDepositorAccounts,1651000.000,1686000.000,1722000.000,1825000.000,1200000.000
FeesAndCommissionsFiduciaryAndTrustActivities,191000.000,181000.000,183000.000,185000.000,270000.000
FeesAndCommissionsMortgageBanking,121000.000,259000.000,307000.000,345000.000,280000.000
ForeclosedRealEstateExpense,452000.000,172000.000,,,
GainLossOnDispositionOfAssets,,,,,0.000
GainLossOnDispositionOfProperty,0.000,0.000,,,
GainLossOnSaleOfSecuritiesNet,481000.000,0.000,401000.000,6000.000,0.000
GainsLossesOnSalesOfOtherRealEstate,,,,,-190000.000
ImpairmentOfInvestments,0.000,348000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,3913000.000,4656000.000,4310000.000,3592000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3854000.000,,,,
IncomeTaxExpenseBenefit,982000.000,695000.000,1140000.000,986000.000,581000.000
IncreaseDecreaseInDemandDeposits,,,2701000.000,,
IncreaseDecreaseInSavingsDeposits,,,18757000.000,,
IncreaseDecreaseInTimeDeposits,,,-1239000.000,,
