,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-165387.000
AmortizationOfDebtDiscountPremium,540984.000
AmortizationOfIntangibleAssets,192391.000
AvailableForSaleSecuritiesGrossRealizedGains,-285847.000
BankOwnedLifeInsuranceIncome,265289.000
CashAndCashEquivalentsPeriodIncreaseDecrease,4988084.000
ComprehensiveIncomeNetOfTax,3821433.000
Depreciation,402244.000
DirectOperatingCosts,9780106.000
DividendsCommonStockCash,-1724297.000
EarningsPerShareBasic,3611286.000
FederalDepositInsuranceCorporationPremiumExpense,380000.000
FeesAndCommissionsDepositorAccounts,877338.000
ForeclosedRealEstateExpense,203072.000
GainLossOnSaleOfMortgageLoans,-342942.000
GainLossOnSaleOfSecuritiesNet,31953.000
GainLossOnSalesOfLoansNet,342942.000
GainsLossesOnSalesOfOtherRealEstate,9467.000
ImpairmentOfInvestments,204757.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5211440.000
IncomeTaxExpenseBenefit,1600154.000
IncreaseDecreaseInAccruedInterestReceivableNet,-39489.000
IncreaseDecreaseInDeposits,7293670.000
IncreaseDecreaseInFederalFundsSold,-1866000.000
IncreaseDecreaseInInterestPayableNet,-70289.000
IncreaseDecreaseInOtherOperatingCapitalNet,302676.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,353356.000
InformationTechnologyAndDataProcessing,816761.000
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,15605708.000
InterestExpense,4103824.000
InterestExpenseDeposits,2990254.000
InterestExpenseLongTermDebt,1006276.000
InterestExpenseShortTermBorrowings,107294.000
InterestIncomeExpenseAfterProvisionForLoanLoss,13172951.000
InterestIncomeExpenseNet,13772951.000
InterestIncomeFederalFundsSold,18151.000
InterestIncomeOperating,17876775.000
InterestIncomeSecuritiesTaxExempt,1015932.000
InterestIncomeSecuritiesTaxable,1123850.000
LaborAndRelatedExpense,6005915.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,-265289.000
MarketableSecuritiesGainLoss,-31953.000
MortgageLoansOnRealEstateForeclosures,2195360.000
NetCashProvidedByUsedInFinancingActivities,2022188.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2022188.000
NetCashProvidedByUsedInInvestingActivities,-5546726.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5546726.000
NetCashProvidedByUsedInOperatingActivities,8512622.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,8512622.000
NetIncomeLoss,3611286.000
NoninterestExpenseDirectorsFees,153850.000
NoninterestIncomeOtherOperatingIncome,505830.000
OccupancyNet,932369.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,796122.000
OtherIncome,2023352.000
OtherInterestAndDividendIncome,113134.000
OtherNoninterestExpense,484917.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,1000879.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,204757.000
PaymentsForProceedsFromLoansAndLeases,1215939.000
PaymentsForProceedsFromOtherInvestingActivities,-204088.000
PaymentsForRepurchaseOfCommonStock,0.000
PaymentsOfDividendsCommonStock,1724297.000
PaymentsToAcquireAvailableForSaleSecurities,31617503.000
PaymentsToAcquireHeldToMaturitySecurities,0.000
PaymentsToAcquirePropertyPlantAndEquipment,119123.000
PaymentsToPurchaseMortgageLoansHeldForSale,-23727357.000
ProceedsFromIssuanceOfLongTermDebt,5127815.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,26793902.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,0.000
ProceedsFromSaleOfForeclosedAssets,2273849.000
ProceedsFromSaleOfMortgageLoansHeldForSale,26957101.000
ProfessionalFees,365568.000
ProvisionForLoanLeaseAndOtherLosses,600000.000
RepaymentsOfLongTermDebt,8675000.000
SellingGeneralAndAdministrativeExpense,127107.000
SuppliesExpense,127623.000
WeightedAverageNumberOfSharesOutstandingBasic,30.370
