,2011-09-30,2012-03-31,2012-09-30,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,137596.000,,,,134020.000,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,5460.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,60684.000,,,,10293.000,,,,4810.000,,,,26459.000,,,,30895.000
CostOfRealEstateRevenue,,,,,,,,,,90716.000,66179.000,81253.000,76158.000,87727.000,62610.000,60016.000,76183.000,67122.000
DepreciationAndAmortization,,,,,,,134020.000,134020.000,,37141.000,37141.000,40850.000,45632.000,44796.000,44796.000,44796.000,22956.000,39345.000
DepreciationDepletionAndAmortization,140392.000,137596.000,-137596.000,136330.000,136306.000,134020.000,,,,37803.000,,,,44796.000,,,,44805.000
EarningsPerShareBasicAndDiluted,-41.980,-36.180,-41.050,-38.180,-34.390,-36.670,-26.540,-25.300,-24.390,-18.150,-16.560,1754.400,529.400,107.570,195.760,298.680,717.900,272.680
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,,,,,,3569246.000,,,,,,
IncomeLossFromContinuingOperations,-325459.000,,-318227.000,,,,-205732.000,-196189.000,,-292065.000,-270953.000,9918770.000,4111198.000,833979.000,1517735.000,2315680.000,5565883.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,-292065.000,-270953.000,-266230.000,-149628.000,-152421.000,-127061.000,-120429.000,-132143.000,-128333.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-41.980,,-41.050,,,,,,,-37.670,-34.950,1279.350,530.270,107.570,195.760,298.680,717.900,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,0.000,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,151341.000,142554.000,113823.000,-6760.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,0.000,,,,,,,19.520,18.390,475.050,-0.870,,,,,
IncomeLossFromEquityMethodInvestments,213029.000,-3292398.000,-5487608.000,2392276.000,-58597.000,604883.000,854900.000,1435648.000,2185171.000,1153131.000,1130278.000,11337038.000,8521652.000,1972800.000,3289592.000,4872219.000,-239868.000,3449898.000
IncreaseDecreaseInAccountsPayable,,,,,,,,,,22147.000,,,,14525.000,,,,-2051.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,188496.000,,,,109633.000,,,,113820.000
IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,,,,,,,,,,1153131.000,1130278.000,1152038.000,4260826.000,986400.000,1644796.000,2436110.000,-5937894.000,1207464.000
IncreaseDecreaseInLossAndLossAdjustmentExpenseReserve,-213029.000,3292398.000,5487608.000,-2392276.000,58597.000,-604883.000,-854900.000,-1435648.000,-2185171.000,,,,,,,,,
IncreaseDecreaseInOperatingAssets,,-100669.000,,,,12316.000,,,,-13250.000,,,,-10109.000,,,,-3121.000
IncreaseDecreaseInOperatingLiabilities,,116778.000,,,,-36236.000,,,,,,,,,,,,
InterestExpense,273667.000,272268.000,-272566.000,270290.000,270690.000,269588.000,271472.000,270511.000,-303374.000,123864.000,126540.000,113380.000,1399.000,,,,,
InterestIncomeOperating,14.000,12.000,9.000,7.000,30.000,125.000,188.000,218.000,430.000,333.000,337.000,342.000,341.000,582.000,1051.000,1054.000,937.000,1154.000
InterestIncomeOther,,,,,,12.000,,,,,,,,,,,,
InterestPaid,,196435.000,,,,194588.000,,,,193864.000,,,,,,,,
ManagementFeeExpense,,,,,,,,,,220061.000,221700.000,215068.000,218959.000,216194.000,217136.000,218456.000,216073.000,220383.000
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,184488.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,-9570.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,-9570.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,-12.000,,,,-106592.000,,,,-183.000,,,,-467.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-12.000,,,,-106592.000,,,,-183.000,,,,-467.000
NetCashProvidedByUsedInOperatingActivities,,60684.000,,,,10305.000,,,,120972.000,,,,26642.000,,,,31362.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,60684.000,,,,10305.000,,,,120972.000,,,,26642.000,,,,31362.000
NetIncomeLoss,-325459.000,-280521.000,-318227.000,-296015.000,-266622.000,-284283.000,-205732.000,-196189.000,-189075.000,-140724.000,-128399.000,13601839.000,4104438.000,833979.000,1517735.000,2315680.000,5565883.000,2114101.000
NetIncomeLossAllocatedToGeneralPartners,-42.000,-36.000,-41.000,-38.000,-34.000,-37.000,-27.000,-25.000,-24.000,-18.000,-17.000,1754.000,530.000,108.000,196.000,299.000,717.000,273.000
NetIncomeLossAllocatedToLimitedPartners,-325417.000,-280485.000,-318186.000,-295977.000,-266588.000,-284246.000,-205705.000,-196164.000,-189051.000,-140706.000,-128382.000,13600085.000,4103908.000,833871.000,1517539.000,2315381.000,5565166.000,2113828.000
NoninterestExpenseDirectorsFees,209220.000,213645.000,-234914.000,215211.000,214499.000,216049.000,218028.000,217833.000,,,,,,,,,,
OperatingExpenses,948731.000,920473.000,885414.000,922118.000,895767.000,910032.000,898166.000,887954.000,-526287.000,540550.000,519442.000,523575.000,411396.000,414733.000,389842.000,386733.000,400090.000,395711.000
OperatingIncomeLoss,-325459.000,-280521.000,-318227.000,-296015.000,-266622.000,-284283.000,,,,,,,,,,,,
OperatingLeasesIncomeStatementLeaseRevenue,437904.000,439312.000,442128.000,446654.000,449672.000,451180.000,453464.000,469079.000,-743772.000,160216.000,160216.000,169067.000,173492.000,173492.000,173492.000,177012.000,178772.000,178772.000
OtherCostAndExpenseOperating,62616.000,43169.000,-41432.000,38872.000,37075.000,37509.000,,,,,,,,,,,,
OtherExpenses,,,,,,,37185.000,38032.000,,37406.000,36520.000,41662.000,37885.000,34350.000,33634.000,31800.000,31373.000,32520.000
