,2015-03-29,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,64781000.000,77671000.000,55626000.000,60394000.000,67698000.000,61603000.000,65418000.000,60553000.000,49539000.000
AccountsReceivableNetCurrent,415033000.000,425947000.000,427137000.000,466628000.000,433883000.000,447964000.000,425264000.000,429112000.000,384567000.000
AccruedIncomeTaxesCurrent,12612000.000,0.000,62152000.000,3458000.000,4198000.000,8711000.000,64269000.000,21166000.000,97134000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,119351000.000,130912000.000,151245000.000,160801000.000,164548000.000,182996000.000,202563000.000,187148000.000,198125000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-52876000.000,-55939000.000,-59710000.000,-71016000.000,-67379000.000,-66568000.000,-63884000.000,-81782000.000,-74139000.000
AdditionalPaidInCapital,4595295000.000,4604317000.000,4611413000.000,4619618000.000,4600743000.000,4586905000.000,4573854000.000,4561760000.000,4051836000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,12504000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,5382000.000,6231000.000,6143000.000,8176000.000,7605000.000,8138000.000,11006000.000,12504000.000,14189000.000
Assets,10960603000.000,10247416000.000,10413399000.000,9758535000.000,9573522000.000,9466668000.000,9497676000.000,9401051000.000,8151981000.000
AssetsCurrent,1843899000.000,1113375000.000,1158463000.000,1021945000.000,1032784000.000,1039318000.000,1339136000.000,1296300000.000,937054000.000
AssetsHeldForSaleNotPartOfDisposalGroup,507000.000,518000.000,41008000.000,206422000.000,313235000.000,295542000.000,,17000000.000,16356000.000
AssetsNoncurrent,8267671000.000,8280291000.000,8434843000.000,8078733000.000,8004973000.000,7912327000.000,7608265000.000,7580831000.000,6726515000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,62605000.000,0.000
AvailableForSaleSecuritiesEquitySecurities,7414000.000,5926000.000,2990000.000,3516000.000,2944000.000,6161000.000,7095000.000,6018000.000,861000.000
BuildingsAndImprovementsGross,,,,212470000.000,,,,154557000.000,
CashAndCashEquivalentsAtCarryingValue,1171830000.000,403511000.000,350320000.000,262644000.000,324636000.000,366640000.000,643698000.000,577658000.000,346221000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,590409000.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,1.000
CommonStockValue,,,,,100000.000,157000.000,100000.000,100000.000,101000.000
ConstructionInProgressGross,,,,48312000.000,,,,61192000.000,
CostMethodInvestments,18418000.000,20918000.000,15868000.000,20868000.000,20898000.000,24247000.000,24248000.000,26748000.000,26748000.000
DebtInstrumentCarryingAmount,,3500060000.000,3493100000.000,3486140000.000,,,,3458298000.000,
DebtInstrumentUnamortizedDiscount,,7789000.000,7454000.000,7117000.000,,,,46747000.000,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,2000000.000,3000000.000,10000000.000,10000000.000,10000000.000,136000000.000,8000000.000,1000000.000,9000000.000
DeferredIncomeTaxLiabilities,,,,1319397000.000,,,,1300913000.000,
DeferredRevenueCurrent,33416000.000,32457000.000,40054000.000,44721000.000,40704000.000,39297000.000,45032000.000,13690000.000,12030000.000
DeferredTaxAssetsGross,,,,339683000.000,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,1000000.000,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,28974000.000,34191000.000,38808000.000,0.000,,,,,
DeferredTaxAssetsNet,,,,336774000.000,,,,316665000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,11072000.000,,,,1582000.000,
