,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,40789.000,,36558.000,28723.000,16842.000,6636.000,220491.000,182258.000,241618.000,29872.000,58748.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,105363.000,289120.000,143084.000,332200.000,428718.000,542157.000,2308180.000,10516.000,8008.000,16730.000,40956.000,63233.000,63941.000,39329.000,62262.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,349729.000,124298.000,142274.000,,,,,,220677.000,,,,,,,,,
AccountsPayableCurrent,244999.000,235491.000,239712.000,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,30332.000,1808.000,61799.000,66.000,,43890.000,,,,,,,,,
AccruedRoyaltiesCurrentAndNoncurrent,,,,,,,,184240.000,,184240.000,253612000.000,507223.000,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,,,255532.000,16858.000,9087.000,3050.000,,40678.000,132590.000,484600.000,588100.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,1553.000,1975.000,3914.000,4646.000,5539.000,2866.000,2267.000,2845.000,935.000,1119.000,780.000,869.000,,
AdditionalPaidInCapital,8667617.000,8849021.000,9253620.000,9838024.000,10106715.000,11756870.000,12487029.000,13044119.000,16068000.000,16971367.000,17799483.000,18436503.000,18830646.000,19100882.000,19500917.000,20192089.000,20874918.000,21216512.000,21264581.000,21265200.000,21265926.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,8803.000,4726.000,7726.000,3000.000,0.000,0.000,0.000,0.000,0.000
Assets,,10129.000,8963.000,38047.000,320944.000,673705.000,461258.000,248148.000,1649593.000,1546808.000,1181738.000,879400.000,402737.000,212305.000,192049.000,104325.000,427733.000,483770.000,526522.000,414739.000,428427.000
AssetsCurrent,,,535.000,30006.000,311649.000,661766.000,450578.000,237880.000,1639181.000,1539720.000,1175948.000,874503.000,398504.000,207314.000,187251.000,99736.000,423328.000,479727.000,522569.000,410278.000,423966.000
Cash,,1551.000,535.000,,,,,,,,498353.000,,159259.000,85665.000,154927.000,15442.000,54207.000,11718.000,16682.000,38668.000,
CashAndCashEquivalentsAtCarryingValue,,1551.000,535.000,1379.000,138900.000,164483.000,46256.000,8080.000,1200205.000,862724.000,498353.000,345616.000,159259.000,85665.000,154927.000,15442.000,54207.000,11718.000,16682.000,38668.000,11215.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,,,,,,15442.000,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,0.400,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,1114776.000,1114776.000,1114776.000,1114776.000,,,,,,,,,
ClassOfWarrantOrRightUnissued,,,,,,,,,,,,,,,,1500000.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
