,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31
AccountsPayableAndAccruedLiabilities,,7099.000,,58774.000,63609.000,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,5410.000,,42535.000,,,56735.000,,,83377.000,65437.000,68203.000,70939.000,73645.000,55637.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,68566.000,62221.000,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,20000.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,,0.080,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,2936.000,,,,,,,,
AccruedInvestmentIncomeReceivable,,,,,,,,,,-567.000,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,-867.000,6369.000,8208.000,11841.000
AccruedLiabilitiesCurrent,,,,,,3639.000,,,,-567.000,0.000,,,
AdditionalPaidInCapital,-4500.000,-4500.000,-4500.000,39937.000,39937.000,39937.000,39937.000,40108.000,40285.000,40423.000,40442.000,40461.000,40479.000,40498.000
Assets,9566.000,61.000,6536.000,31113.000,20565.000,11878.000,9878.000,5855.000,1382.000,166.000,115.000,64.000,13.000,
AssetsFairValueDisclosureRecurring,,,,,,,0.000,,,,,,,
Cash,,61.000,,31113.000,20565.000,11878.000,9878.000,5855.000,1382.000,166.000,115.000,64.000,13.000,
CashAndCashEquivalentsAtCarryingValue,9566.000,61.000,2536.000,31113.000,20565.000,11878.000,9878.000,5855.000,1382.000,166.000,115.000,64.000,13.000,
CashEquivalentsAtCarryingValue,,,,,,,,0.000,,,,,,
CommonStockNoParValue,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,
CommonStockSharesAuthorized,290000000.000,290000000.000,290000000.000,290000000.000,290000000.000,1000000000000.000,1000000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,4500000.000,4500000.000,4500000.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000
CommonStockSharesOutstanding,4500000.000,4500000.000,4500000.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000,5062500.000
CommonStockValue,4500.000,4500.000,4500.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000,5063.000
ConvertibleNotesPayable,,,,,,,,20000.000,20000.000,,,,,
