,2011-01-28,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,1138000000.000,1138000000.000,1397000000.000,1345000000.000,2080000000.000,1609000000.000,1531000000.000,2429000000.000,1307000000.000,1452000000.000,1396000000.000,2261000000.000,1365000000.000,1382000000.000,1479000000.000,2384000000.000,1511000000.000,1645000000.000,1566000000.000,2141000000.000,1251000000.000,1346000000.000,1375000000.000,2097000000.000,1507000000.000,1480000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,159000000.000,159000000.000,,,,,,,153000000.000,,,,166000000.000,,,,185000000.000,,,,184000000.000,,,,183000000.000,
AccruedAdvertisingCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,77000000.000,,,,82000000.000,
AccruedEmployeeBenefitsCurrentAndNoncurrent,184000000.000,184000000.000,,,,,,,101000000.000,,,,112000000.000,,,,135000000.000,,,,117000000.000,,,,147000000.000,
AccruedIncomeTaxesCurrent,127000000.000,127000000.000,85000000.000,18000000.000,,80000000.000,24000000.000,48000000.000,137000000.000,117000000.000,75000000.000,41000000.000,94000000.000,49000000.000,43000000.000,0.000,78000000.000,87000000.000,53000000.000,28000000.000,130000000.000,48000000.000,155000000.000,66000000.000,112000000.000,137000000.000
AccruedLiabilitiesCurrent,1030000000.000,1027000000.000,971000000.000,1065000000.000,1025000000.000,1102000000.000,974000000.000,1094000000.000,986000000.000,1023000000.000,1065000000.000,1198000000.000,1138000000.000,1078000000.000,1057000000.000,1162000000.000,1160000000.000,1140000000.000,1125000000.000,1244000000.000,1206000000.000,1126000000.000,1146000000.000,1235000000.000,1224000000.000,1088000000.000
AccruedLiabilitiesCurrentAndNoncurrent,1030000000.000,1027000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4203000000.000,3348000000.000,,,,,,,5108000000.000,,,,5379000000.000,,,,5890000000.000,,,,6210000000.000,,,,6788000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-37000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-37000000.000,,-31000000.000,-35000000.000,-52000000.000,-50000000.000,-51000000.000,-48000000.000,-45000000.000,-40000000.000,-39000000.000,-39000000.000,-34000000.000,-33000000.000,-30000000.000,-21000000.000,-20000000.000,-19000000.000,-18000000.000,-18000000.000,-17000000.000,-16000000.000,-16000000.000,-15000000.000,-14000000.000,-13000000.000
AdditionalPaidInCapitalCommonStock,2225000000.000,2225000000.000,2251000000.000,2295000000.000,2313000000.000,2359000000.000,2381000000.000,2423000000.000,2454000000.000,2463000000.000,2516000000.000,2557000000.000,2598000000.000,2612000000.000,2638000000.000,2719000000.000,2743000000.000,2897000000.000,2914000000.000,2926000000.000,2944000000.000,2961000000.000,2973000000.000,2981000000.000,3003000000.000,3013000000.000
Assets,14849000000.000,13564000000.000,13186000000.000,13878000000.000,14682000000.000,14232000000.000,13829000000.000,15128000000.000,13905000000.000,14050000000.000,14097000000.000,15245000000.000,14378000000.000,14133000000.000,14101000000.000,15047000000.000,14431000000.000,14563000000.000,14355000000.000,14898000000.000,13606000000.000,13304000000.000,13360000000.000,14076000000.000,13574000000.000,13244000000.000
AssetsCurrent,5642000000.000,5645000000.000,5205000000.000,4608000000.000,5343000000.000,4849000000.000,4463000000.000,5773000000.000,4719000000.000,4911000000.000,4882000000.000,5987000000.000,5292000000.000,5115000000.000,5077000000.000,6078000000.000,5698000000.000,5829000000.000,5626000000.000,6203000000.000,5076000000.000,4855000000.000,4955000000.000,5654000000.000,5247000000.000,4944000000.000
AuctionRateSecuritiesNoncurrent,,,,,,,,,,,,,,,20000000.000,23000000.000,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,277000000.000,277000000.000,250000000.000,208000000.000,158000000.000,156000000.000,102000000.000,90000000.000,53000000.000,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,202000000.000,189000000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,418000000.000,118000000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,271000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,161000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,342000000.000,,,,,,,4529000000.000,,,,4455000000.000,,,,4191000000.000,,,,3969000000.000,,,,3645000000.000,
