,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,105324.000,208593.000,258687.000,352315.000,248847.000,363188.000,284259.000
AccountsPayableCurrent,18624.000,19326.000,9764.000,5538.000,21145.000,18570.000,15580.000,13681.000,1931.000,8925.000,12003.000,12998.000,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,9354.000,9354.000,9354.000,9354.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,19878.000,,82.000,83.000,1125.000,,82305.000
AccruedLiabilitiesCurrent,,2364.000,285.000,288.000,,3783.000,7589.000,9273.000,14455.000,14684.000,12361.000,15330.000,,,,,378274.000,1004501.000,1079927.000
AccruedProfessionalFeesCurrent,,,,,,,,,9718.000,143336.000,16789.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,86.000,172.000,259.000,345.000,431.000,4078.000,7823.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,4653.000,,,,,,,
AdditionalPaidInCapital,17500.000,30485.000,32200.000,58660.000,58660.000,58660.000,58660.000,58660.000,58660.000,58660.000,83560.000,65308.000,774060.000,798888.000,1033485.000,1123385.000,1226322.000,4856707.000,7114830.000
Assets,18563.000,28401.000,24425.000,26521.000,32479.000,20242.000,22842.000,12574.000,10937.000,11666.000,15369.000,136907.000,152597.000,27749.000,52402.000,13455.000,69898.000,203658.000,342156.000
AssetsCurrent,,,,,,,,,,,,135183.000,126194.000,26197.000,50937.000,12076.000,37292.000,155612.000,295495.000
AssetsNoncurrent,,,,,,,,,,,,1724.000,,,,,,,
Cash,2329.000,10111.000,5949.000,11191.000,15948.000,3983.000,9971.000,594.000,244.000,486.000,8824.000,127265.000,99295.000,10151.000,38502.000,7509.000,26223.000,42906.000,103168.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,250000.000,250000.000,250000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,,,,,,729370.000,1200000.000,1200000.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,56850000.000,56850000.000,56850000.000
CommitmentsAndContingencies,,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,7500000.000,7765000.000,7800000.000,8340000.000,8340000.000,8340000.000,8340000.000,8340000.000,8340000.000,8340000.000,8440000.000,93600000.000,99198114.000,99269542.000,99952484.000,102152482.000,104214982.000,105514982.000,110464982.000
CommonStockSharesOutstanding,,,,,,,,,,,,93600000.000,99198114.000,99269542.000,99952484.000,102152482.000,104214982.000,105514982.000,110464982.000
CommonStockValue,7500.000,7765.000,7800.000,8340.000,8340.000,8340.000,8340.000,8340.000,8340.000,8340.000,8440.000,93600.000,99198.000,99270.000,99952.000,102152.000,104215.000,105515.000,110465.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,,,,24658.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,,308676.000
DeferredRentCreditCurrent,,,,,,,,,,,,,9771.000,19542.000,20355.000,21168.000,,,
DeferredRevenueCurrent,,,,,,,,,,,,,15000.000,,,,,4000.000,
DeferredTaxAssetsCapitalLossCarryforwards,8182.000,,9575.000,11282.000,19122.000,31041.000,33080.000,35644.000,41499.000,,,,201419.000,,,,627507.000,,
DeferredTaxAssetsNet,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,24064.000,29114.000,28163.000,33182.000,56239.000,91297.000,97295.000,103628.000,122056.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,8182.000,,9575.000,11282.000,19122.000,31041.000,33080.000,35644.000,41499.000,,,,-201419.000,,,,627507.000,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,,,,,,713754.000
