,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,2210.000,,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,405624.000,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,534355.000,632769.000,709001.000,1075505.000,1158745.000,1157834.000,1267223.000,1401771.000,1475348.000,1534759.000,1586824.000,69176.000,71840.000,40542.000,27473.000,147832.000
AccountsPayableCurrent,,18757.000,18756.000,18756.000,18756.000,18756.000,18756.000,18756.000,18756.000,24397.000,18756.000,18756.000,18756.000,18756.000,18756.000,,,,,
AccountsPayableRelatedPartiesCurrent,2101.000,120418.000,184807.000,184807.000,184807.000,206852.000,236789.000,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,2262.000,8512.000,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,56515.000,135919.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,709001.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,4799.000,11206.000,0.000,0.000,0.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,809.000,1525.000,,,,,,,,,,,
AdditionalPaidInCapital,499696.000,-69704.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-69604.000,-597.000
Assets,,96914.000,98761.000,31215.000,24890.000,35744.000,16488.000,550395.000,513342.000,19195.000,11824.000,10524.000,10132.000,8461.000,9020.000,100.000,100.000,100.000,100.000,100.000
AssetsCurrent,,96914.000,98761.000,31215.000,24890.000,35744.000,16488.000,70323.000,36456.000,19195.000,11824.000,10524.000,10132.000,8461.000,9020.000,100.000,100.000,100.000,100.000,100.000
BuildingsAndImprovementsGross,,,,,,,,16594.000,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,3883.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,96881.000,98728.000,31182.000,24857.000,35711.000,16431.000,54349.000,25827.000,3850.000,4991.000,3691.000,3299.000,1628.000,2187.000,100.000,100.000,100.000,100.000,100.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,290000000.000
CommonStockSharesIssued,,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,
CommonStockSharesOutstanding,,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,697043.000
CommonStockValue,7113.000,69704.000,69704.000,69704.000,69704.000,69704.000,,,,,,,,69704.000,69704.000,69704.000,69704.000,69704.000,69704.000,697.000
CommonStockValueOutstanding,,,,,,,69704.000,69704.000,69704.000,69704.000,69704.000,69704.000,69704.000,,,,,,,
ConstructionInProgressGross,,,,,,,,335494.000,336507.000,0.000,0.000,0.000,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,1357727.000,1524185.000,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,6544.000,6544.000,6544.000,6544.000,6544.000,6544.000,6544.000,6544.000,0.000,,,,
DueToRelatedPartiesCurrent,,,,,,,,120056.000,200064.000,85000.000,105000.000,123897.000,143897.000,202197.000,252197.000,3028.000,10610.000,51017.000,77362.000,82496.000
FurnitureAndFixturesGross,,,,,,,,27324.000,,,,,,,,,,,,
Liabilities,,195690.000,339482.000,609187.000,737918.000,858377.000,964546.000,1764317.000,1927565.000,1567231.000,1690979.000,1844424.000,1938001.000,2055712.000,2157777.000,72204.000,82450.000,91559.000,104835.000,230328.000
LiabilitiesAndStockholdersEquity,,96914.000,98761.000,31215.000,24890.000,35744.000,16488.000,550395.000,513342.000,19195.000,11824.000,10524.000,10132.000,8461.000,9020.000,100.000,100.000,100.000,100.000,100.000
LiabilitiesCurrent,16311.000,195690.000,339482.000,609187.000,737918.000,858377.000,964546.000,1214317.000,1377565.000,1267231.000,1390979.000,1544424.000,1938001.000,2055712.000,2157777.000,72204.000,82450.000,91559.000,104835.000,230328.000
MachineryAndEquipmentGross,,,,,,,,67898.000,,,,,,,,,,,,
MinorityInterest,,,,,,,,142896.000,108337.000,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,300000.000,300000.000,300000.000,,,,,
NotesPayableRelatedPartiesCurrent,12000.000,,,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,,,,,550000.000,550000.000,300000.000,300000.000,300000.000,,,,,,,,
OtherAssetsCurrent,,33.000,33.000,33.000,33.000,33.000,57.000,9430.000,1823.000,289.000,289.000,289.000,289.000,289.000,289.000,,,,,
