,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27
AccountsPayableCurrent,94200000.000,106400000.000,105900000.000,97100000.000,54300000.000,73000000.000,57400000.000,57400000.000,60700000.000,57300000.000,54800000.000
AccountsReceivableNetCurrent,318900000.000,342200000.000,297300000.000,317600000.000,299500000.000,277400000.000,284800000.000,246800000.000,199600000.000,200200000.000,187100000.000
AccruedLiabilitiesCurrent,89200000.000,80600000.000,74600000.000,78400000.000,74100000.000,78500000.000,76000000.000,78500000.000,60100000.000,62700000.000,66700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,394600000.000,404300000.000,398300000.000,390800000.000,396700000.000,383400000.000,379800000.000,389600000.000,385700000.000,389000000.000,390400000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,3000000.000,2800000.000,4000000.000,2400000.000,100000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,83200000.000,45600000.000,65600000.000,94900000.000,86800000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,134000000.000,146700000.000,112200000.000,89800000.000,102500000.000,71400000.000,88700000.000,99000000.000,88600000.000,87200000.000,91600000.000
AdditionalPaidInCapital,1555500000.000,1564100000.000,1570400000.000,1572400000.000,1577800000.000,1582700000.000,1588200000.000,1592200000.000,1595400000.000,1597400000.000,1599100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1400000.000,1400000.000,1400000.000,1300000.000,1300000.000,1300000.000,1300000.000,1300000.000,1300000.000,1000000.000,1000000.000
Assets,2505900000.000,2470100000.000,2279300000.000,2248000000.000,2126200000.000,2033200000.000,2023700000.000,1638100000.000,1545200000.000,1539100000.000,1518600000.000
AssetsCurrent,1821200000.000,1788700000.000,1720900000.000,1696800000.000,1652800000.000,1580800000.000,1580300000.000,1189700000.000,1130200000.000,1139500000.000,1121900000.000
AssetsFairValueDisclosureRecurring,,1012100000.000,999700000.000,1035000000.000,1044900000.000,952900000.000,1008600000.000,575800000.000,411100000.000,519300000.000,469000000.000
AvailableForSaleSecurities,,,,,,,,,,274500000.000,234600000.000
AvailableForSaleSecuritiesAmortizedCost,,844700000.000,834900000.000,841200000.000,817300000.000,767200000.000,800300000.000,377500000.000,200800000.000,277000000.000,237100000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,372600000.000,222000000.000,136500000.000,266400000.000,211300000.000,67800000.000,,71700000.000,174700000.000,169200000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,370200000.000,222000000.000,136500000.000,266400000.000,211300000.000,67800000.000,,71700000.000,174700000.000,169200000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,2400000.000,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,555400000.000,497500000.000,454400000.000,451800000.000,489700000.000,438300000.000,205500000.000,43300000.000,106400000.000,85100000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,554600000.000,497700000.000,456300000.000,455100000.000,492900000.000,442800000.000,207800000.000,43300000.000,105000000.000,84100000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,179800000.000,245000000.000,296000000.000,281800000.000,188000000.000,262800000.000,117100000.000,64900000.000,65300000.000,56200000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,180300000.000,245500000.000,296400000.000,282100000.000,188300000.000,264500000.000,117400000.000,65100000.000,65400000.000,56300000.000
AvailableForSaleSecuritiesFairValueDisclosure,,844400000.000,835900000.000,843900000.000,821200000.000,771200000.000,806900000.000,380700000.000,201300000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,2600000.000,2300000.000,900000.000,600000.000,700000.000,700000.000,,300000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,100000.000,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,2600000.000,2300000.000,900000.000,600000.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,700000.000,700000.000,,300000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,2500000.000,2300000.000,900000.000,600000.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,700000.000,700000.000,,300000.000,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,2300000.000,3300000.000,3600000.000,4500000.000,4700000.000,7300000.000,3200000.000,800000.000,,
BuildingsAndImprovementsGross,208600000.000,209800000.000,203300000.000,197400000.000,193300000.000,188500000.000,190700000.000,193500000.000,188800000.000,189100000.000,188700000.000
CashAndCashEquivalentsAtCarryingValue,190700000.000,213600000.000,194200000.000,132700000.000,112800000.000,166500000.000,134900000.000,223700000.000,370300000.000,267200000.000,316500000.000
CashCashEquivalentsAndShortTermInvestments,1057200000.000,1058000000.000,1030100000.000,976600000.000,934000000.000,937700000.000,941800000.000,604400000.000,571600000.000,541700000.000,551100000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,502881004.000,505010116.000,505151032.000,505238503.000,506812428.000,508071837.000,508766423.000,508846484.000,510921560.000,511434268.000,511538057.000
CommonStockValue,5000000.000,5000000.000,5100000.000,5100000.000,5100000.000,5100000.000,5100000.000,5100000.000,5100000.000,5100000.000,5100000.000
CostMethodInvestments,,5700000.000,4100000.000,3200000.000,2900000.000,2700000.000,2500000.000,1800000.000,1700000.000,1600000.000,1500000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,,20900000.000,,,,16700000.000,,,
DeferredCompensationLiabilityCurrent,,,,2000000.000,,,,2000000.000,,,
DeferredRevenueCurrent,52600000.000,65900000.000,35800000.000,40800000.000,49700000.000,34000000.000,21500000.000,20300000.000,26700000.000,25500000.000,21400000.000
DeferredTaxAssetsInventory,,,,30600000.000,,,,29800000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,2500000.000,,,,-5400000.000,,,
DeferredTaxAssetsNet,,,,317900000.000,,,,368400000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,179500000.000,,,,229600000.000,,,
DeferredTaxAssetsOther,,,,11300000.000,,,,13100000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,13700000.000,,,,6100000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,22800000.000,,,,17200000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,14700000.000,,,,15300000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,5700000.000,,,,5700000.000,,,
DeferredTaxAssetsValuationAllowance,,,,113800000.000,,,,134300000.000,,,
