,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,479428.000,,,805700.000,881744.000,1073724.000
AccountsPayableCurrentAndNoncurrent,,183935.000,38456.000,4724.000,1959.000,7559.000,1359.000,0.000,0.000,0.000,4312.000,,,4686.000,0.000,0.000,,4026.000,0.000,,,
AccruedLiabilitiesCurrentAndNoncurrent,,915110.000,206688.000,254975.000,164896.000,337827.000,402629.000,480792.000,477594.000,588467.000,194149.000,242564.000,302510.000,355349.000,425130.000,436142.000,,631839.000,708384.000,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,10817.000,14750.000,18683.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,0.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,4729463.000,4803463.000,4828130.000,5252336.000,5254135.000,5254135.000,5254135.000,5254135.000,2374981.000,2922975.000,2922975.000,2922975.000,2922982.000,2922982.000,2922982.000,3108471.000,3108471.000,3108471.000,3108471.000,3108471.000,3108471.000
AllowanceForDoubtfulOtherReceivablesCurrent,,139204.000,5592.000,6707.000,6724.000,7506.000,10066.000,5625.000,9395.000,5485.000,4935.000,6249.000,8969.000,9835.000,4879.000,6215.000,734.000,790.000,1148.000,1471.000,1098.000,2426.000
Assets,,16373859.000,16133529.000,16523187.000,16239527.000,16009795.000,15988811.000,15832231.000,1585843.000,1424324.000,1265546.000,1364753.000,1197899.000,1193918.000,1108440.000,970710.000,1498718.000,1398890.000,1152294.000,1088296.000,975161.000,853775.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,14333802.000,14373002.000,14324287.000,14198806.000,14283422.000,14280381.000,49881.000,45793.000,0.000,0.000,0.000,0.000,,,,,,,,
AvailableForSaleSecurities,,0.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,1187081.000,824791.000,1224566.000,1053156.000,852674.000,775704.000,719913.000,703635.000,477077.000,476634.000,589780.000,454331.000,442613.000,389507.000,253977.000,590592.000,442922.000,379498.000,301056.000,216770.000,78400.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,0.100,,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.100,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DebtInstrumentInterestRateStatedPercentage,,,,,,0.094,0.094,0.094,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,154506.000,150438.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,1982111.000,,3287507.000,3559461.000,4052063.000,0.000,0.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,718676.000,,544480.000,629096.000,604213.000,49881.000,45793.000,0.000,0.000,0.000,0.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,750632.000,,546185.000,624909.000,570135.000,18867.000,48368.000,0.000,0.000,0.000,0.000,,,,,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,593750.000,593750.000,593750.000,593750.000,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,563750.000,,563750.000,0.000,0.000,0.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,426000.000,426000.000,592000.000,592000.000,592000.000,592000.000,592000.000,592000.000,592000.000,592000.000,,592000.000,,,,,,,
EquityMethodInvestments,,0.000,,,,,,,,,,,,,,,,,,,,
EscrowDeposit,,,,,,,,,,,,,,,,,,,135679.000,158335.000,94966.000,138135.000
FairValueAssumptionsExercisePrice,,,,,,,,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000
FixturesAndEquipmentGross,,,,50026.000,50026.000,50026.000,50026.000,50026.000,50026.000,50026.000,50026.000,51469.000,51469.000,52372.000,53871.000,55496.000,39417.000,44030.000,44030.000,50375.000,50375.000,50375.000
InvestmentBuildingAndBuildingImprovements,,,,960714.000,960714.000,982408.000,985287.000,985287.000,985287.000,987689.000,987689.000,989340.000,989340.000,989340.000,989340.000,991373.000,991373.000,995215.000,1001984.000,1039984.000,1039984.000,1039984.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,0.000,0.000,,,,,,,,,,,,,,,,,
Land,,,,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000,79100.000
