,2014-08-31
AllocatedShareBasedCompensationExpense,8600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,14333000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,0.020
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.020
BusinessAcquisitionsProFormaNetIncomeLoss,2632000.000
BusinessAcquisitionsProFormaRevenue,255602000.000
BusinessCombinationAcquisitionRelatedCosts,272000.000
ComprehensiveIncomeNetOfTax,-13240000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,28000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-13212000.000
CostOfRevenue,80934000.000
EarningsPerShareBasic,0.020
EarningsPerShareDiluted,0.020
EffectiveIncomeTaxRateContinuingOperations,0.720
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2400000.000
GeneralAndAdministrativeExpense,17286000.000
GrossProfit,174668000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,9369000.000
IncomeTaxExpenseBenefit,6700000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,2000000.000
InterestIncomeExpenseNet,-8395000.000
LeaseAndRentalExpense,4700000.000
LicenseCosts,15774000.000
LicensesRevenue,85938000.000
NetIncomeLoss,2632000.000
NetIncomeLossAttributableToNoncontrollingInterest,37000.000
OperatingExpenses,157032000.000
OperatingIncomeLoss,17636000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-16035000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,154000.000
OtherNonoperatingIncomeExpense,128000.000
ProfitLoss,2669000.000
ResearchAndDevelopmentExpense,41866000.000
RestructuringCharges,-108000.000
Revenues,255602000.000
SalesRevenueNet,255602000.000
SellingAndMarketingExpense,93222000.000
WeightedAverageNumberOfDilutedSharesOutstanding,166267000.000
WeightedAverageNumberOfSharesOutstandingBasic,163429000.000
