,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,45063000.000,51758000.000,45252000.000,46709000.000,48729000.000,51326000.000,47695000.000,51974000.000,52252000.000,49542000.000,41999000.000,51788000.000,47372000.000,47376000.000,39410000.000,48147000.000,50106000.000,44921000.000,38809000.000,46037000.000,47297000.000,44997000.000,40512000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,1189000.000,,,,890000.000,,,,,,28000.000,,,,18000.000,
AccountsReceivableNetCurrent,62461000.000,56984000.000,48032000.000,47472000.000,53432000.000,50978000.000,50425000.000,48689000.000,54277000.000,54275000.000,50330000.000,52603000.000,59212000.000,59303000.000,52513000.000,63509000.000,63835000.000,60167000.000,53034000.000,61083000.000,63355000.000,61196000.000,55627000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,5363000.000,5397000.000,,5320000.000,,,,,,5221000.000,,,,5866000.000,
AccrualForEnvironmentalLossContingenciesDiscount,,,,,,,,225000.000,,,,28000.000,,,,,,23000.000,,,,-391000.000,
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,0.027,0.027,0.027,0.027,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,5072000.000,,,,5292000.000,,,,,,5198000.000,,,,5475000.000,
AccrualForEnvironmentalLossContingenciesNet,,,,,5244000.000,5279000.000,5313000.000,5297000.000,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,,,,,,,,750000.000,,,,750000.000,,,,,,749000.000,,,,993000.000,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,,,,,,,,42000.000,,,,42000.000,,,,,,25000.000,,,,33000.000,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,,,,,,,,26000.000,,,,27000.000,,,,,,40000.000,,,,51000.000,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,,,,,,,,3368000.000,,,,3399000.000,,,,,,3256000.000,,,,2892000.000,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,,,,,,,,661000.000,,,,1029000.000,,,,,,855000.000,,,,1386000.000,
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,,,,,,225000.000,,,,45000.000,,,,,,273000.000,,,,120000.000,
AccruedCappingClosurePostClosureAndEnvironmentalCosts,1633000.000,4602000.000,4668000.000,4907000.000,4434000.000,7069000.000,4903000.000,3835000.000,5939000.000,5281000.000,5714000.000,7312000.000,4669000.000,3827000.000,1985000.000,1658000.000,795000.000,732000.000,706000.000,604000.000,612000.000,668000.000,705000.000
AccruedCappingClosurePostClosureAndEnvironmentalCostsNoncurrent,36049000.000,34245000.000,35301000.000,34722000.000,36059000.000,34220000.000,37681000.000,39335000.000,38810000.000,40700000.000,41220000.000,37342000.000,38846000.000,40451000.000,38609000.000,39968000.000,41309000.000,40309000.000,41549000.000,42874000.000,44288000.000,43539000.000,44897000.000
