,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,56120000.000,58346000.000,70285000.000,66635000.000,71806000.000,77240000.000,80213000.000,74225000.000,75894000.000,88420000.000,82552000.000,89146000.000,94118000.000,125392000.000,131617000.000,114596000.000,120198000.000,143833000.000,150213000.000,149202000.000,133779000.000,145069000.000,146400000.000,152881000.000,133119000.000
AccountsReceivableNetCurrent,231171000.000,252462000.000,283710000.000,290854000.000,315144000.000,294890000.000,314577000.000,322246000.000,342434000.000,361894000.000,370077000.000,388996000.000,383304000.000,451995000.000,456461000.000,465473000.000,467094000.000,524134000.000,524503000.000,614494000.000,622709000.000,627135000.000,637921000.000,634902000.000,615348000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,30000000.000,29900000.000,32600000.000,32500000.000,32300000.000,32000000.000,30800000.000,30400000.000,30400000.000,30500000.000,30900000.000,31400000.000
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,,,,,,,,0.028,0.027,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,,,,,,,39700000.000,38500000.000,,,,,,,,,,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,,,2500000.000,1300000.000,2900000.000,3200000.000,3100000.000,2800000.000,2100000.000,,,,,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,,,,,,27500000.000,28600000.000,29700000.000,29300000.000,29200000.000,29200000.000,28700000.000,,,,,
AccruedIncomeTaxesCurrent,,,,6178000.000,,,,,,,,,,,,,,,,,,,,,
AccruedInsuranceCurrent,,,,30376000.000,,,,31146000.000,,,,29363000.000,,,,40387000.000,,,,43390000.000,,,,53637000.000,
AccruedLiabilitiesCurrent,127623000.000,114221000.000,140975000.000,140521000.000,146333000.000,117845000.000,122010000.000,135321000.000,137511000.000,122430000.000,135472000.000,107445000.000,118606000.000,121475000.000,139025000.000,131743000.000,157047000.000,151310000.000,192506000.000,197329000.000,218933000.000,182814000.000,211762000.000,228526000.000,243871000.000
AccruedProfessionalFeesCurrent,,,,2011000.000,,,,6930000.000,,,,3097000.000,,,,3703000.000,,,,6948000.000,,,,10109000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,232305000.000,,,,276018000.000,,,,323031000.000,,,,364124000.000,374115000.000,394955000.000,402113000.000,426019000.000,453753000.000,479907000.000,489347000.000,495215000.000,522053000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3931000.000,-287000.000,-32870000.000,-45984000.000,-29538000.000,-57736000.000,-41602000.000,-39064000.000,-62069000.000,-78564000.000,-54998000.000,-56468000.000,-57128000.000,-45554000.000,-95351000.000,-138419000.000,-206434000.000,-180907000.000,-237246000.000,-282631000.000,-265018000.000,-297558000.000,-314500000.000,-367643000.000,-341119000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,1166457000.000,1161983000.000
AdditionalPaidInCapitalCommonStock,75146000.000,94365000.000,26721000.000,0.000,22798000.000,51787000.000,84046000.000,116720000.000,139676000.000,159961000.000,177706000.000,195110000.000,212847000.000,237053000.000,256641000.000,289211000.000,331428000.000,354639000.000,1125667000.000,1143020000.000,1172962000.000,1183140000.000,1167756000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,9916000.000,10376000.000,18546000.000,18905000.000,19395000.000,18612000.000,18711000.000,19443000.000,20204000.000,17918000.000,18268000.000,19134000.000,18687000.000,18646000.000,19478000.000,19083000.000,19176000.000,19890000.000,19896000.000,22329000.000,22964000.000,24457000.000,26119000.000,49645000.000,48181000.000
Assets,2643637000.000,2965596000.000,3155508000.000,3177090000.000,3275234000.000,3341654000.000,3411596000.000,3546738000.000,3542211000.000,3618425000.000,3845129000.000,3882797000.000,3865579000.000,4437281000.000,4445634000.000,4401722000.000,4383514000.000,4526944000.000,5176457000.000,7077450000.000,7112544000.000,7146368000.000,7057264000.000,6980061000.000,6996856000.000
AssetsCurrent,337663000.000,371647000.000,384842000.000,390596000.000,427078000.000,436128000.000,417385000.000,441286000.000,437955000.000,467765000.000,527972000.000,535089000.000,502886000.000,566875000.000,592677000.000,580216000.000,596063000.000,660193000.000,1319465000.000,761828000.000,757358000.000,770362000.000,773938000.000,773618000.000,759924000.000
AssetsFairValueDisclosure,,57262000.000,23811000.000,22927000.000,30682000.000,54631000.000,17154000.000,31827000.000,13201000.000,18461000.000,64027000.000,62404000.000,43411000.000,25814000.000,42464000.000,23131000.000,39456000.000,33752000.000,670282000.000,56910000.000,46673000.000,45103000.000,41107000.000,878000.000,852000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,9134000.000,9628000.000
BuildingsAndImprovementsGross,,,,100765000.000,,,,106388000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,7644000.000,9921000.000,12005000.000,10266000.000,22861000.000,18511000.000,15807000.000,16559000.000,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,4383000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,19543000.000,280823000.000,467430000.000,479661000.000,28182000.000,111716000.000,153390000.000,229684000.000,18899000.000,63401000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,-370000.000,5114000.000,12731000.000,8182000.000,760000.000,1661000.000,18585000.000,15070000.000,955000.000,3378000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,20273000.000,290859000.000,509277000.000,537999000.000,43065000.000,146044000.000,215652000.000,335422000.000,29353000.000,86307000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,20273000.000,290859000.000,509277000.000,537999000.000,43065000.000,146044000.000,215652000.000,335422000.000,29353000.000,86307000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,-2642000.000,-27413000.000,-53913000.000,-60437000.000,-8798000.000,-11889000.000,-17002000.000,-20186000.000,-2009000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,5866000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,10849000.000,229921000.000,345780000.000,342486000.000,,56482000.000,87410000.000,147156000.000,18434000.000,58450000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,5600000.000,9500000.000,29700000.000,50600000.000,10500000.000,57500000.000,56700000.000,80400000.000,5300000.000,22300000.000,70200000.000,84600000.000,9000000.000,75200000.000,99000000.000,125000000.000,6000000.000,21000000.000,28000000.000,528600000.000,20700000.000,28800000.000,35400000.000,40300000.000,16900000.000
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,14500000.000,23400000.000,23400000.000,23400000.000,22700000.000,800000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,70112000.000,98706000.000,150149000.000,11117000.000,34108000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,1240000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncontrollingInterest,,,,,,-8878000.000,-15611000.000,-15611000.000,,1846000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,526000.000,1235000.000,1168000.000,,124000.000,334000.000,3348000.000,4353000.000,448000.000,3448000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,2859000.000,7125000.000,27548000.000,29897000.000,901000.000,9649000.000,21572000.000,30426000.000,2182000.000,8993000.000,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,13943000.000,12527000.000,17482000.000,29256000.000,28806000.000,19941000.000,28423000.000,26890000.000,25835000.000,25390000.000,22967000.000,23357000.000,22668000.000,24119000.000,24877000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,1712000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,,,,,,,,,,23235000.000,35600000.000,13639000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,,,,,,,,156000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,-158000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,30816000.000
CapitalLeaseObligationsCurrent,,,,2202000.000,,,,2360000.000,,,,3472000.000,,,,3630000.000,,,,4182000.000,,,,2805000.000,
CapitalLeaseObligationsNoncurrent,,,,2477000.000,,,,2874000.000,,,,3871000.000,,,,5555000.000,,,,10842000.000,,,,8316000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,6463000.000,,,,6610000.000,,,,9635000.000,,,,10033000.000,,,,15843000.000,,,,11944000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,5435000.000,,,,5823000.000,,,,8315000.000,,,,11436000.000,,,,16229000.000,,,,13383000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,2572000.000,,,,2590000.000,,,,3991000.000,,,,4788000.000,,,,4622000.000,,,,3692000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,253000.000,,,,92000.000,,,,40000.000,,,,62000.000,,,,1557000.000,,,,2119000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,394000.000,,,,354000.000,,,,374000.000,,,,90000.000,,,,2226000.000,,,,2093000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,556000.000,,,,728000.000,,,,1073000.000,,,,2664000.000,,,,2041000.000,,,,2614000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,1184000.000,,,,1633000.000,,,,2448000.000,,,,3379000.000,,,,5364000.000,,,,2759000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,476000.000,,,,426000.000,,,,389000.000,,,,453000.000,,,,419000.000,,,,106000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,756000.000,,,,589000.000,,,,972000.000,,,,2251000.000,,,,1205000.000,,,,2262000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,4679000.000,,,,5234000.000,,,,7343000.000,,,,9185000.000,,,,15024000.000,,,,11121000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,2845000.000,,,,4059000.000,,,,3905000.000,,,,5375000.000,,,,7148000.000,,,,5523000.000,
CapitalizedComputerSoftwareGross,,,,14912000.000,,,,19495000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,24656000.000,38199000.000,23395000.000,22511000.000,30262000.000,54213000.000,16205000.000,31324000.000,12722000.000,18001000.000,63580000.000,61991000.000,43058000.000,25326000.000,41985000.000,22236000.000,38283000.000,32956000.000,32883000.000,55634000.000,45655000.000,44320000.000,40291000.000,44189000.000,47023000.000
CashAndCashEquivalentsFairValueDisclosure,24656000.000,38199000.000,23395000.000,22511000.000,30262000.000,54213000.000,16205000.000,31324000.000,12722000.000,18001000.000,63580000.000,61991000.000,43058000.000,25326000.000,41985000.000,22236000.000,38283000.000,32956000.000,32883000.000,55634000.000,45655000.000,44320000.000,40291000.000,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,10808159.000,,,,8997060.000,,,,8056772.000,,,,9450645.000,,,,8637762.000,,,,8054670.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,85702145.000,86047759.000,85196102.000,84696227.000,84994111.000,85478988.000,85924721.000,85987883.000,86218005.000,85920543.000,85692918.000,85500037.000,85008833.000,84753696.000,84774015.000,84883517.000,85208191.000,84823229.000,84942134.000,84852584.000,84829822.000,84965277.000,85060835.000,85152700.000,85261769.000
CommonStockSharesOutstanding,85702145.000,86047759.000,85196102.000,84696227.000,84994111.000,85478988.000,85924721.000,85987883.000,86218005.000,85920543.000,85692918.000,85500037.000,85008833.000,84753696.000,84774015.000,84883517.000,85208191.000,84823229.000,84942134.000,84852584.000,84829822.000,84965277.000,85060835.000,85152700.000,85261769.000
CommonStockValue,857000.000,860000.000,852000.000,847000.000,850000.000,855000.000,859000.000,860000.000,862000.000,859000.000,857000.000,855000.000,850000.000,848000.000,848000.000,849000.000,852000.000,848000.000,849000.000,849000.000,848000.000,850000.000,851000.000,852000.000,853000.000
ConstructionInProgressGross,,,,18645000.000,,,,30925000.000,,,,,,,,,,,,,,,,,
