,2012-01-31,2012-04-30,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,5379.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-88275.000,,,,0.000,,,,264000.000,,,,69132.000,
CashPeriodIncreaseDecrease,-37259.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-766000.000,-920218.000,-1077439.000,-179421.000,-197535.000,-234753.000
ConversionOfStockSharesConverted1,,,,,,,,,,,,,,,,3125000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,5121.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.010,0.020,-0.050,0.000,0.000
GainLossOnSaleOfOilAndGasProperty,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
GeneralAndAdministrativeExpense,124705.000,186406.000,92262.000,99807.000,86151.000,37292.000,12157.000,8330.000,8867.000,4965.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-166000.000,-820218.000,177439.000,2151857.000,-197535.000,-226028.000
IncomeTaxesPaidNet,,,0.000,,,,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,,40602.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,41440.000,,6024.000,,,,,,,,88000.000,,,,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,0.000,,,,,,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,-12624.000,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,,21869.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,,,,,60000.000,
IncreaseDecreaseInNotesReceivableCurrent,,,0.000,,,,0.000,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,12157.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,-229305.000,,10587.000,,,,0.000,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,13846.000
InterestIncomeExpenseNet,,,,,,,,,0.000,,,,,,,
InterestIncomeExpenseNonoperatingNet,376.000,,,,,,,,,,,,,,,
InterestPaidNet,,,0.000,,,,0.000,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,2000.000,,,,,
LeaseAndRentalExpense,,,,,,,,,,,,,,,600.000,600.000
LicenseCosts,,,,,,,,,,,1693000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,0.000,,,,340000.000,,,,112000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,340000.000,,,,112000.000,
NetCashProvidedByUsedInInvestingActivities,-183675.000,,0.000,,,,0.000,,,,,,,,-24680.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-183675.000,,0.000,,,,0.000,,,,,,,,-24680.000,
NetCashProvidedByUsedInOperatingActivities,146416.000,,-88275.000,,,,0.000,,,,-76000.000,,,,-18188.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,146416.000,,-88275.000,,,,0.000,,,,-76000.000,,,,-18188.000,
NetIncomeLoss,-124329.000,-186406.000,-92262.000,-99807.000,-86151.000,,,,,,-166000.000,-820218.000,-2177439.000,-179421.000,-197535.000,-234753.000
NoncashMergerRelatedCosts,,,,,,,,,,,,641126.000,,,,
NonoperatingIncomeExpense,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
OperatingExpenses,,,,,,,,,,,166000.000,,,,,226028.000
