,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,103000000.000,93200000.000,89800000.000,92800000.000,95500000.000,102700000.000,101900000.000,112100000.000,108200000.000,103400000.000,165700000.000,185600000.000,172900000.000,167700000.000,153500000.000,166800000.000,189000000.000,182800000.000,201300000.000,178400000.000,187600000.000,307900000.000,296900000.000,301900000.000
AccountsReceivableNetCurrent,185700000.000,185500000.000,212000000.000,190000000.000,204500000.000,195700000.000,216000000.000,185900000.000,185500000.000,194100000.000,253500000.000,265500000.000,270400000.000,256000000.000,238900000.000,231800000.000,256400000.000,260400000.000,244900000.000,270400000.000,268400000.000,484200000.000,423900000.000,375700000.000
AccruedAdvertisingCurrent,,,,,43700000.000,42600000.000,38600000.000,42700000.000,44100000.000,42700000.000,42900000.000,50300000.000,52000000.000,48100000.000,44900000.000,51500000.000,40600000.000,39000000.000,38400000.000,45200000.000,37000000.000,65100000.000,66700000.000,78400000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,226000000.000,228900000.000,231100000.000,236400000.000,243100000.000,251500000.000,257700000.000,244500000.000,250500000.000,255700000.000,263600000.000,272000000.000,271700000.000,281300000.000,286300000.000,294800000.000,304700000.000,342600000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,235300000.000,,,,217700000.000,,,,224400000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-148300000.000,-156300000.000,-200900000.000,-195900000.000,-193000000.000,-193100000.000,-208200000.000,-207100000.000,-209100000.000,-206000000.000,-149800000.000,-148000000.000,-149200000.000,-165800000.000,-243200000.000,-256800000.000,-254300000.000,-255600000.000,-245300000.000,-241700000.000,-236900000.000,-231600000.000,-251700000.000,-241800000.000
AdditionalPaidInCapitalCommonStock,1013300000.000,1013700000.000,1014100000.000,1015000000.000,1015000000.000,1015100000.000,1015100000.000,1015100000.000,1015100000.000,1015100000.000,1015300000.000,1015500000.000,1015800000.000,1019000000.000,1020900000.000,1022600000.000,1023800000.000,1024800000.000,1026300000.000,1028500000.000,1029700000.000,1031200000.000,1033200000.000,1034900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3100000.000,3100000.000,3200000.000,3900000.000,3900000.000,4300000.000,3500000.000,3500000.000,3400000.000,3400000.000,4200000.000,5800000.000,6900000.000,6100000.000,9300000.000,8900000.000,9900000.000,10100000.000,10500000.000,10300000.000,10700000.000,11000000.000,11100000.000,11800000.000
Assets,1100000000.000,1081700000.000,1157100000.000,1156700000.000,1173900000.000,1183600000.000,1236600000.000,1241900000.000,1269700000.000,1259400000.000,2123900000.000,2105100000.000,1938700000.000,1912600000.000,1944100000.000,1873700000.000,1926600000.000,1924500000.000,2014300000.000,1887700000.000,1914800000.000,3113700000.000,3023500000.000,2999000000.000
AssetsCurrent,465200000.000,472500000.000,518700000.000,512400000.000,534100000.000,490200000.000,541200000.000,539400000.000,577900000.000,577000000.000,799100000.000,783800000.000,742600000.000,744900000.000,773800000.000,735500000.000,772700000.000,780500000.000,866900000.000,731300000.000,738100000.000,1205300000.000,1124100000.000,1060900000.000
AssetsFairValueDisclosure,,,,,0.000,,100000.000,,,,,,,,,500000.000,700000.000,2800000.000,2000000.000,900000.000,1100000.000,1400000.000,2300000.000,1300000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,66200000.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,5600000.000,,,,7300000.000,,,,7700000.000,,,,5400000.000,,,,3500000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2500000.000,,,,3400000.000,,,,3700000.000,,,,3100000.000,,,,1900000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,0.000,,,,100000.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,300000.000,,,,300000.000,,,,200000.000,,,,300000.000,,,,100000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,900000.000,,,,1400000.000,,,,1000000.000,,,,600000.000,,,,500000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,1900000.000,,,,2200000.000,,,,2700000.000,,,,1400000.000,,,,1000000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
CashAndCashEquivalentsAtCarryingValue,44900000.000,49900000.000,101700000.000,87500000.000,79800000.000,45200000.000,116300000.000,120800000.000,141300000.000,139300000.000,244100000.000,196300000.000,157700000.000,178400000.000,275300000.000,208200000.000,199000000.000,181200000.000,326900000.000,182200000.000,185800000.000,99200000.000,186800000.000,121500000.000
CashEquivalentsAtCarryingValue,,,,,,,3400000.000,,,,1200000.000,,,,6300000.000,,,,1600000.000,,,,2500000.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,6565000.000,,,,6565000.000,,,,6565000.000,
DebtInstrumentCarryingAmount,,,,,,,1176400000.000,,,,1934300000.000,,,,1868700000.000,,,,1837200000.000,,,,2746000000.000,
DebtInstrumentUnamortizedDiscount,,,,,,,9100000.000,,,,6600000.000,,,,4800000.000,,,,3500000.000,,,,64800000.000,
DeferredIncomeTaxLiabilities,,,,,,,39100000.000,,,,169600000.000,,,,169400000.000,,,,175500000.000,,,,216000000.000,
DeferredTaxAssetsGross,,,,,,,373200000.000,,,,363500000.000,,,,335300000.000,,,,292100000.000,,,,436700000.000,
DeferredTaxAssetsInventory,,,,,,,3600000.000,,,,9100000.000,,,,7600000.000,,,,7300000.000,,,,30900000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,263500000.000,,,,132200000.000,,,,108800000.000,,,,69500000.000,,,,139300000.000,
DeferredTaxAssetsNet,,,,,,,302600000.000,,,,301800000.000,,,,278200000.000,,,,245000000.000,,,,355300000.000,
DeferredTaxAssetsNetCurrent,41700000.000,44400000.000,49800000.000,50400000.000,50000000.000,49800000.000,48500000.000,49400000.000,49700000.000,50100000.000,65100000.000,61200000.000,62300000.000,61800000.000,58400000.000,57700000.000,59200000.000,59800000.000,58000000.000,,,,,
DeferredTaxAssetsNetNoncurrent,222700000.000,205600000.000,232100000.000,226300000.000,219200000.000,211400000.000,215200000.000,215300000.000,203900000.000,195200000.000,179600000.000,172600000.000,47100000.000,38600000.000,53100000.000,52300000.000,35900000.000,33400000.000,40300000.000,68600000.000,64900000.000,142100000.000,149700000.000,193500000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,153400000.000,,,,140700000.000,,,,94100000.000,,,,47200000.000,,,,140400000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,51100000.000,,,,69900000.000,,,,57900000.000,,,,51400000.000,,,,50500000.000,
DeferredTaxAssetsOther,,,,,,,32500000.000,,,,42900000.000,,,,46100000.000,,,,52700000.000,,,,89400000.000,
DeferredTaxAssetsStateTaxes,,,,,,,2300000.000,,,,2300000.000,,,,2700000.000,,,,0.000,,,,,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,,,,,,,,,,,,,,,,36300000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,98900000.000,,,,65000000.000,,,,100700000.000,,,,96700000.000,,,,91700000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,,,,31400000.000,,,,33600000.000,,,,26200000.000,,,,25800000.000,,,,23900000.000,
DeferredTaxAssetsUnrealizedCurrencyLosses,,,,,,,,,,,,,,,,,,,11000000.000,,,,9900000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,70600000.000,,,,61700000.000,,,,57100000.000,,,,47100000.000,,,,81400000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,,,,,,,,-88000000.000,,,,82400000.000,,,,132400000.000,
DeferredTaxLiabilitiesOther,,,,,,,21000000.000,,,,45200000.000,,,,-55300000.000,,,,63200000.000,,,,57600000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,17000000.000,,,,126300000.000,,,,30000000.000,,,,29900000.000,,,,26000000.000,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,,,,1100000.000,,,,-1900000.000,,,,-3900000.000,,,,,,,,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,,,,,,,,,,,,,,,649000000.000,,,,640200000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,,,,,,268800000.000,,,,172900000.000,,,,280100000.000,,,,260800000.000,,,,270200000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeLossAfterTax,,,,,,,231500000.000,,,,170500000.000,,,,,,,,,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,,,-268800000.000,,,,-172900000.000,,,,-280100000.000,,,,-260800000.000,,,,-270200000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
DefinedBenefitPlanBenefitObligation,,,,,,,,,,,,,,,,,,,649400000.000,,,,640500000.000,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,35000000.000,30000000.000,,20000000.000,20000000.000,,,,,,,,,,,,,,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,,,20000000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,520200000.000,,,,557600000.000,,,,567700000.000,,,,473900000.000,,,,464000000.000,
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,,3500000.000,,,,,,,,,,,,,
