,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3612872.000,,
CostOfGoodsSold,572928.000,490012.000,435237.000,503080.000,545625.000
CostOfRevenue,602586.000,517406.000,461105.000,528560.000,569243.000
CostOfServices,29658.000,27394.000,25868.000,25480.000,23618.000
CurrentFederalTaxExpenseBenefit,,,,,0.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,0.000
DeferredFederalIncomeTaxExpenseBenefit,,,,-321000.000,-252000.000
DeferredIncomeTaxExpenseBenefit,,,,-406000.000,-320000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,-85000.000,-68000.000
Depreciation,,,60960.000,62426.000,64644.000
DepreciationDepletionAndAmortization,67102.000,65132.000,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-5.580,-1.630,-1.310
GeneralAndAdministrativeExpense,854865.000,812830.000,1352667.000,1045234.000,870643.000
GrossProfit,612956.000,593295.000,484683.000,579591.000,664106.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-824772.000,-807010.000,-1633753.000,-950958.000,-754283.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,0.000
IncomeTaxesPaid,,,,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,42565.000,,
IncreaseDecreaseInAccountsReceivable,,,-111694.000,,
IncreaseDecreaseInAccruedLiabilities,,,-52412.000,,
IncreaseDecreaseInDeferredRevenue,,,51769.000,,
IncreaseDecreaseInInterestPayableNet,,,251859.000,,
IncreaseDecreaseInInventories,,,72667.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-14.000,,
IncreaseDecreaseInPrepaidExpense,,,30045.000,,
InterestExpenseRelatedParty,244823.000,256707.000,251859.000,,
InterestPaid,,,,0.000,0.000
InvestmentIncomeInterest,12.000,70.000,1395.000,1445.000,875.000
NetCashProvidedByUsedInFinancingActivities,,,5003500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,5003500.000,,
NetCashProvidedByUsedInOperatingActivities,,,-1262483.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1262483.000,,
NetIncomeLoss,-824772.000,-807010.000,-1633753.000,-950958.000,-754283.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-1641978.000,-1001149.000,-804361.000
NonoperatingIncomeExpense,-244811.000,-256637.000,-250464.000,1445.000,875.000
OperatingExpenses,1192917.000,1143668.000,1867972.000,1531994.000,1419264.000
OperatingIncomeLoss,-579961.000,-550373.000,-1383289.000,-952403.000,-755158.000
PaymentsToAcquirePropertyPlantAndEquipment,,,128145.000,,26105.000
ProceedsFromIssuanceOfCommonStock,,,3500.000,,
ProceedsFromRelatedPartyDebt,,,5000000.000,,
ProvisionForOtherCreditLosses,,,3416.000,,
RedeemablePreferredStockDividends,,,8225.000,50191.000,50078.000
Revenues,1215542.000,1110701.000,945788.000,1108151.000,1233349.000
SalesRevenueGoodsGross,1042772.000,942336.000,821202.000,990587.000,1127507.000
SalesRevenueNet,1215542.000,1110701.000,945788.000,1108151.000,1233349.000
SalesRevenueServicesNet,172770.000,168365.000,124586.000,117564.000,105842.000
SellingAndMarketingExpense,270950.000,265706.000,454345.000,424334.000,483977.000
ShareBasedCompensation,,,4145.000,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,-406000.000,-320000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,294240.000,615380.000,616045.000
