,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdvertisingExpense,,,,,,,3845.000,,
AmortizationOfDebtDiscountPremium,,,33915.000,,,,,,
AmortizationOfDeferredSalesCommissions,,,,,,,23001.000,,23001.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,45015.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-105229.000,,,,-147054.000,,
CostOfGoodsAndServicesSold,465191.000,438438.000,338203.000,388503.000,514822.000,429931.000,307541.000,312932.000,222233.000
CostOfGoodsSoldDepreciationAndAmortization,,,,,,,9862.000,,
DeferredRevenueRevenueRecognized,,,,,,,37500.000,,37500.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,759054.000,-90000.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,0.000,-0.010,-0.000,0.000,-0.000,-0.010,0.000
GainLossOnSaleOfPropertyPlantEquipment,,,,-19168.000,0.000,,,0.000,0.000
GainLossRelatedToLitigationSettlement,,,,,,,87500.000,0.000,0.000
GrossProfit,867736.000,631322.000,433461.000,138420.000,-89749.000,-17449.000,92355.000,308990.000,72506.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-954230.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-801533.000,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,68723.000,,,,41615.000,,
IncreaseDecreaseInAccruedSalaries,,,-21139.000,,,,-20992.000,,
IncreaseDecreaseInDeferredRevenue,,,-1578.000,,,,-1237.000,,
IncreaseDecreaseInInventories,,,-34818.000,,,,-77196.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,-135674.000,,,,168209.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-9500.000,,,,0.000,,
IncreaseDecreaseInPrepaidExpense,,,80132.000,,,,22789.000,,
InterestExpense,42116.000,,77064.000,88044.000,82437.000,83540.000,83876.000,84930.000,86008.000
InterestPaid,,,0.000,,,,,,
InterestRevenueExpenseNet,,41347.000,,,,,,,
InvestmentIncomeInterest,,,805.000,315.000,91.000,328.000,28.000,50.000,33.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,359239.000,,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,359239.000,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,-464468.000,,,,-147054.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-464468.000,,,,-147054.000,,
NetIncomeLoss,-801533.000,-954230.000,-105673.000,-962630.000,-974386.000,-1009058.000,-353771.000,-325137.000,-539292.000
NonoperatingIncomeExpense,,74221.000,682795.000,-196897.000,-82346.000,13698.000,3652.000,-84880.000,64025.000
OperatingExpenses,1590568.000,1511331.000,1221929.000,904153.000,802291.000,1005307.000,449778.000,549247.000,675823.000
OperatingIncomeLoss,-772832.000,-880009.000,-788468.000,-765733.000,-892040.000,-1022756.000,-357423.000,-240257.000,-603317.000
OtherDepreciationAndAmortization,36585.000,32874.000,24285.000,22076.000,6356.000,122276.000,14556.000,13222.000,12852.000
OtherNonoperatingExpense,78701.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,15675.000,,,,0.000,,
ProceedsFromDivestitureOfBusinesses,,,539272.000,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,0.000,,
ResearchAndDevelopmentExpense,7589.000,43713.000,16437.000,61488.000,72237.000,100646.000,14538.000,24699.000,27444.000
Revenues,1332927.000,1069760.000,771664.000,526923.000,425073.000,412482.000,399896.000,621922.000,294739.000
SalesRevenueNet,1332927.000,1069760.000,771664.000,526923.000,425073.000,412482.000,399896.000,621922.000,294739.000
SellingGeneralAndAdministrativeExpense,1582979.000,1467618.000,1181207.000,820589.000,723698.000,716868.000,420684.000,511326.000,635527.000
ShareBasedCompensation,,,38525.000,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,202922021.000,207721823.000,,253352022.000,257796455.000,263352022.000
