,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,851000.000,1020000.000,1314000.000,1259000.000,967000.000,666000.000,562000.000,604000.000,498000.000,472000.000,433000.000,303000.000,127000.000,116000.000,73000.000,118000.000,248000.000,285000.000,306000.000,309000.000,394000.000,326000.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,,,116000.000,280000.000,291000.000,300000.000,400000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,1265000.000,,,,,,,,693000.000,650000.000,558000.000,614000.000,950000.000,933000.000,917000.000,870000.000,807000.000,975000.000
AccruedLiabilitiesCurrent,,,,,,,,,627000.000,,,,693000.000,,,,950000.000,,,,807000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,-28000.000,,,,-46000.000,
AdditionalPaidInCapital,80273000.000,82042000.000,89848000.000,102410000.000,105448000.000,108596000.000,113681000.000,117073000.000,119256000.000,120375000.000,120619000.000,121251000.000,122616000.000,123881000.000,124885000.000,126054000.000,127910000.000,128835000.000,136477000.000,143664000.000,148090000.000,150365000.000
Assets,2967000.000,2466000.000,2988000.000,2690000.000,2411000.000,2396000.000,2106000.000,2095000.000,1401000.000,1173000.000,1198000.000,1367000.000,1021000.000,1415000.000,1517000.000,1046000.000,4695000.000,3619000.000,2856000.000,2612000.000,2562000.000,2627000.000
AssetsCurrent,658000.000,110000.000,255000.000,294000.000,148000.000,232000.000,75000.000,125000.000,246000.000,101000.000,200000.000,432000.000,150000.000,608000.000,767000.000,358000.000,2948000.000,1981000.000,1297000.000,1123000.000,1122000.000,1225000.000
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,,598000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,,76000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,645000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,1653000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,2257000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,604000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,510000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,125000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,254000.000,0.000,,,,307000.000,277000.000,193000.000,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,,92766.000,27300.000,27300.000,27300.000,
