,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,1030800000.000,1030300000.000,982800000.000,1025200000.000,1070100000.000,1160400000.000,1140500000.000,1215800000.000,1295900000.000,1286000000.000,1265400000.000,1161100000.000,1301400000.000,1400000000.000,1348100000.000,1346600000.000,1411400000.000,1444100000.000,1384700000.000,1388500000.000,1519100000.000,1494600000.000,1512700000.000,1478600000.000,1613900000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,129200000.000,,,,121600000.000,,,,-127200000.000,,,,141100000.000,,,,166900000.000,,,,195500000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,300000.000,100000.000,200000.000,100000.000,0.000,200000.000,0.000,0.000,1900000.000,1900000.000,1900000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,1400000.000,2600000.000,0.000,0.000,0.000,,,
AdditionalPaidInCapitalCommonStock,1906900000.000,1911600000.000,1917000000.000,1929900000.000,1951800000.000,1964700000.000,1979800000.000,1992200000.000,2011900000.000,2027700000.000,2042000000.000,2057200000.000,2087500000.000,2607600000.000,2613700000.000,2639100000.000,2671300000.000,2684300000.000,2733800000.000,2769600000.000,2795600000.000,2839300000.000,2865800000.000,2885000000.000,2931500000.000,2957200000.000
AdvancesToAffiliate,,,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,5621300000.000,5504800000.000,5358400000.000,5363400000.000,5484900000.000,6657000000.000,7248200000.000,7347300000.000,8232500000.000,8287000000.000,8856400000.000,8927200000.000,9372800000.000,9716600000.000,10202500000.000,10338700000.000,10713100000.000,10863500000.000,11151000000.000,11179500000.000,11300200000.000,11333200000.000,11558900000.000,11712100000.000,11921100000.000,11977100000.000
AssetsSoldUnderAgreementsToRepurchaseInterestRate,,0.038,0.038,0.028,0.028,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,296800000.000,297500000.000,,299000000.000,283700000.000,297800000.000,96700000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,125000000.000,106000000.000,38100000.000,120800000.000,76000000.000,90100000.000,41600000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,172100000.000,191600000.000,260600000.000,178300000.000,207700000.000,207900000.000,55100000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,297100000.000,297600000.000,298700000.000,299100000.000,283700000.000,298000000.000,96700000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,0.000,100000.000,,,100000.000,,0.000,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,300000.000,200000.000,,100000.000,100000.000,200000.000,0.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,105900000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,,,,,,,,,,0.750
BusinessAcquisitionSharePrice,,,,,,,,,,,,,,,,,,,,,,,,,,17.750
