,2016-06-30,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,18.000
CostOfRevenue,21000.000,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000
GeneralAndAdministrativeExpense,2973.000,6411.000,5555.000
GrossProfit,13970.000,,6154.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10997.000,-6411.000,599.000
IncreaseDecreaseInAccountsPayable,,,-10731.000
IncreaseDecreaseInAccountsReceivable,,,10000.000
NetCashProvidedByUsedInFinancingActivities,,,150.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,150.000
NetCashProvidedByUsedInOperatingActivities,,,-132.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-132.000
NetIncomeLoss,10997.000,-6411.000,599.000
OperatingExpenses,2973.000,6411.000,5555.000
OperatingIncomeLoss,10997.000,-6411.000,599.000
ProceedsFromRelatedPartyDebt,,,1415.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,-1265.000
Revenues,34970.000,,6154.000
SalesRevenueNet,34970.000,,6154.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9530000.000,9530000.000,9530000.000
