,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AdditionsToNoncurrentAssets,,,,,,119360000.000,97612000.000,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,55000.000,,,,,,,
AmortizationOfFinancingCosts,982000.000,,,,973000.000,,,
AmortizationOfIntangibleAssets,,,,,,2850000.000,2880000.000,
AssetImpairmentCharges,,,,,28744000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,22939000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,9458000.000,,,,1375000.000,,,
CommonStockDividendsPerShareDeclared,0.575,0.575,0.575,,0.575,,,
ComprehensiveIncomeNetOfTax,,,,,-147716000.000,44645000.000,23831000.000,-41245000.000
CostOfReimbursableExpense,,105000.000,,,3135000.000,,,
CostsAndExpenses,273573000.000,325878000.000,499973000.000,335249000.000,469912000.000,281773000.000,323208000.000,425441000.000
DeferredIncomeTaxExpenseBenefit,602000.000,,,,272000.000,,,
DepreciationAndAmortization,16869000.000,17363000.000,21911000.000,21422000.000,19088000.000,19062000.000,19259000.000,19695000.000
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,,,,,0.575,0.575,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,,0.575,,0.575,,,
DistributionMadeToMemberOrLimitedPartnerPerUnitAmount,,0.575,,,,,,
DividendsPreferredStock,,,,,-8698000.000,,,
DividendsPreferredStockPaidinkind,-7880000.000,,,,8698000.000,,,
EarningsPerShareBasic,,,,,,0.170,0.270,
EarningsPerShareBasicAndDiluted,,,-2.510,,-2.200,,,
EarningsPerShareDiluted,,,,,,0.140,0.230,
EquityMethodInvestmentDividendsOrDistributions,5531000.000,,,,,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInTradingRevenue,,-266000.000,-448000.000,,1353000.000,4087000.000,-1081000.000,-4280000.000
