,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,,,,,,,,,,,,,,,,,,,,,2934000.000,,,,3977000.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,40000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,20563000.000,,,,34307000.000,,,,27537000.000,,,,27527000.000,,,,13908000.000,,,,22993000.000,,,,20689000.000,
AmortizationOfDebtDiscountPremium,-61000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,,,135000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,92000.000,92000.000,,49200.000,51200.000,27200.000,-76400.000,,14000.000,14000.000,,14000.000,16000.000,30000.000,-44000.000,16000.000,46000.000,46000.000,-76000.000,,0.000,0.000,,0.000,0.000
BusinessCombinationAcquisitionRelatedCosts,,,52000.000,,,,158000.000,,,,153000.000,,,,124000.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-518000.000,,,,1076000.000,,,,-4827000.000,,,,14288000.000,,,,35555000.000,,,,6342000.000,,,,-123863000.000,
CommonStockDividendsPerShareCashPaid,,0.440,0.440,,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.500,,,,,,0.600,,0.750,0.750,0.750,0.750,0.850,0.850
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,0.500,0.500,,0.500,0.500,0.600,,0.750,0.750,0.750,,0.850,0.850
DebtInstrumentBasisSpreadOnVariableRate1,,,,,,,,,,,,,,,,,0.009,,,,,,,,,
DepreciationAndAmortization,20859000.000,21023000.000,21423000.000,21237000.000,27299000.000,27198000.000,26884000.000,28017000.000,26961000.000,26629000.000,26597000.000,28730000.000,28441000.000,28295000.000,26811000.000,26810000.000,26233000.000,27025000.000,25985000.000,26151000.000,25041000.000,25214000.000,24631000.000,24600000.000,23078000.000,23628000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,25901000.000,24213000.000,24884000.000,25150000.000,28172000.000,27717000.000,29294000.000,28925000.000,29384000.000,28720000.000,29901000.000,26826000.000,33444000.000,31535000.000,33102000.000,29290000.000,31746000.000,30057000.000,30448000.000,28973000.000,31894000.000,29750000.000,30796000.000,30668000.000,31033000.000,30250000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,2717000.000,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,171000.000,73000.000,,,24000.000,69000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,238000.000,,,104000.000,112000.000,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,10867000.000,10900000.000,10700000.000,10579000.000,10649000.000,,,,10696000.000,,,,13443000.000,,,,13464000.000,,,,20280000.000,,,,23077000.000,
DividendsPreferredStockCash,10450000.000,10400000.000,10400000.000,10549000.000,11926000.000,,,,13850000.000,,,,15122000.000,,,,15122000.000,,,,13833000.000,,,,13291000.000,
EarningsPerShareBasic,0.670,0.460,0.630,0.370,0.140,0.060,0.210,0.410,0.350,0.360,0.370,0.690,0.370,0.370,0.420,3.050,0.730,0.410,0.830,0.560,0.540,0.580,0.730,0.470,0.970,0.910
EarningsPerShareDiluted,0.670,0.460,0.630,0.360,0.140,0.060,0.210,0.400,0.350,0.360,0.370,0.690,0.370,0.360,0.420,3.040,0.730,0.410,0.830,0.550,0.540,0.580,0.720,0.470,0.970,0.900
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,12487000.000,,,,,,,,,
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,,,,,,,,,,,,,,,,,12487000.000,,15748000.000,,,,,,,1209000.000
GeneralAndAdministrativeExpense,1570000.000,1748000.000,1365000.000,4353000.000,2273000.000,2412000.000,2240000.000,1994000.000,2399000.000,2370000.000,2635000.000,-2092000.000,2487000.000,3363000.000,3078000.000,4711000.000,3399000.000,3497000.000,3276000.000,3410000.000,3635000.000,5377000.000,2970000.000,2880000.000,2831000.000,2443000.000
IncomeLossFromContinuingOperations,,11242000.000,13298000.000,,3467000.000,1392000.000,5119000.000,9079000.000,8540000.000,8711000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,3323000.000,3958000.000,,1049000.000,419000.000,1541000.000,2735000.000,2566000.000,2613000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,24673000.000,25136000.000,27836000.000,21898000.000,21845000.000,23331000.000,23626000.000,25593000.000,24989000.000,26476000.000,26847000.000,37832000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.670,0.450,0.540,0.370,0.140,0.060,0.210,0.380,0.350,0.360,0.370,0.690,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.670,0.450,0.540,0.360,0.140,0.060,0.210,0.370,0.350,0.360,0.370,0.690,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,171000.000,2790000.000,,,24000.000,69000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,39000.000,639000.000,,,6000.000,16000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,132000.000,2146000.000,,,18000.000,53000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.010,0.090,,,,,,,,,,,,,,,,,,,,,,,
